# SEL-k=200 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,B-P2.10,,0.0327,0.0327,8.0033,
W-ALL,long,2,C.05,,0.0267,0.0593,6.5287,
W-ALL,long,3,B-P4.10,,0.0243,0.0836,5.9409,
W-ALL,long,4,B-P2.07,,0.0240,0.1076,5.8780,
W-ALL,long,5,E51.01,,0.0227,0.1302,5.5503,
W-ALL,long,6,B-P4.04,,0.0225,0.1528,5.5190,
W-ALL,long,7,B-P3.09,,0.0221,0.1749,5.4120,
W-ALL,long,8,C.12,,0.0220,0.1969,5.3960,
W-ALL,long,9,B-S.14,,0.0191,0.2161,4.6888,
W-ALL,long,10,E50.01,,0.0190,0.2351,4.6658,
W-ALL,long,11,B-P4.09,,0.0190,0.2541,4.6589,
W-ALL,long,12,E01.01,clock,0.0189,0.2731,4.6408,
W-ALL,long,13,E02.01,clock,0.0189,0.2920,4.6408,
W-ALL,long,14,E52.01,,0.0189,0.3110,4.6378,
W-ALL,long,15,C.02,,0.0183,0.3292,4.4794,
W-ALL,long,16,C.07,,0.0183,0.3475,4.4775,
W-ALL,long,17,B-P2.05,,0.0166,0.3642,4.0725,
W-ALL,long,18,E03.01,,0.0165,0.3807,4.0532,
W-ALL,long,19,B-P1.08,,0.0163,0.3970,3.9827,
W-ALL,long,20,B-P1.03,,0.0159,0.4129,3.9037,
W-ALL,long,21,C.06,,0.0158,0.4287,3.8738,
W-ALL,long,22,B-S.07,,0.0158,0.4445,3.8631,
W-ALL,long,23,E42.01,,0.0154,0.4599,3.7806,
W-ALL,long,24,B-P1.10,,0.0154,0.4753,3.7746,
W-ALL,long,25,E05.01,,0.0154,0.4907,3.7721,
W-ALL,long,26,C.03,,0.0152,0.5059,3.7242,
W-ALL,long,27,B-S.10,suspect-regime,0.0152,0.5211,3.7135,
W-ALL,long,28,B-S.09,,0.0151,0.5362,3.7061,
W-ALL,long,29,B-S.06,,0.0151,0.5514,3.7050,
W-ALL,long,30,C.10,,0.0148,0.5661,3.6152,
W-ALL,long,31,C.08,,0.0145,0.5807,3.5611,
W-ALL,long,32,E20.01,,0.0145,0.5951,3.5447,
W-ALL,long,33,B-P2.06,,0.0141,0.6092,3.4476,
W-ALL,long,34,B-P1.09,,0.0138,0.6231,3.3908,
W-ALL,long,35,B-P1.01,,0.0132,0.6363,3.2370,
W-ALL,long,36,B-P1.02,,0.0131,0.6494,3.2157,
W-ALL,long,37,C.11,,0.0126,0.6621,3.0972,
W-ALL,long,38,B-P1.07,,0.0126,0.6747,3.0960,
W-ALL,long,39,B-P3.05,,0.0126,0.6873,3.0842,
W-ALL,long,40,E25.01,,0.0108,0.6981,2.6473,
W-ALL,long,41,B-P2.08,,0.0108,0.7089,2.6366,
W-ALL,long,42,E08.01,,0.0106,0.7195,2.5998,
