# SEL-k=7 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0372,0.0372,5.5503,
W-ALL,long,2,E01.01,clock,0.0352,0.0724,5.2602,
W-ALL,long,3,E02.01,clock,0.0352,0.1077,5.2602,
W-ALL,long,4,E50.01,,0.0313,0.1390,4.6658,
W-ALL,long,5,E52.01,,0.0311,0.1700,4.6378,
W-ALL,long,6,E03.01,,0.0258,0.1958,3.8527,
W-ALL,long,7,E42.01,,0.0249,0.2208,3.7180,
W-ALL,long,8,E05.01,,0.0249,0.2456,3.7098,
W-ALL,long,9,B-S.03,tempo,0.0241,0.2697,3.6005,
W-ALL,long,10,E20.01,,0.0206,0.2904,3.0770,
W-ALL,long,11,B-P1.06,,0.0198,0.3101,2.9506,
W-ALL,long,12,B-S.10,suspect-regime,0.0192,0.3293,2.8628,
W-ALL,long,13,E25.01,,0.0181,0.3474,2.6985,
W-ALL,long,14,B-S.07,,0.0179,0.3653,2.6688,
W-ALL,long,15,C.05,,0.0170,0.3823,2.5430,
W-ALL,long,16,B-P2.06,,0.0169,0.3992,2.5217,
W-ALL,long,17,E12.01,,0.0168,0.4161,2.5134,
W-ALL,long,18,C.06,,0.0165,0.4326,2.4671,
W-ALL,long,19,E08.01,,0.0162,0.4488,2.4197,
W-ALL,long,20,C.03,,0.0152,0.4640,2.2617,
W-ALL,long,21,B-S.14,,0.0143,0.4783,2.1354,
W-ALL,long,22,B-P4.09,,0.0134,0.4917,2.0059,
W-ALL,long,23,B-S.06,,0.0131,0.5048,1.9607,
W-ALL,long,24,B-P2.07,,0.0129,0.5178,1.9310,
W-ALL,long,25,C.10,,0.0127,0.5305,1.9024,
W-ALL,long,26,E28.01,,0.0125,0.5431,1.8728,
W-ALL,long,27,C.02,,0.0125,0.5556,1.8728,
W-ALL,long,28,B-S.09,,0.0125,0.5681,1.8629,
W-ALL,long,29,B-P1.07,,0.0122,0.5803,1.8151,
W-ALL,long,30,E43.01,,0.0119,0.5922,1.7756,
W-ALL,long,31,B-P4.01,,0.0118,0.6039,1.7563,
W-ALL,long,32,B-P2.02,,0.0118,0.6157,1.7563,
W-ALL,long,33,B-P2.01,,0.0114,0.6272,1.7085,
W-ALL,long,34,B-P4.05,,0.0112,0.6384,1.6789,
W-ALL,long,35,C.12,,0.0108,0.6492,1.6085,
W-ALL,long,36,B-P3.03,,0.0105,0.6597,1.5629,
W-ALL,long,37,B-P1.01,,0.0105,0.6701,1.5624,
W-ALL,long,38,B-P1.02,,0.0103,0.6805,1.5437,
W-ALL,long,39,B-P3.06,,0.0102,0.6907,1.5234,
W-ALL,long,40,B-P1.04,,0.0099,0.7006,1.4782,
W-ALL,long,41,B-P3.04,,0.0098,0.7104,1.4657,
W-ALL,long,42,B-S.08,,0.0096,0.7200,1.4366,
W-ALL,long,43,C.09,,0.0095,0.7295,1.4173,
W-ALL,long,44,E19.01,,0.0095,0.7390,1.4168,
W-ALL,long,45,B-P2.05,,0.0094,0.7485,1.4090,
W-ALL,long,46,E13.01,,0.0091,0.7576,1.3591,
W-ALL,long,47,B-P2.08,,0.0090,0.7666,1.3487,
W-ALL,long,48,B-P3.01,,0.0089,0.7755,1.3300,
W-ALL,long,49,B-P3.02,,0.0088,0.7844,1.3196,
W-ALL,long,50,E21.01,,0.0088,0.7931,1.3088,
W-ALL,long,51,C.08,,0.0087,0.8018,1.2925,
W-ALL,long,52,E06.01,,0.0086,0.8104,1.2795,
W-ALL,long,53,B-P4.10,,0.0084,0.8188,1.2520,
W-ALL,long,54,B-S.05,,0.0079,0.8267,1.1844,
W-ALL,long,55,B-P1.05,,0.0079,0.8346,1.1756,
W-ALL,long,56,B-P3.09,,0.0079,0.8425,1.1750,
W-ALL,long,57,E16.01,,0.0075,0.8500,1.1257,
W-ALL,long,58,B-P1.03,,0.0073,0.8573,1.0965,
W-ALL,long,59,B-P2.04,,0.0073,0.8646,1.0833,
