# SEL-k=1 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0560,0.0560,5.5503,
W-ALL,long,2,E01.01,clock,0.0531,0.1090,5.2602,
W-ALL,long,3,E02.01,clock,0.0531,0.1621,5.2602,
W-ALL,long,4,E50.01,,0.0471,0.2091,4.6658,
W-ALL,long,5,E52.01,,0.0468,0.2559,4.6378,
W-ALL,long,6,B-S.03,tempo,0.0401,0.2960,3.9748,
W-ALL,long,7,E03.01,,0.0389,0.3349,3.8527,
W-ALL,long,8,E42.01,,0.0375,0.3724,3.7180,
W-ALL,long,9,E05.01,,0.0374,0.4098,3.7098,
W-ALL,long,10,E20.01,,0.0310,0.4408,3.0770,
W-ALL,long,11,E25.01,,0.0272,0.4680,2.6985,
W-ALL,long,12,E12.01,,0.0253,0.4934,2.5134,
W-ALL,long,13,E08.01,,0.0244,0.5178,2.4197,
W-ALL,long,14,E28.01,,0.0189,0.5367,1.8728,
W-ALL,long,15,E43.01,,0.0179,0.5546,1.7756,
W-ALL,long,16,B-P2.02,,0.0177,0.5723,1.7563,
W-ALL,long,17,B-S.14,,0.0175,0.5898,1.7376,
W-ALL,long,18,B-P2.01,,0.0172,0.6070,1.7085,
W-ALL,long,19,B-P3.03,,0.0158,0.6228,1.5629,
W-ALL,long,20,B-P1.01,,0.0158,0.6386,1.5624,
W-ALL,long,21,B-P1.02,,0.0156,0.6541,1.5437,
W-ALL,long,22,B-P3.06,,0.0154,0.6695,1.5239,
W-ALL,long,23,B-P1.04,,0.0149,0.6844,1.4782,
W-ALL,long,24,B-P3.04,,0.0148,0.6992,1.4657,
W-ALL,long,25,B-S.10,suspect-regime,0.0143,0.7135,1.4168,E19.01
W-ALL,long,26,B-P3.05,,0.0139,0.7274,1.3783,
W-ALL,long,27,E13.01,,0.0137,0.7411,1.3591,
W-ALL,long,28,B-P3.01,,0.0134,0.7545,1.3300,
W-ALL,long,29,B-P3.02,,0.0133,0.7678,1.3196,
W-ALL,long,30,E21.01,,0.0132,0.7810,1.3088,
W-ALL,long,31,E06.01,,0.0129,0.7939,1.2795,
W-ALL,long,32,B-S.07,,0.0114,0.8053,1.1257,E16.01
W-ALL,long,33,B-P1.03,,0.0111,0.8163,1.0965,
W-ALL,long,34,B-P2.04,,0.0109,0.8273,1.0833,
W-ALL,long,35,B-P2.06,,0.0108,0.8380,1.0674,
W-ALL,long,36,B-S.09,,0.0104,0.8484,1.0284,E18.01
W-ALL,long,37,B-S.08,,0.0101,0.8585,0.9998,E17.01
W-ALL,long,38,E23.01,,0.0099,0.8684,0.9801,
W-ALL,long,39,B-S.06,,0.0098,0.8782,0.9707,G06.1
W-ALL,long,40,B-P3.10,,0.0096,0.8878,0.9515,
W-ALL,long,41,G04.1,,0.0092,0.8970,0.9118,
W-ALL,long,42,E24.01,,0.0090,0.9060,0.8927,
W-ALL,long,43,E10.01,,0.0088,0.9147,0.8698,
W-ALL,long,44,B-P2.03,,0.0086,0.9233,0.8537,
W-ALL,long,45,B-S.05,,0.0084,0.9318,0.8350,G03.1
W-ALL,long,46,E14.01,,0.0083,0.9400,0.8200,
W-ALL,long,47,E07.01,,0.0079,0.9479,0.7799,
W-ALL,long,48,B-P2.05,,0.0071,0.9550,0.7087,
W-ALL,long,49,B-P2.11,,0.0065,0.9616,0.6479,
W-ALL,long,50,E22.01,,0.0058,0.9674,0.5724,
W-ALL,long,51,E15.01,,0.0057,0.9730,0.5631,
W-ALL,long,52,B-P1.06,,0.0051,0.9781,0.5049,
W-ALL,long,53,B-P2.07,,0.0046,0.9827,0.4560,
W-ALL,long,54,B-P1.07,,0.0042,0.9869,0.4175,
W-ALL,long,55,B-P4.02,,0.0037,0.9907,0.3702,
W-ALL,long,56,B-P1.11,,0.0028,0.9935,0.2780,
W-ALL,long,57,B-P3.07,,0.0025,0.9960,0.2491,
W-ALL,long,58,B-P1.10,,0.0023,0.9983,0.2248,
W-ALL,long,59,B-P1.05,,0.0017,0.9999,0.1648,
W-ALL,long,60,B-P3.08,,0.0001,1.0000,0.0085,
W-ALL,short,1,E51.01,,0.0712,0.0712,6.3478,
W-ALL,short,2,E01.01,clock,0.0489,0.1201,4.3631,
W-ALL,short,3,E02.01,clock,0.0489,0.1691,4.3631,
W-ALL,short,4,B-S.03,tempo,0.0421,0.2112,3.7528,
W-ALL,short,5,E03.01,,0.0397,0.2509,3.5435,
W-ALL,short,6,E20.01,,0.0393,0.2902,3.5027,
W-ALL,short,7,E50.01,,0.0365,0.3267,3.2567,
W-ALL,short,8,E52.01,,0.0308,0.3575,2.7483,
W-ALL,short,9,E12.01,,0.0272,0.3847,2.4210,
W-ALL,short,10,E05.01,,0.0266,0.4113,2.3752,
W-ALL,short,11,E42.01,,0.0264,0.4377,2.3516,
W-ALL,short,12,E25.01,,0.0243,0.4620,2.1633,
W-ALL,short,13,E08.01,,0.0221,0.4841,1.9733,
W-ALL,short,14,B-P3.06,,0.0198,0.5039,1.7674,
W-ALL,short,15,B-S.10,suspect-regime,0.0195,0.5234,1.7383,E19.01
W-ALL,short,16,E28.01,,0.0192,0.5426,1.7091,
W-ALL,short,17,E43.01,,0.0192,0.5617,1.7091,
W-ALL,short,18,B-S.14,,0.0188,0.5806,1.6794,
W-ALL,short,19,E06.01,,0.0188,0.5994,1.6794,
W-ALL,short,20,B-S.09,,0.0169,0.6163,1.5053,E18.01
W-ALL,short,21,B-P1.01,,0.0167,0.6330,1.4879,
W-ALL,short,22,B-P2.02,,0.0165,0.6495,1.4718,
W-ALL,short,23,B-P1.02,,0.0164,0.6659,1.4645,
W-ALL,short,24,B-P2.01,,0.0164,0.6823,1.4602,
W-ALL,short,25,B-P1.04,,0.0161,0.6983,1.4318,
W-ALL,short,26,B-S.05,,0.0158,0.7141,1.4063,G03.1
W-ALL,short,27,B-P2.04,,0.0146,0.7287,1.3042,
W-ALL,short,28,B-P3.03,,0.0141,0.7428,1.2564,
W-ALL,short,29,B-P2.07,,0.0137,0.7565,1.2185,
W-ALL,short,30,E22.01,,0.0136,0.7701,1.2142,
W-ALL,short,31,E21.01,,0.0135,0.7836,1.2058,
W-ALL,short,32,B-S.07,,0.0133,0.7970,1.1894,E16.01
W-ALL,short,33,B-P2.06,,0.0130,0.8100,1.1603,
W-ALL,short,34,B-S.06,,0.0129,0.8229,1.1472,G06.1
W-ALL,short,35,B-P2.03,,0.0117,0.8345,1.0395,
W-ALL,short,36,B-P2.05,,0.0115,0.8460,1.0234,
W-ALL,short,37,B-P3.05,,0.0109,0.8569,0.9696,
W-ALL,short,38,B-P3.04,,0.0108,0.8677,0.9657,
W-ALL,short,39,E24.01,,0.0107,0.8784,0.9521,
W-ALL,short,40,B-P2.11,,0.0105,0.8889,0.9385,
W-ALL,short,41,B-S.08,,0.0104,0.8993,0.9274,E17.01
W-ALL,short,42,E13.01,,0.0094,0.9087,0.8400,
W-ALL,short,43,B-P3.01,,0.0092,0.9180,0.8240,
W-ALL,short,44,B-P3.02,,0.0090,0.9270,0.8065,
W-ALL,short,45,B-P3.10,,0.0089,0.9359,0.7949,
W-ALL,short,46,E15.01,,0.0083,0.9442,0.7366,
W-ALL,short,47,E14.01,,0.0081,0.9522,0.7180,
W-ALL,short,48,B-P3.07,,0.0066,0.9588,0.5865,
W-ALL,short,49,E07.01,,0.0065,0.9653,0.5783,
W-ALL,short,50,B-P1.07,,0.0052,0.9705,0.4615,
W-ALL,short,51,E10.01,,0.0050,0.9754,0.4422,
W-ALL,short,52,B-P4.02,,0.0042,0.9796,0.3742,
W-ALL,short,53,E23.01,,0.0039,0.9835,0.3450,
W-ALL,short,54,B-P1.03,,0.0038,0.9873,0.3407,
W-ALL,short,55,G04.1,,0.0035,0.9908,0.3116,
W-ALL,short,56,B-P1.05,,0.0032,0.9940,0.2868,
W-ALL,short,57,B-P1.10,,0.0028,0.9968,0.2453,
W-ALL,short,58,B-P1.06,,0.0023,0.9991,0.2082,
W-ALL,short,59,B-P1.11,,0.0008,1.0000,0.0750,
W-ALL,short,60,B-P3.08,,0.0000,1.0000,0.0025,
W-STAT,long,1,E51.01,,0.0667,0.0667,5.5503,
W-STAT,long,2,E50.01,,0.0561,0.1227,4.6658,
W-STAT,long,3,E52.01,,0.0557,0.1785,4.6378,
W-STAT,long,4,E03.01,,0.0463,0.2247,3.8527,
W-STAT,long,5,E42.01,,0.0447,0.2694,3.7180,
W-STAT,long,6,E05.01,,0.0446,0.3140,3.7098,
W-STAT,long,7,E20.01,,0.0370,0.3509,3.0770,
W-STAT,long,8,E25.01,,0.0324,0.3834,2.6985,
W-STAT,long,9,E12.01,,0.0302,0.4136,2.5134,
W-STAT,long,10,E08.01,,0.0291,0.4426,2.4197,
W-STAT,long,11,E28.01,,0.0225,0.4651,1.8728,
W-STAT,long,12,E43.01,,0.0213,0.4865,1.7756,
W-STAT,long,13,B-P2.02,,0.0211,0.5076,1.7563,
W-STAT,long,14,B-S.14,,0.0209,0.5284,1.7376,
W-STAT,long,15,B-P2.01,,0.0205,0.5490,1.7085,
W-STAT,long,16,B-P3.03,,0.0188,0.5677,1.5629,
W-STAT,long,17,B-P1.01,,0.0188,0.5865,1.5624,
W-STAT,long,18,B-P1.02,,0.0185,0.6050,1.5437,
W-STAT,long,19,B-P3.06,,0.0183,0.6234,1.5239,
W-STAT,long,20,B-P1.04,,0.0178,0.6411,1.4782,
W-STAT,long,21,B-P3.04,,0.0176,0.6587,1.4657,
