# SEL-k=4 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,42,B-P3.01,,0.0095,0.7314,1.3300,
W-ALL,long,43,B-P3.02,,0.0094,0.7408,1.3196,
W-ALL,long,44,E21.01,,0.0093,0.7501,1.3088,
W-ALL,long,45,B-P3.05,,0.0093,0.7593,1.3004,
W-ALL,long,46,E06.01,,0.0091,0.7684,1.2795,
W-ALL,long,47,C.01,,0.0091,0.7775,1.2780,
W-ALL,long,48,C.06,,0.0084,0.7859,1.1753,
W-ALL,long,49,B-P2.08,,0.0084,0.7942,1.1740,
W-ALL,long,50,E16.01,,0.0080,0.8022,1.1257,
W-ALL,long,51,B-S.08,,0.0079,0.8102,1.1163,
W-ALL,long,52,B-P1.03,,0.0078,0.8180,1.0965,
W-ALL,long,53,B-P2.04,,0.0077,0.8257,1.0833,
W-ALL,long,54,E18.01,,0.0073,0.8330,1.0284,
W-ALL,long,55,C.04,,0.0072,0.8402,1.0053,
W-ALL,long,56,E17.01,,0.0071,0.8473,0.9998,
W-ALL,long,57,E23.01,,0.0070,0.8542,0.9801,
W-ALL,long,58,G06.1,,0.0069,0.8611,0.9707,
W-ALL,long,59,B-S.05,,0.0069,0.8680,0.9707,
W-ALL,long,60,B-P3.10,,0.0068,0.8748,0.9515,
W-ALL,long,61,G04.1,,0.0065,0.8813,0.9118,
W-ALL,long,62,C.11,,0.0064,0.8877,0.9046,
W-ALL,long,63,C.07,,0.0064,0.8942,0.9030,
W-ALL,long,64,E24.01,,0.0064,0.9005,0.8927,
W-ALL,long,65,E10.01,,0.0062,0.9067,0.8698,
W-ALL,long,66,B-P2.03,,0.0061,0.9128,0.8537,
W-ALL,long,67,G03.1,,0.0059,0.9187,0.8350,
W-ALL,long,68,E14.01,,0.0058,0.9245,0.8200,
W-ALL,long,69,C.09,,0.0057,0.9303,0.8059,
W-ALL,long,70,B-P1.10,,0.0057,0.9360,0.7981,
W-ALL,long,71,E07.01,,0.0055,0.9415,0.7799,
W-ALL,long,72,B-P2.07,,0.0052,0.9467,0.7373,
W-ALL,long,73,C.12,,0.0051,0.9518,0.7167,
W-ALL,long,74,B-P3.07,,0.0049,0.9568,0.6939,
W-ALL,long,75,B-P2.11,,0.0046,0.9614,0.6479,
W-ALL,long,76,B-P1.09,,0.0045,0.9659,0.6365,
W-ALL,long,77,B-P3.06,,0.0044,0.9703,0.6208,
W-ALL,long,78,E22.01,,0.0041,0.9744,0.5724,
W-ALL,long,79,E15.01,,0.0040,0.9784,0.5631,
W-ALL,long,80,B-P4.02,,0.0040,0.9824,0.5589,
W-ALL,long,81,C.08,,0.0037,0.9861,0.5203,
W-ALL,long,82,B-P1.05,,0.0026,0.9886,0.3593,
W-ALL,long,83,B-P4.10,,0.0025,0.9912,0.3551,
W-ALL,long,84,B-P2.09,,0.0025,0.9936,0.3485,
W-ALL,long,85,B-P3.09,,0.0023,0.9959,0.3167,
W-ALL,long,86,B-P1.11,,0.0020,0.9979,0.2780,
W-ALL,long,87,B-P2.10,,0.0013,0.9992,0.1841,
W-ALL,long,88,B-P3.08,,0.0008,1.0000,0.1145,
W-ALL,short,1,E51.01,,0.0488,0.0488,6.3478,
W-ALL,short,2,E01.01,clock,0.0336,0.0824,4.3631,
W-ALL,short,3,E02.01,clock,0.0336,0.1160,4.3631,
W-ALL,short,4,B-S.03,tempo,0.0281,0.1441,3.6483,
W-ALL,short,5,E03.01,,0.0273,0.1713,3.5435,
W-ALL,short,6,E20.01,,0.0270,0.1983,3.5027,
W-ALL,short,7,E50.01,,0.0251,0.2233,3.2567,
W-ALL,short,8,E52.01,,0.0211,0.2445,2.7483,
W-ALL,short,9,B-S.07,,0.0210,0.2655,2.7282,
W-ALL,short,10,B-S.14,,0.0209,0.2864,2.7122,
W-ALL,short,11,E12.01,,0.0186,0.3050,2.4210,
W-ALL,short,12,E05.01,,0.0183,0.3233,2.3752,
W-ALL,short,13,E42.01,,0.0181,0.3414,2.3516,
W-ALL,short,14,C.02,,0.0179,0.3593,2.3264,
W-ALL,short,15,B-P2.05,,0.0173,0.3766,2.2463,
W-ALL,short,16,C.03,,0.0170,0.3936,2.2156,
W-ALL,short,17,E25.01,,0.0166,0.4102,2.1633,
W-ALL,short,18,C.05,,0.0161,0.4264,2.0934,
W-ALL,short,19,E08.01,,0.0152,0.4415,1.9733,
W-ALL,short,20,C.08,,0.0144,0.4559,1.8713,
W-ALL,short,21,B-P3.06,,0.0140,0.4700,1.8256,
W-ALL,short,22,B-S.08,,0.0140,0.4840,1.8256,
W-ALL,short,23,B-S.10,suspect-regime,0.0138,0.4979,1.7965,
W-ALL,short,24,E19.01,,0.0134,0.5112,1.7383,
W-ALL,short,25,E28.01,,0.0132,0.5244,1.7091,
W-ALL,short,26,E43.01,,0.0132,0.5375,1.7091,
W-ALL,short,27,B-P4.01,,0.0130,0.5505,1.6844,
W-ALL,short,28,E06.01,,0.0129,0.5634,1.6794,
W-ALL,short,29,B-S.05,,0.0128,0.5763,1.6684,
W-ALL,short,30,B-P4.05,,0.0127,0.5890,1.6553,
W-ALL,short,31,B-S.09,,0.0125,0.6015,1.6218,
W-ALL,short,32,B-P2.06,,0.0124,0.6139,1.6174,
W-ALL,short,33,B-P4.09,,0.0118,0.6258,1.5388,
W-ALL,short,34,E18.01,,0.0116,0.6374,1.5053,
W-ALL,short,35,B-P1.01,,0.0114,0.6488,1.4879,
W-ALL,short,36,B-P2.02,,0.0113,0.6601,1.4718,
W-ALL,short,37,B-P1.02,,0.0113,0.6714,1.4645,
W-ALL,short,38,B-P2.01,,0.0112,0.6826,1.4602,
W-ALL,short,39,B-P1.04,,0.0110,0.6937,1.4318,
W-ALL,short,40,G03.1,,0.0108,0.7045,1.4063,
W-ALL,short,41,C.04,,0.0106,0.7151,1.3836,
W-ALL,short,42,B-P2.04,,0.0100,0.7252,1.3042,
W-ALL,short,43,B-P1.06,,0.0100,0.7352,1.3029,
W-ALL,short,44,B-P3.07,,0.0098,0.7450,1.2778,
W-ALL,short,45,C.09,,0.0097,0.7547,1.2607,
W-ALL,short,46,B-P3.03,,0.0097,0.7644,1.2564,
W-ALL,short,47,E22.01,,0.0093,0.7737,1.2142,
W-ALL,short,48,E21.01,,0.0093,0.7830,1.2058,
W-ALL,short,49,E16.01,,0.0092,0.7922,1.1894,
W-ALL,short,50,B-P3.05,,0.0089,0.8011,1.1559,
W-ALL,short,51,G06.1,,0.0088,0.8099,1.1472,
W-ALL,short,52,C.07,,0.0087,0.8186,1.1347,
W-ALL,short,53,C.01,,0.0086,0.8272,1.1159,
W-ALL,short,54,B-P2.03,,0.0080,0.8352,1.0395,
W-ALL,short,55,B-P4.02,,0.0078,0.8430,1.0165,
W-ALL,short,56,C.06,,0.0078,0.8508,1.0142,
W-ALL,short,57,B-P3.04,,0.0074,0.8583,0.9657,
W-ALL,short,58,E24.01,,0.0073,0.8656,0.9521,
W-ALL,short,59,B-P2.11,,0.0072,0.8728,0.9385,
W-ALL,short,60,E17.01,,0.0071,0.8799,0.9274,
W-ALL,short,61,B-P2.08,,0.0071,0.8870,0.9189,
W-ALL,short,62,B-P1.08,,0.0068,0.8938,0.8822,
W-ALL,short,63,B-S.06,,0.0067,0.9005,0.8712,
W-ALL,short,64,E13.01,,0.0065,0.9070,0.8400,
W-ALL,short,65,B-P3.01,,0.0063,0.9133,0.8240,
W-ALL,short,66,B-P3.02,,0.0062,0.9195,0.8065,
W-ALL,short,67,B-P3.10,,0.0061,0.9256,0.7949,
W-ALL,short,68,B-P2.09,,0.0057,0.9313,0.7415,
W-ALL,short,69,E15.01,,0.0057,0.9370,0.7366,
W-ALL,short,70,B-P1.07,,0.0057,0.9427,0.7366,
W-ALL,short,71,E14.01,,0.0055,0.9482,0.7180,
W-ALL,short,72,B-P1.09,,0.0055,0.9537,0.7137,
W-ALL,short,73,C.12,,0.0052,0.9589,0.6779,
W-ALL,short,74,C.11,,0.0050,0.9639,0.6451,
W-ALL,short,75,B-P2.07,,0.0049,0.9687,0.6318,
W-ALL,short,76,E07.01,,0.0044,0.9732,0.5783,
W-ALL,short,77,E10.01,,0.0034,0.9766,0.4422,
W-ALL,short,78,B-P3.09,,0.0033,0.9799,0.4339,
W-ALL,short,79,B-P1.10,,0.0031,0.9831,0.4076,
W-ALL,short,80,B-P2.10,,0.0029,0.9859,0.3737,
W-ALL,short,81,E23.01,,0.0027,0.9886,0.3450,
W-ALL,short,82,B-P1.03,,0.0026,0.9912,0.3407,
W-ALL,short,83,C.10,,0.0025,0.9937,0.3271,
W-ALL,short,84,G04.1,,0.0024,0.9961,0.3116,
W-ALL,short,85,B-P4.10,,0.0017,0.9978,0.2204,
W-ALL,short,86,B-P3.08,,0.0011,0.9989,0.1455,
W-ALL,short,87,B-P1.11,,0.0006,0.9995,0.0750,
W-ALL,short,88,B-P1.05,,0.0005,1.0000,0.0626,
W-STAT,long,1,E51.01,,0.0447,0.0447,5.5503,
W-STAT,long,2,E50.01,,0.0376,0.0822,4.6658,
W-STAT,long,3,E52.01,,0.0373,0.1196,4.6378,
W-STAT,long,4,E03.01,,0.0310,0.1506,3.8527,
W-STAT,long,5,E42.01,,0.0299,0.1805,3.7180,
W-STAT,long,6,E05.01,,0.0299,0.2104,3.7098,
W-STAT,long,7,E20.01,,0.0248,0.2351,3.0770,
W-STAT,long,8,B-S.14,,0.0244,0.2595,3.0271,
W-STAT,long,9,E25.01,,0.0217,0.2812,2.6985,
W-STAT,long,10,C.02,,0.0216,0.3028,2.6797,
W-STAT,long,11,C.03,,0.0205,0.3233,2.5486,
W-STAT,long,12,E12.01,,0.0202,0.3435,2.5134,
W-STAT,long,13,B-S.07,,0.0195,0.3631,2.4260,
W-STAT,long,14,E08.01,,0.0195,0.3825,2.4197,
W-STAT,long,15,C.05,,0.0176,0.4001,2.1847,
W-STAT,long,16,B-P2.06,,0.0165,0.4166,2.0475,
W-STAT,long,17,E28.01,,0.0151,0.4317,1.8728,
W-STAT,long,18,E43.01,,0.0143,0.4460,1.7756,
W-STAT,long,19,B-P2.02,,0.0141,0.4601,1.7563,
W-STAT,long,20,B-P4.01,,0.0140,0.4741,1.7371,
W-STAT,long,21,B-P4.05,,0.0140,0.4881,1.7371,
W-STAT,long,22,B-P2.01,,0.0138,0.5018,1.7085,
W-STAT,long,23,B-S.09,,0.0136,0.5154,1.6882,
W-STAT,long,24,B-P1.06,,0.0131,0.5285,1.6217,
W-STAT,long,25,B-P4.09,,0.0130,0.5415,1.6206,
W-STAT,long,26,B-S.06,,0.0130,0.5545,1.6113,
W-STAT,long,27,C.10,,0.0129,0.5674,1.6016,
W-STAT,long,28,B-P3.03,,0.0126,0.5800,1.5629,
W-STAT,long,29,B-P1.01,,0.0126,0.5925,1.5624,
W-STAT,long,30,B-P1.02,,0.0124,0.6050,1.5437,
W-STAT,long,31,B-P1.04,,0.0119,0.6169,1.4782,
W-STAT,long,32,B-P1.08,,0.0118,0.6287,1.4699,
W-STAT,long,33,B-P3.04,,0.0118,0.6405,1.4657,
W-STAT,long,34,B-P1.07,,0.0114,0.6519,1.4173,
W-STAT,long,35,E19.01,,0.0114,0.6633,1.4168,
W-STAT,long,36,B-P2.05,,0.0111,0.6744,1.3783,
W-STAT,long,37,E13.01,,0.0109,0.6853,1.3591,
W-STAT,long,38,B-P3.01,,0.0107,0.6960,1.3300,
W-STAT,long,39,B-P3.02,,0.0106,0.7067,1.3196,
W-STAT,long,40,E21.01,,0.0105,0.7172,1.3088,
W-STAT,long,41,B-P3.05,,0.0105,0.7277,1.3004,
W-STAT,long,42,E06.01,,0.0103,0.7380,1.2795,
W-STAT,long,43,C.01,,0.0103,0.7482,1.2780,
W-STAT,long,44,C.06,,0.0095,0.7577,1.1753,
W-STAT,long,45,B-P2.08,,0.0095,0.7672,1.1740,
W-STAT,long,46,E16.01,,0.0091,0.7762,1.1257,
W-STAT,long,47,B-S.08,,0.0090,0.7852,1.1163,
W-STAT,long,48,B-P1.03,,0.0088,0.7940,1.0965,
W-STAT,long,49,B-P2.04,,0.0087,0.8028,1.0833,
W-STAT,long,50,E18.01,,0.0083,0.8110,1.0284,
W-STAT,long,51,C.04,,0.0081,0.8191,1.0053,
W-STAT,long,52,E17.01,,0.0080,0.8272,0.9998,
W-STAT,long,53,E23.01,,0.0079,0.8351,0.9801,
W-STAT,long,54,G06.1,,0.0078,0.8429,0.9707,
W-STAT,long,55,B-S.05,,0.0078,0.8507,0.9707,
W-STAT,long,56,B-P3.10,,0.0077,0.8583,0.9515,
W-STAT,long,57,G04.1,,0.0073,0.8657,0.9118,
W-STAT,long,58,C.11,,0.0073,0.8730,0.9046,
W-STAT,long,59,C.07,,0.0073,0.8802,0.9030,
W-STAT,long,60,E24.01,,0.0072,0.8874,0.8927,
W-STAT,long,61,E10.01,,0.0070,0.8944,0.8698,
W-STAT,long,62,B-P2.03,,0.0069,0.9013,0.8537,
W-STAT,long,63,G03.1,,0.0067,0.9080,0.8350,
W-STAT,long,64,E14.01,,0.0066,0.9146,0.8200,
W-STAT,long,65,C.09,,0.0065,0.9211,0.8059,
W-STAT,long,66,B-P1.10,,0.0064,0.9275,0.7981,
W-STAT,long,67,E07.01,,0.0063,0.9338,0.7799,
W-STAT,long,68,B-P2.07,,0.0059,0.9397,0.7373,
W-STAT,long,69,C.12,,0.0058,0.9455,0.7167,
W-STAT,long,70,B-P3.07,,0.0056,0.9511,0.6939,
W-STAT,long,71,B-P2.11,,0.0052,0.9563,0.6479,
W-STAT,long,72,B-P1.09,,0.0051,0.9614,0.6365,
W-STAT,long,73,B-P3.06,,0.0050,0.9664,0.6208,
W-STAT,long,74,E22.01,,0.0046,0.9710,0.5724,
W-STAT,long,75,E15.01,,0.0045,0.9756,0.5631,
W-STAT,long,76,B-P4.02,,0.0045,0.9801,0.5589,
W-STAT,long,77,C.08,,0.0042,0.9843,0.5203,
W-STAT,long,78,B-P1.05,,0.0029,0.9871,0.3593,
W-STAT,long,79,B-P4.10,,0.0029,0.9900,0.3551,
W-STAT,long,80,B-P2.09,,0.0028,0.9928,0.3485,
W-STAT,long,81,B-P3.09,,0.0025,0.9954,0.3167,
W-STAT,long,82,B-P1.11,,0.0022,0.9976,0.2780,
W-STAT,long,83,B-P2.10,,0.0015,0.9991,0.1841,
W-STAT,long,84,B-P3.08,,0.0009,1.0000,0.1145,
W-STAT,short,1,E51.01,,0.0548,0.0548,6.3478,
W-STAT,short,2,E03.01,,0.0306,0.0854,3.5435,
W-STAT,short,3,E20.01,,0.0303,0.1157,3.5027,
W-STAT,short,4,E50.01,,0.0281,0.1438,3.2567,
W-STAT,short,5,E52.01,,0.0237,0.1675,2.7483,
W-STAT,short,6,B-S.07,,0.0236,0.1911,2.7282,
W-STAT,short,7,B-S.14,,0.0234,0.2145,2.7122,
W-STAT,short,8,E12.01,,0.0209,0.2354,2.4210,
W-STAT,short,9,E05.01,,0.0205,0.2560,2.3752,
W-STAT,short,10,E42.01,,0.0203,0.2763,2.3516,
W-STAT,short,11,C.02,,0.0201,0.2964,2.3264,
W-STAT,short,12,B-P2.05,,0.0194,0.3158,2.2463,
W-STAT,short,13,C.03,,0.0191,0.3349,2.2156,
W-STAT,short,14,E25.01,,0.0187,0.3536,2.1633,
W-STAT,short,15,C.05,,0.0181,0.3717,2.0934,
W-STAT,short,16,E08.01,,0.0170,0.3887,1.9733,
W-STAT,short,17,C.08,,0.0162,0.4049,1.8713,
W-STAT,short,18,B-P3.06,,0.0158,0.4206,1.8256,
W-STAT,short,19,B-S.08,,0.0158,0.4364,1.8256,
W-STAT,short,20,E19.01,,0.0150,0.4514,1.7383,
W-STAT,short,21,E28.01,,0.0148,0.4662,1.7091,
W-STAT,short,22,E43.01,,0.0148,0.4809,1.7091,
W-STAT,short,23,B-P4.01,,0.0145,0.4955,1.6844,
W-STAT,short,24,E06.01,,0.0145,0.5100,1.6794,
W-STAT,short,25,B-S.05,,0.0144,0.5244,1.6684,
W-STAT,short,26,B-P4.05,,0.0143,0.5387,1.6553,
W-STAT,short,27,B-S.09,,0.0140,0.5527,1.6218,
W-STAT,short,28,B-P2.06,,0.0140,0.5667,1.6174,
W-STAT,short,29,B-P4.09,,0.0133,0.5800,1.5388,
W-STAT,short,30,E18.01,,0.0130,0.5930,1.5053,
W-STAT,short,31,B-P1.01,,0.0129,0.6058,1.4879,
W-STAT,short,32,B-P2.02,,0.0127,0.6185,1.4718,
W-STAT,short,33,B-P1.02,,0.0126,0.6312,1.4645,
W-STAT,short,34,B-P2.01,,0.0126,0.6438,1.4602,
W-STAT,short,35,B-P1.04,,0.0124,0.6562,1.4318,
W-STAT,short,36,G03.1,,0.0121,0.6683,1.4063,
W-STAT,short,37,C.04,,0.0120,0.6803,1.3836,
W-STAT,short,38,B-P2.04,,0.0113,0.6915,1.3042,
W-STAT,short,39,B-P1.06,,0.0113,0.7028,1.3029,
W-STAT,short,40,B-P3.07,,0.0110,0.7138,1.2778,
W-STAT,short,41,C.09,,0.0109,0.7247,1.2607,
W-STAT,short,42,B-P3.03,,0.0109,0.7355,1.2564,
W-STAT,short,43,E22.01,,0.0105,0.7460,1.2142,
W-STAT,short,44,E21.01,,0.0104,0.7564,1.2058,
W-STAT,short,45,E16.01,,0.0103,0.7667,1.1894,
W-STAT,short,46,B-P3.05,,0.0100,0.7767,1.1559,
W-STAT,short,47,G06.1,,0.0099,0.7866,1.1472,
W-STAT,short,48,C.07,,0.0098,0.7964,1.1347,
W-STAT,short,49,C.01,,0.0096,0.8060,1.1159,
W-STAT,short,50,B-P2.03,,0.0090,0.8150,1.0395,
W-STAT,short,51,B-P4.02,,0.0088,0.8238,1.0165,
W-STAT,short,52,C.06,,0.0088,0.8326,1.0142,
W-STAT,short,53,B-P3.04,,0.0083,0.8409,0.9657,
W-STAT,short,54,E24.01,,0.0082,0.8491,0.9521,
W-STAT,short,55,B-P2.11,,0.0081,0.8572,0.9385,
W-STAT,short,56,E17.01,,0.0080,0.8652,0.9274,
W-STAT,short,57,B-P2.08,,0.0079,0.8732,0.9189,
W-STAT,short,58,B-P1.08,,0.0076,0.8808,0.8822,
W-STAT,short,59,B-S.06,,0.0075,0.8883,0.8712,
W-STAT,short,60,E13.01,,0.0073,0.8956,0.8400,
W-STAT,short,61,B-P3.01,,0.0071,0.9027,0.8240,
W-STAT,short,62,B-P3.02,,0.0070,0.9097,0.8065,
W-STAT,short,63,B-P3.10,,0.0069,0.9165,0.7949,
W-STAT,short,64,B-P2.09,,0.0064,0.9229,0.7415,
W-STAT,short,65,E15.01,,0.0064,0.9293,0.7366,
W-STAT,short,66,B-P1.07,,0.0064,0.9357,0.7366,
W-STAT,short,67,E14.01,,0.0062,0.9419,0.7180,
W-STAT,short,68,B-P1.09,,0.0062,0.9480,0.7137,
W-STAT,short,69,C.12,,0.0059,0.9539,0.6779,
W-STAT,short,70,C.11,,0.0056,0.9594,0.6451,
W-STAT,short,71,B-P2.07,,0.0055,0.9649,0.6318,
W-STAT,short,72,E07.01,,0.0050,0.9699,0.5783,
W-STAT,short,73,E10.01,,0.0038,0.9737,0.4422,
W-STAT,short,74,B-P3.09,,0.0037,0.9775,0.4339,
W-STAT,short,75,B-P1.10,,0.0035,0.9810,0.4076,
W-STAT,short,76,B-P2.10,,0.0032,0.9842,0.3737,
W-STAT,short,77,E23.01,,0.0030,0.9872,0.3450,
W-STAT,short,78,B-P1.03,,0.0029,0.9901,0.3407,
W-STAT,short,79,C.10,,0.0028,0.9930,0.3271,
W-STAT,short,80,G04.1,,0.0027,0.9957,0.3116,
W-STAT,short,81,B-P4.10,,0.0019,0.9976,0.2204,
W-STAT,short,82,B-P3.08,,0.0013,0.9988,0.1455,
W-STAT,short,83,B-P1.11,,0.0006,0.9995,0.0750,
W-STAT,short,84,B-P1.05,,0.0005,1.0000,0.0626,
