# SEL-k=11 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-STAT,long,23,B-S.06,,0.0149,0.5088,2.2227,
W-STAT,long,24,B-P2.02,,0.0143,0.5231,2.1349,
W-STAT,long,25,B-P2.01,,0.0142,0.5373,2.1161,
W-STAT,long,26,C.11,,0.0141,0.5514,2.1001,
W-STAT,long,27,B-P1.10,,0.0135,0.5648,2.0055,
W-STAT,long,28,B-P2.04,,0.0126,0.5774,1.8805,
W-STAT,long,29,E28.01,,0.0126,0.5900,1.8728,
W-STAT,long,30,B-S.08,,0.0124,0.6024,1.8437,
W-STAT,long,31,E43.01,,0.0119,0.6143,1.7756,
W-STAT,long,32,B-P4.10,,0.0119,0.6261,1.7683,
W-STAT,long,33,B-P4.01,,0.0118,0.6379,1.7563,
W-STAT,long,34,B-P4.05,,0.0115,0.6494,1.7080,
W-STAT,long,35,B-P1.05,,0.0114,0.6608,1.7064,
W-STAT,long,36,B-P3.02,,0.0114,0.6722,1.6981,
W-STAT,long,37,B-P4.09,,0.0113,0.6835,1.6857,
W-STAT,long,38,B-P3.04,,0.0113,0.6948,1.6799,
W-STAT,long,39,B-P3.01,,0.0113,0.7061,1.6794,
W-STAT,long,40,B-P1.08,,0.0112,0.7173,1.6690,
W-STAT,long,41,C.07,,0.0106,0.7279,1.5867,
W-STAT,long,42,C.08,,0.0106,0.7385,1.5833,
W-STAT,long,43,B-P3.06,,0.0102,0.7487,1.5234,
W-STAT,long,44,B-P3.09,,0.0102,0.7589,1.5178,
W-STAT,long,45,B-P2.06,,0.0100,0.7689,1.4943,
W-STAT,long,46,E19.01,,0.0095,0.7784,1.4168,
W-STAT,long,47,C.03,,0.0093,0.7878,1.3887,
W-STAT,long,48,E13.01,,0.0091,0.7969,1.3591,
W-STAT,long,49,B-P2.08,,0.0089,0.8058,1.3295,
W-STAT,long,50,C.12,,0.0088,0.8146,1.3152,
W-STAT,long,51,E21.01,,0.0088,0.8234,1.3088,
W-STAT,long,52,E06.01,,0.0086,0.8320,1.2795,
W-STAT,long,53,B-S.05,,0.0084,0.8404,1.2525,
W-STAT,long,54,B-P2.05,,0.0083,0.8487,1.2328,
W-STAT,long,55,B-P3.07,,0.0078,0.8565,1.1694,
W-STAT,long,56,B-P1.07,,0.0076,0.8641,1.1360,
W-STAT,long,57,E16.01,,0.0076,0.8717,1.1257,
W-STAT,long,58,E18.01,,0.0069,0.8786,1.0284,
W-STAT,long,59,C.09,,0.0068,0.8853,1.0097,
W-STAT,long,60,E17.01,,0.0067,0.8920,0.9998,
W-STAT,long,61,E23.01,,0.0066,0.8986,0.9801,
W-STAT,long,62,G06.1,,0.0065,0.9051,0.9707,
W-STAT,long,63,B-P3.10,,0.0064,0.9115,0.9515,
W-STAT,long,64,G04.1,,0.0061,0.9176,0.9118,
W-STAT,long,65,B-P3.05,,0.0060,0.9236,0.8932,
W-STAT,long,66,E24.01,,0.0060,0.9296,0.8927,
W-STAT,long,67,E10.01,,0.0058,0.9354,0.8698,
W-STAT,long,68,G03.1,,0.0056,0.9410,0.8350,
W-STAT,long,69,E14.01,,0.0055,0.9465,0.8200,
W-STAT,long,70,B-P3.03,,0.0055,0.9520,0.8147,
W-STAT,long,71,B-P2.09,,0.0053,0.9574,0.7970,
W-STAT,long,72,E07.01,,0.0052,0.9626,0.7799,
W-STAT,long,73,B-P1.04,,0.0049,0.9675,0.7305,
W-STAT,long,74,B-P2.11,,0.0043,0.9718,0.6479,
W-STAT,long,75,C.01,,0.0039,0.9757,0.5837,
W-STAT,long,76,B-P2.10,,0.0039,0.9797,0.5815,
W-STAT,long,77,B-P2.03,,0.0038,0.9835,0.5730,
W-STAT,long,78,E22.01,,0.0038,0.9873,0.5724,
W-STAT,long,79,E15.01,,0.0038,0.9911,0.5631,
W-STAT,long,80,B-P4.02,,0.0028,0.9939,0.4161,
W-STAT,long,81,B-P1.09,,0.0021,0.9960,0.3195,
W-STAT,long,82,B-P3.08,,0.0019,0.9980,0.2889,
W-STAT,long,83,B-P1.11,,0.0019,0.9998,0.2780,
W-STAT,long,84,C.04,,0.0002,1.0000,0.0228,
W-STAT,short,1,E51.01,,0.0484,0.0484,6.3478,
W-STAT,short,2,C.08,,0.0297,0.0781,3.9017,
W-STAT,short,3,E03.01,,0.0270,0.1051,3.5435,
W-STAT,short,4,E20.01,,0.0267,0.1318,3.5027,
W-STAT,short,5,E50.01,,0.0248,0.1566,3.2567,
W-STAT,short,6,C.05,,0.0238,0.1804,3.1242,
W-STAT,short,7,B-S.09,,0.0226,0.2030,2.9611,
W-STAT,short,8,B-S.07,,0.0220,0.2250,2.8855,
W-STAT,short,9,B-P1.06,,0.0210,0.2460,2.7587,
W-STAT,short,10,E52.01,,0.0209,0.2670,2.7483,
W-STAT,short,11,E12.01,,0.0185,0.2854,2.4210,
W-STAT,short,12,E05.01,,0.0181,0.3035,2.3752,
W-STAT,short,13,E42.01,,0.0179,0.3214,2.3516,
W-STAT,short,14,B-S.08,,0.0177,0.3391,2.3206,
W-STAT,short,15,C.02,,0.0173,0.3565,2.2754,
W-STAT,short,16,B-P4.01,,0.0170,0.3735,2.2332,
W-STAT,short,17,B-S.14,,0.0168,0.3903,2.2055,
W-STAT,short,18,E25.01,,0.0165,0.4068,2.1633,
W-STAT,short,19,B-P1.03,,0.0160,0.4228,2.0993,
W-STAT,short,20,B-P2.02,,0.0159,0.4387,2.0877,
W-STAT,short,21,B-P3.07,,0.0159,0.4545,2.0811,
W-STAT,short,22,B-P2.01,,0.0158,0.4704,2.0760,
W-STAT,short,23,B-P4.05,,0.0157,0.4860,2.0585,
W-STAT,short,24,B-P2.05,,0.0156,0.5016,2.0425,
W-STAT,short,25,E08.01,,0.0150,0.5167,1.9733,
W-STAT,short,26,C.03,,0.0150,0.5317,1.9726,
W-STAT,short,27,B-S.06,,0.0148,0.5465,1.9421,
W-STAT,short,28,C.06,,0.0147,0.5612,1.9304,
W-STAT,short,29,B-P1.05,,0.0145,0.5757,1.9012,
W-STAT,short,30,B-P3.06,,0.0141,0.5898,1.8547,
W-STAT,short,31,B-P2.06,,0.0137,0.6035,1.7965,
W-STAT,short,32,B-P2.07,,0.0135,0.6170,1.7674,
W-STAT,short,33,B-P4.09,,0.0134,0.6304,1.7558,
W-STAT,short,34,E19.01,,0.0132,0.6436,1.7383,
W-STAT,short,35,E28.01,,0.0130,0.6566,1.7091,
W-STAT,short,36,E43.01,,0.0130,0.6697,1.7091,
W-STAT,short,37,E06.01,,0.0128,0.6825,1.6794,
W-STAT,short,38,B-P2.08,,0.0123,0.6947,1.6101,
W-STAT,short,39,E18.01,,0.0115,0.7062,1.5053,
W-STAT,short,40,B-P1.02,,0.0115,0.7177,1.5038,
W-STAT,short,41,C.10,,0.0113,0.7290,1.4893,
W-STAT,short,42,B-P1.01,,0.0113,0.7403,1.4806,
W-STAT,short,43,B-P3.02,,0.0110,0.7513,1.4471,
W-STAT,short,44,B-P3.01,,0.0109,0.7623,1.4354,
W-STAT,short,45,G03.1,,0.0107,0.7730,1.4063,
W-STAT,short,46,B-P3.04,,0.0106,0.7836,1.3907,
W-STAT,short,47,B-P1.10,,0.0106,0.7942,1.3896,
W-STAT,short,48,C.12,,0.0103,0.8045,1.3556,
W-STAT,short,49,B-P4.02,,0.0097,0.8142,1.2731,
W-STAT,short,50,E22.01,,0.0093,0.8235,1.2142,
W-STAT,short,51,E21.01,,0.0092,0.8326,1.2058,
W-STAT,short,52,E16.01,,0.0091,0.8417,1.1894,
W-STAT,short,53,B-P2.04,,0.0090,0.8507,1.1777,
W-STAT,short,54,G06.1,,0.0087,0.8594,1.1472,
W-STAT,short,55,B-S.05,,0.0083,0.8677,1.0860,
W-STAT,short,56,B-P4.10,,0.0081,0.8758,1.0569,
W-STAT,short,57,C.11,,0.0075,0.8832,0.9827,
W-STAT,short,58,E24.01,,0.0073,0.8905,0.9521,
W-STAT,short,59,B-P2.11,,0.0072,0.8977,0.9385,
W-STAT,short,60,E17.01,,0.0071,0.9047,0.9274,
W-STAT,short,61,B-P1.08,,0.0066,0.9113,0.8648,
W-STAT,short,62,B-P3.05,,0.0065,0.9178,0.8487,
W-STAT,short,63,E13.01,,0.0064,0.9242,0.8400,
W-STAT,short,64,C.07,,0.0063,0.9305,0.8313,
W-STAT,short,65,C.01,,0.0062,0.9367,0.8081,
W-STAT,short,66,B-P3.10,,0.0061,0.9427,0.7949,
W-STAT,short,67,B-P3.03,,0.0059,0.9487,0.7774,
W-STAT,short,68,C.09,,0.0058,0.9545,0.7614,
W-STAT,short,69,E15.01,,0.0056,0.9601,0.7366,
W-STAT,short,70,E14.01,,0.0055,0.9655,0.7180,
W-STAT,short,71,E07.01,,0.0044,0.9700,0.5783,
W-STAT,short,72,B-P2.03,,0.0044,0.9743,0.5736,
W-STAT,short,73,B-P1.07,,0.0041,0.9785,0.5445,
W-STAT,short,74,E10.01,,0.0034,0.9818,0.4422,
W-STAT,short,75,B-P3.09,,0.0029,0.9847,0.3767,
W-STAT,short,76,B-P2.09,,0.0027,0.9874,0.3592,
W-STAT,short,77,E23.01,,0.0026,0.9901,0.3450,
W-STAT,short,78,C.04,,0.0024,0.9925,0.3201,
W-STAT,short,79,G04.1,,0.0024,0.9949,0.3116,
W-STAT,short,80,B-P1.09,,0.0023,0.9972,0.3063,
W-STAT,short,81,B-P3.08,,0.0011,0.9984,0.1497,
W-STAT,short,82,B-P2.10,,0.0010,0.9994,0.1358,
W-STAT,short,83,B-P1.11,,0.0006,1.0000,0.0750,
W-STAT,short,84,B-P1.04,,0.0000,1.0000,0.0033,
