# PHASE-1 liquidity sweeps (offline, merged 1m snapshots). Tier-A = structure + forced-flow (clS/clL z>=2 & OI<0) + vacuum (<10%% beyond level). Tier-B = structure + exactly one. side_label = harvest intent (upside sweep -> S, downside -> B). No outcome study.
ts,bucket_id,side_label,swept_level,wick_extent,wick_pct,forced_z,oi_delta,vacuum_frac,tier,forced,vacuum
1782988549.565,19359,S,80.58,0.04,0.0496,2.11,-1402.0,0.2014,B,1,0
1782988577.754,19365,S,80.7,0.04,0.0496,2.74,-3373.0,0.2296,B,1,0
1782988622.576,19368,S,80.58,0.02,0.0248,-0.47,982.1,0.0652,B,0,1
1782988642.622,19372,S,80.78,0.01,0.0124,-0.2,-181.1,0.0732,B,0,1
1782988794.951,19393,S,80.86,0.01,0.0124,2.41,-3092.1,0.0362,A,1,1
1782989259.557,19467,S,80.93,0.04,0.0494,5.7,-4452.6,0.5521,B,1,0
1782989381.422,19489,S,81.33,0.02,0.0246,-0.44,5995.9,0.0494,B,0,1
1782989386.741,19490,S,81.33,0.01,0.0123,1.19,-873.4,0.0059,B,0,1
1782989444.185,19498,S,81.33,0.04,0.0492,2.89,-1041.5,0.3206,B,1,0
1782989458.225,19500,S,81.38,0.01,0.0123,-0.42,0.0,0.0093,B,0,1
1782989942.966,19568,S,81.89,0.02,0.0244,-0.62,3367.2,0.0371,B,0,1
1782990028.491,19591,S,81.98,0.01,0.0122,0.38,-1229.5,0.0099,B,0,1
1782990107.542,19598,S,81.89,0.01,0.0122,1.17,1986.5,0.0009,B,0,1
1782990679.007,19638,S,82.22,0.01,0.0122,-0.59,0.0,0.0166,B,0,1
1782990798.08,19664,S,82.59,0.01,0.0121,0.03,716.2,0.0656,B,0,1
1782991470.488,19717,B,82.4,0.01,0.0121,-0.54,1899.3,0.0133,B,0,1
1782991507.865,19724,S,82.66,0.03,0.0363,4.34,-986.1,0.0489,A,1,1
1782991565.753,19728,S,82.66,0.03,0.0363,-0.52,178.1,0.0972,B,0,1
1782991651.702,19738,S,82.66,0.05,0.0605,2.28,-3190.8,0.2617,B,1,0
1782991674.168,19740,S,82.59,0.02,0.0242,5.66,-11456.7,0.0908,A,1,1
1782991702.491,19743,B,82.4,0.01,0.0121,1.92,-6039.9,0.0063,B,0,1
1782991729.682,19747,S,82.31,0.01,0.0121,-0.71,0.0,0.0505,B,0,1
1782991799.462,19751,B,82.44,0.01,0.0121,-0.58,0.0,0.0004,B,0,1
1782991865.204,19758,S,82.66,0.04,0.0484,-0.61,2970.5,0.0707,B,0,1
1782991908.192,19760,S,82.66,0.03,0.0363,-0.7,1834.6,0.0571,B,0,1
1782992376.806,19778,B,82.24,0.01,0.0122,-0.52,1403.3,0.0068,B,0,1
1782992449.588,19780,S,82.31,0.02,0.0243,-0.48,2048.2,0.0735,B,0,1
1782992470.916,19781,B,82.24,0.01,0.0122,1.16,-4047.2,0.0195,B,0,1
1782992635.009,19786,S,82.53,0.02,0.0242,3.28,-10515.9,0.2487,B,1,0
1782992635.009,19786,B,82.44,0.02,0.0243,3.75,-10515.9,0.023,A,1,1
1782992768.026,19789,S,82.53,0.01,0.0121,-0.64,3844.2,0.0051,B,0,1
1782992797.25,19790,S,82.53,0.03,0.0364,-0.63,4963.8,0.0615,B,0,1
1782992797.25,19790,B,82.44,0.02,0.0243,-0.64,4963.8,0.0806,B,0,1
1782993465.547,19819,B,82.16,0.01,0.0122,0.19,-1459.2,0.0509,B,0,1
1782994012.179,19835,B,82.25,0.01,0.0122,-0.07,2958.4,0.0222,B,0,1
1782994161.035,19837,S,82.41,0.01,0.0121,1.57,-3072.3,0.0002,B,0,1
1782994261.903,19840,B,82.25,0.02,0.0243,2.84,-2106.4,0.1564,B,1,0
1782994278.597,19841,B,82.16,0.01,0.0122,-0.49,2233.2,0.0055,B,0,1
1782994423.594,19845,B,82.16,0.02,0.0243,-0.65,0.0,0.0482,B,0,1
1782994690.661,19854,B,81.96,0.02,0.0244,-0.12,-2258.3,0.094,B,0,1
1782994760.81,19857,B,81.96,0.01,0.0122,0.52,292.2,0.0207,B,0,1
1782995380.305,19881,B,82.13,0.03,0.0365,3.18,-19586.3,0.1622,B,1,0
1782995402.877,19885,S,82.41,0.02,0.0243,5.67,-23692.1,0.0193,A,1,1
1782995404.982,19886,S,82.39,0.02,0.0243,3.26,-27120.7,0.0329,A,1,1
1782995412.578,19892,B,81.96,0.01,0.0122,-1.0,0.0,0.0075,B,0,1
1782995430.725,19895,B,81.96,0.11,0.1342,2.24,-16925.8,0.7361,B,1,0
1782996392.021,19943,B,81.18,0.02,0.0246,-0.27,-5113.7,0.0264,B,0,1
1782996673.352,19949,B,81.41,0.02,0.0246,0.08,-3640.1,0.0823,B,0,1
1782996865.384,19952,S,81.43,0.03,0.0368,-0.54,-2210.6,0.078,B,0,1
1782996893.985,19953,S,81.43,0.01,0.0123,-0.12,-1476.7,0.013,B,0,1
1782996923.384,19954,S,81.43,0.01,0.0123,0.16,-4000.9,0.0489,B,0,1
1782997092.665,19958,B,81.22,0.02,0.0246,-1.43,3696.7,0.0792,B,0,1
1782997402.431,19962,B,81.22,0.02,0.0246,-0.69,-321.1,0.0578,B,0,1
1782997755.165,19973,B,81.41,0.05,0.0614,2.44,-9611.4,0.4024,B,1,0
1782998136.081,19982,B,81.41,0.02,0.0246,-0.06,-3503.6,0.034,B,0,1
1782998297.927,19986,B,81.22,0.09,0.1108,2.13,-12373.3,0.5347,B,1,0
1782998457.66,19989,B,81.22,0.02,0.0246,-0.58,-362.5,0.0355,B,0,1
1782999234.066,20017,B,81.22,0.04,0.0492,-0.59,1002.2,0.0536,B,0,1
1782999587.582,20028,S,81.64,0.02,0.0245,1.07,643.7,0.0217,B,0,1
1782999731.104,20031,S,81.65,0.03,0.0367,0.1,-735.6,0.0786,B,0,1
1783000440.145,20041,S,81.64,0.02,0.0245,0.04,-2735.8,0.0439,B,0,1
1783002993.968,20079,B,80.38,0.01,0.0124,-0.81,4238.3,0.0431,B,0,1
1783005911.045,20122,S,80.63,0.05,0.062,4.21,-10521.0,0.3572,B,1,0
1783006748.935,20129,S,80.63,0.01,0.0124,-0.53,3479.3,0.0009,B,0,1
1783009094.686,20147,S,80.83,0.02,0.0247,-0.97,2222.0,0.0363,B,0,1
1783009723.754,20155,B,80.37,0.05,0.0622,2.46,-10639.7,0.2116,B,1,0
1783009760.778,20156,B,80.37,0.01,0.0124,-0.08,-5557.2,0.0,B,0,1
1783011342.112,20186,S,80.67,0.02,0.0248,0.13,-276.3,0.0367,B,0,1
1783011456.279,20187,S,80.63,0.02,0.0248,-0.44,747.9,0.0956,B,0,1
1783013879.705,20221,S,80.72,0.02,0.0248,-1.11,-576.5,0.0221,B,0,1
1783014222.645,20223,S,80.88,0.02,0.0247,0.04,-2805.7,0.0614,B,0,1
1783014460.837,20224,S,80.88,0.01,0.0124,-0.14,-1560.2,0.0007,B,0,1
1783014588.656,20225,S,80.72,0.06,0.0743,-0.94,-51.6,0.0936,B,0,1
1783014709.794,20226,S,80.72,0.01,0.0124,0.78,-3904.2,0.0,B,0,1
1783016052.224,20235,S,81.07,0.02,0.0247,-0.01,1849.6,0.037,B,0,1
1783016914.609,20240,S,80.88,0.01,0.0124,0.11,-5886.1,0.0005,B,0,1
1783016940.051,20241,S,80.88,0.02,0.0247,-0.82,-2709.8,0.0866,B,0,1
1783019632.229,20283,S,81.07,0.01,0.0123,-0.16,-1389.3,0.0027,B,0,1
1783019674.299,20284,S,81.07,0.01,0.0123,-0.63,-2265.7,0.0521,B,0,1
1783019850.613,20287,B,80.87,0.01,0.0124,-0.8,4709.1,0.0279,B,0,1
1783020405.183,20292,B,80.8,0.01,0.0124,-0.67,-1269.8,0.0029,B,0,1
1783020466.72,20293,S,80.88,0.01,0.0124,1.38,-4413.9,0.0,B,0,1
1783021028.17,20299,B,80.87,0.01,0.0124,-0.96,-954.7,0.0,B,0,1
1783021119.321,20300,B,80.87,0.01,0.0124,-0.76,1109.1,0.0074,B,0,1
1783021261.448,20301,S,80.95,0.02,0.0247,0.93,-3432.7,0.0973,B,0,1
1783021261.448,20301,B,80.87,0.01,0.0124,0.19,-3432.7,0.0011,B,0,1
1783021932.39,20308,S,81.22,0.01,0.0123,-0.09,-3326.2,0.0058,B,0,1
1783022026.992,20309,S,81.07,0.05,0.0617,1.14,-3961.7,0.0973,B,0,1
1783022395.149,20315,B,80.8,0.01,0.0124,-1.03,1486.4,0.0,B,0,1
1783023436.814,20327,B,80.76,0.01,0.0124,-0.57,-766.0,0.0007,B,0,1
1783025358.179,20338,B,80.76,0.01,0.0124,-0.71,782.1,0.0025,B,0,1
1783025836.786,20345,S,81.07,0.01,0.0123,-1.2,0.3,0.0035,B,0,1
1783026551.355,20353,S,80.95,0.01,0.0124,2.15,-3663.0,0.3216,B,1,0
1783027953.801,20368,B,80.76,0.01,0.0124,-0.83,0.0,0.0482,B,0,1
1783028071.79,20370,B,80.76,0.01,0.0124,0.49,-247.8,0.0866,B,0,1
1783028755.075,20381,B,80.56,0.01,0.0124,0.24,-2119.2,0.0656,B,0,1
1783030771.307,20421,B,80.56,0.03,0.0372,-0.85,891.6,0.0366,B,0,1
1783031456.571,20430,B,80.56,0.01,0.0124,-0.83,1214.4,0.0018,B,0,1
1783031536.915,20431,S,80.65,0.01,0.0124,0.08,-233.3,0.0099,B,0,1
1783031978.228,20440,S,80.65,0.01,0.0124,-0.83,130.6,0.0001,B,0,1
1783032786.699,20454,S,80.72,0.01,0.0124,-0.34,-135.9,0.0,B,0,1
1783032791.945,20455,S,80.72,0.01,0.0124,-0.75,501.1,0.0138,B,0,1
1783033823.482,20477,S,80.65,0.01,0.0124,-0.43,620.7,0.008,B,0,1
1783034557.721,20487,S,80.66,0.01,0.0124,-1.1,2705.7,0.0137,B,0,1
1783035073.958,20493,S,80.66,0.02,0.0248,0.06,385.1,0.0896,B,0,1
1783035198.159,20494,S,80.66,0.01,0.0124,0.32,-830.1,0.0303,B,0,1
1783035215.35,20495,S,80.66,0.01,0.0124,-1.19,-27.5,0.0293,B,0,1
1783035362.604,20499,S,80.72,0.01,0.0124,0.95,-183.3,0.0632,B,0,1
1783036399.303,20514,S,80.73,0.01,0.0124,0.02,-1123.7,0.0537,B,0,1
1783036812.764,20525,S,80.74,0.01,0.0124,-0.8,278.2,0.0252,B,0,1
1783036820.418,20526,S,80.74,0.01,0.0124,-0.8,1024.8,0.0853,B,0,1
1783036838.854,20527,S,80.73,0.01,0.0124,1.64,-1774.1,0.0037,B,0,1
1783036871.043,20528,S,80.73,0.01,0.0124,-0.35,623.7,0.0003,B,0,1
1783036899.948,20529,S,80.66,0.02,0.0248,-0.66,270.6,0.0981,B,0,1
1783037085.449,20536,S,80.73,0.01,0.0124,-0.86,226.7,0.0006,B,0,1
1783037323.575,20541,B,80.62,0.01,0.0124,-0.31,535.3,0.0035,B,0,1
1783037513.367,20545,B,80.62,0.05,0.062,2.58,-216.3,0.5208,B,1,0
1783037711.307,20553,S,80.73,0.01,0.0124,-0.82,1329.7,0.0835,B,0,1
1783037756.07,20554,S,80.74,0.02,0.0248,0.37,-338.7,0.0521,B,0,1
1783037928.203,20557,S,80.73,0.01,0.0124,-0.68,686.7,0.0021,B,0,1
1783037928.209,20560,S,80.66,0.02,0.0248,-0.84,0.0,0.0311,B,0,1
1783037930.572,20561,B,80.64,0.01,0.0124,-0.85,0.0,0.0078,B,0,1
1783037974.082,20562,B,80.64,0.02,0.0248,3.44,-3773.8,0.2422,B,1,0
1783038019.249,20563,S,80.72,0.01,0.0124,4.33,-4434.9,0.0599,A,1,1
1783038077.442,20566,S,80.79,0.01,0.0124,-0.49,0.0,0.0656,B,0,1
1783038163.315,20568,B,80.64,0.01,0.0124,0.99,-1184.6,0.0578,B,0,1
1783038251.142,20569,B,80.64,0.02,0.0248,0.62,-707.9,0.0624,B,0,1
1783038316.424,20570,B,80.64,0.01,0.0124,1.23,-550.7,0.0035,B,0,1
1783038436.994,20571,S,80.66,0.01,0.0124,-0.28,93.7,0.0671,B,0,1
1783038436.994,20571,B,80.64,0.01,0.0124,0.29,93.7,0.0005,B,0,1
1783038688.89,20580,B,80.55,0.01,0.0124,0.14,-704.6,0.0833,B,0,1
1783038782.147,20582,B,80.64,0.01,0.0124,-0.66,-302.8,0.0789,B,0,1
1783038924.732,20586,B,80.48,0.01,0.0124,0.11,-1545.2,0.0987,B,0,1
1783039217.206,20593,S,80.81,0.01,0.0124,-0.44,554.5,0.0064,B,0,1
1783039265.934,20596,S,80.81,0.01,0.0124,2.17,-1070.3,0.0017,A,1,1
1783039322.375,20598,S,80.81,0.01,0.0124,-0.93,1573.2,0.0193,B,0,1
1783039372.416,20599,S,80.81,0.01,0.0124,-0.39,701.3,0.0274,B,0,1
1783039386.125,20600,S,80.81,0.01,0.0124,-1.04,-9.4,0.0135,B,0,1
1783039436.371,20601,S,80.81,0.01,0.0124,-0.37,701.2,0.0113,B,0,1
1783039485.903,20603,S,80.81,0.01,0.0124,-0.39,1332.3,0.0015,B,0,1
1783039583.392,20607,S,80.79,0.01,0.0124,-0.86,586.5,0.0013,B,0,1
1783039762.877,20614,S,80.79,0.01,0.0124,-0.73,1135.5,0.0077,B,0,1
1783040101.6,20625,S,80.79,0.01,0.0124,-0.31,2327.2,0.003,B,0,1
1783040189.721,20628,B,80.75,0.01,0.0124,-0.61,1206.2,0.0,B,0,1
1783040219.994,20630,S,80.86,0.01,0.0124,-0.75,17.7,0.0621,B,0,1
1783040367.873,20636,S,80.81,0.01,0.0124,5.17,-1875.4,0.0033,A,1,1
1783040372.67,20637,S,80.81,0.01,0.0124,-0.29,-129.1,0.008,B,0,1
1783040385.64,20638,S,80.81,0.01,0.0124,-0.43,-142.2,0.0027,B,0,1
1783040511.699,20645,B,80.72,0.04,0.0496,2.24,-1648.1,0.2821,B,1,0
1783040591.174,20647,B,80.75,0.01,0.0124,0.83,-478.1,0.0134,B,0,1
1783042275.014,20734,S,81.21,0.01,0.0123,0.93,-131.5,0.0045,B,0,1
1783043184.679,20790,B,81.4,0.01,0.0123,-0.41,943.6,0.0,B,0,1
1783043499.23,20803,S,81.57,0.01,0.0123,-0.63,0.0,0.0295,B,0,1
1783043522.743,20808,S,81.58,0.03,0.0368,13.89,-5535.2,0.3156,B,1,0
1783043883.722,20818,B,81.5,0.01,0.0123,0.09,498.9,0.0504,B,0,1
1783044541.123,20838,B,81.41,0.01,0.0123,-0.38,464.5,0.0067,B,0,1
1783045319.151,20854,B,81.41,0.01,0.0123,-0.0,-779.0,0.0002,B,0,1
1783045383.382,20855,B,81.41,0.01,0.0123,0.02,430.2,0.0026,B,0,1
1783045513.036,20857,B,81.41,0.01,0.0123,-0.49,-842.0,0.0,B,0,1
1783046620.366,20909,B,80.75,0.01,0.0124,7.25,-2995.5,0.0101,A,1,1
1783046673.038,20910,B,80.75,0.01,0.0124,1.02,-953.5,0.0733,B,0,1
1783047784.777,20937,B,80.63,0.01,0.0124,-0.42,2945.2,0.057,B,0,1
1783048849.434,20976,B,80.75,0.01,0.0124,-0.63,-1622.4,0.0035,B,0,1
1783048865.839,20979,S,80.84,0.01,0.0124,3.29,-5065.1,0.0376,A,1,1
1783048950.013,20982,S,80.84,0.01,0.0124,0.19,-1108.3,0.0004,B,0,1
1783049683.704,20997,S,80.84,0.03,0.0371,-0.39,948.4,0.0827,B,0,1
1783049815.645,20998,B,80.75,0.01,0.0124,1.88,-2069.8,0.0112,B,0,1
1783049945.327,20999,S,80.77,0.01,0.0124,-0.29,323.2,0.0005,B,0,1
1783050240.934,21002,B,80.58,0.03,0.0372,2.67,-2942.6,0.2208,B,1,0
1783050449.117,21004,B,80.63,0.01,0.0124,-0.54,-1591.8,0.0071,B,0,1
1783051042.584,21011,B,80.63,0.02,0.0248,-0.56,521.0,0.0893,B,0,1
1783053182.235,21040,B,80.58,0.04,0.0496,-0.83,-32.6,0.0963,B,0,1
1783053259.289,21041,S,80.63,0.01,0.0124,0.55,265.6,0.0069,B,0,1
1783055041.793,21065,S,80.63,0.01,0.0124,-0.71,-527.1,0.0026,B,0,1
1783055100.754,21066,B,80.58,0.01,0.0124,-0.9,890.8,0.0003,B,0,1
1783055414.531,21068,B,80.58,0.01,0.0124,0.22,-490.4,0.002,B,0,1
1783055918.922,21075,B,80.58,0.01,0.0124,0.92,-1871.5,0.0412,B,0,1
1783057573.953,21110,B,80.99,0.01,0.0123,0.09,1063.6,0.0134,B,0,1
1783058374.407,21120,S,81.15,0.01,0.0123,0.68,-664.0,0.0091,B,0,1
1783059479.573,21153,S,81.15,0.01,0.0123,-0.78,0.0,0.0047,B,0,1
1783060523.263,21177,B,80.99,0.01,0.0123,-0.71,0.0,0.0472,B,0,1
1783061463.333,21199,S,80.89,0.01,0.0124,-0.43,2895.7,0.0092,B,0,1
1783061552.745,21200,S,80.89,0.01,0.0124,-0.74,3279.9,0.001,B,0,1
1783062640.948,21216,S,80.89,0.01,0.0124,-0.94,739.2,0.031,B,0,1
1783064053.479,21233,B,81.03,0.01,0.0123,-0.62,732.2,0.0014,B,0,1
1783064201.532,21240,S,81.15,0.01,0.0123,2.16,-1186.9,0.0416,A,1,1
1783064461.64,21244,S,81.15,0.01,0.0123,-0.86,2275.6,0.028,B,0,1
1783064764.598,21253,S,81.25,0.01,0.0123,-0.66,2468.1,0.0006,B,0,1
1783064801.955,21255,S,81.29,0.01,0.0123,-0.64,3392.4,0.0609,B,0,1
1783066029.838,21290,S,81.29,0.01,0.0123,1.14,-824.7,0.0065,B,0,1
1783066087.301,21292,S,81.15,0.01,0.0123,-0.79,2423.5,0.0192,B,0,1
1783066403.838,21297,S,81.15,0.02,0.0246,-0.6,1574.6,0.0698,B,0,1
1783066524.724,21298,S,81.15,0.01,0.0123,-0.66,1924.8,0.0147,B,0,1
1783066820.287,21302,B,81.07,0.01,0.0123,-0.63,-87.6,0.0913,B,0,1
1783067241.072,21313,S,81.21,0.01,0.0123,2.05,-1537.8,0.0205,A,1,1
1783067964.918,21330,B,81.01,0.01,0.0123,0.37,-720.1,0.0261,B,0,1
1783068340.424,21354,S,81.29,0.01,0.0123,-0.57,-25.7,0.0108,B,0,1
1783068501.308,21359,S,81.21,0.03,0.0369,2.26,-1366.9,0.2532,B,1,0
1783068550.115,21360,S,81.21,0.01,0.0123,-0.22,640.6,0.0054,B,0,1
1783069254.59,21390,B,80.79,0.01,0.0124,-0.61,2751.2,0.0103,B,0,1
1783069310.206,21399,S,80.91,0.01,0.0124,0.58,-1180.1,0.0002,B,0,1
1783069371.532,21401,S,80.91,0.01,0.0124,4.21,-2863.1,0.0081,A,1,1
1783069401.52,21402,S,80.91,0.01,0.0124,0.62,495.7,0.0234,B,0,1
1783069448.459,21404,B,80.89,0.02,0.0247,-0.17,-104.0,0.0672,B,0,1
1783071045.914,21429,S,80.91,0.01,0.0124,-0.49,-1180.5,0.035,B,0,1
1783072092.166,21467,S,81.08,0.01,0.0123,0.78,-6249.1,0.0812,B,0,1
1783072889.676,21478,S,81.08,0.02,0.0247,-0.14,-110.3,0.0901,B,0,1
1783072925.589,21479,S,81.08,0.01,0.0123,-0.55,3957.7,0.0014,B,0,1
1783073268.446,21484,S,81.08,0.01,0.0123,-0.64,830.4,0.0037,B,0,1
1783074131.656,21501,B,80.9,0.03,0.0371,-0.76,774.7,0.0579,B,0,1
1783074554.841,21516,S,81.11,0.03,0.037,3.52,-2222.2,0.273,B,1,0
1783076064.51,21620,S,81.85,0.01,0.0122,-0.71,711.5,0.0475,B,0,1
1783076323.764,21646,S,81.56,0.03,0.0368,6.39,-3226.3,0.4268,B,1,0
1783077407.828,21680,S,81.61,0.01,0.0123,-0.32,118.8,0.0001,B,0,1
1783078055.868,21700,B,81.34,0.01,0.0123,0.87,-635.6,0.0668,B,0,1
1783079481.723,21724,S,81.61,0.01,0.0123,0.96,564.4,0.0279,B,0,1
1783081054.109,21765,B,81.34,0.04,0.0492,2.72,-2449.0,0.6417,B,1,0
1783083274.032,21804,B,81.47,0.01,0.0123,-0.14,173.4,0.0182,B,0,1
1783084631.801,21832,S,81.66,0.01,0.0122,-0.95,6986.4,0.003,B,0,1
1783084783.014,21836,S,81.57,0.02,0.0245,0.43,-3414.1,0.0962,B,0,1
1783084861.846,21837,S,81.57,0.01,0.0123,4.12,-3320.8,0.0505,A,1,1
1783084861.846,21837,B,81.53,0.01,0.0123,2.61,-3320.8,0.0002,A,1,1
1783084976.512,21839,S,81.57,0.05,0.0613,2.15,-3245.3,0.5522,B,1,0
1783085282.57,21845,S,81.57,0.01,0.0123,0.28,873.0,0.0366,B,0,1
1783085282.57,21845,B,81.53,0.03,0.0368,-0.64,873.0,0.0292,B,0,1
1783085451.759,21849,S,81.66,0.01,0.0122,0.52,528.8,0.0037,B,0,1
1783086382.109,21869,B,81.53,0.01,0.0123,-0.43,1394.8,0.0,B,0,1
1783086725.033,21875,B,81.53,0.03,0.0368,1.7,305.0,0.082,B,0,1
1783086982.471,21886,S,81.66,0.01,0.0122,0.02,462.0,0.0072,B,0,1
1783087093.287,21887,S,81.66,0.01,0.0122,-0.4,2209.6,0.0302,B,0,1
1783089400.438,21979,B,81.24,0.03,0.0369,2.11,-5785.4,0.5368,B,1,0
1783090851.95,22025,B,81.61,0.01,0.0123,-0.53,2065.2,0.0183,B,0,1
1783091026.216,22031,B,81.6,0.01,0.0123,0.06,-1238.0,0.0227,B,0,1
1783091314.338,22061,B,81.86,0.01,0.0122,4.03,-9246.6,0.001,A,1,1
1783091620.806,22075,S,81.64,0.01,0.0122,-0.56,0.0,0.0019,B,0,1
1783092142.743,22097,B,81.33,0.01,0.0123,0.82,229.0,0.033,B,0,1
1783092222.837,22099,B,81.33,0.01,0.0123,-0.66,3550.3,0.0905,B,0,1
1783093506.231,22135,B,81.19,0.01,0.0123,-0.39,1487.5,0.0372,B,0,1
1783095448.203,22176,B,81.19,0.01,0.0123,0.25,1228.9,0.0054,B,0,1
1783095839.947,22182,S,81.35,0.01,0.0123,-0.44,254.5,0.0414,B,0,1
1783095839.947,22182,B,81.33,0.01,0.0123,-0.35,254.5,0.0051,B,0,1
1783096020.854,22185,S,81.3,0.02,0.0246,-0.42,142.6,0.0994,B,0,1
1783096319.664,22189,S,81.34,0.01,0.0123,1.16,-2767.7,0.0264,B,0,1
1783096791.936,22194,S,81.34,0.01,0.0123,-0.5,978.5,0.0141,B,0,1
1783096904.216,22195,S,81.34,0.01,0.0123,-0.49,-961.3,0.0,B,0,1
1783099185.282,22236,S,81.71,0.01,0.0122,-0.94,8320.9,0.015,B,0,1
