# SEL-k=12 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,short,85,B-P1.09,,0.0014,0.9983,0.2011,
W-ALL,short,86,B-P3.08,,0.0012,0.9995,0.1706,
W-ALL,short,87,B-P1.11,,0.0005,1.0000,0.0750,
W-ALL,short,88,B-P1.04,,0.0000,1.0000,0.0033,
W-STAT,long,1,E51.01,,0.0370,0.0370,5.5503,
W-STAT,long,2,E50.01,,0.0311,0.0681,4.6658,
W-STAT,long,3,E52.01,,0.0309,0.0990,4.6378,
W-STAT,long,4,E03.01,,0.0257,0.1247,3.8527,
W-STAT,long,5,B-P1.03,,0.0256,0.1503,3.8423,
W-STAT,long,6,E42.01,,0.0248,0.1751,3.7180,
W-STAT,long,7,E05.01,,0.0247,0.1998,3.7098,
W-STAT,long,8,B-S.07,,0.0244,0.2242,3.6676,
W-STAT,long,9,B-P1.06,,0.0235,0.2477,3.5246,
W-STAT,long,10,C.06,,0.0230,0.2708,3.4555,
W-STAT,long,11,B-P1.02,,0.0214,0.2922,3.2142,
W-STAT,long,12,B-P1.01,,0.0214,0.3135,3.2038,
W-STAT,long,13,E20.01,,0.0205,0.3341,3.0770,
W-STAT,long,14,C.05,,0.0201,0.3542,3.0187,
W-STAT,long,15,B-P2.07,,0.0189,0.3731,2.8336,
W-STAT,long,16,E25.01,,0.0180,0.3911,2.6985,
W-STAT,long,17,B-P1.10,,0.0177,0.4087,2.6545,
W-STAT,long,18,E12.01,,0.0168,0.4255,2.5134,
W-STAT,long,19,C.10,,0.0162,0.4417,2.4265,
W-STAT,long,20,E08.01,,0.0161,0.4578,2.4197,
W-STAT,long,21,B-S.09,,0.0159,0.4737,2.3845,
W-STAT,long,22,B-S.14,,0.0150,0.4887,2.2513,
W-STAT,long,23,C.11,,0.0147,0.5034,2.1987,
W-STAT,long,24,B-S.08,,0.0146,0.5180,2.1931,
W-STAT,long,25,B-P2.02,,0.0142,0.5322,2.1349,
W-STAT,long,26,B-P2.01,,0.0141,0.5463,2.1161,
W-STAT,long,27,B-S.06,,0.0140,0.5603,2.1063,
W-STAT,long,28,B-P4.10,,0.0139,0.5742,2.0837,
W-STAT,long,29,B-P1.05,,0.0131,0.5874,1.9685,
W-STAT,long,30,C.07,,0.0126,0.6000,1.8947,
W-STAT,long,31,B-P2.04,,0.0125,0.6125,1.8805,
W-STAT,long,32,E28.01,,0.0125,0.6250,1.8728,
W-STAT,long,33,C.02,,0.0122,0.6372,1.8250,
W-STAT,long,34,E43.01,,0.0118,0.6490,1.7756,
W-STAT,long,35,B-P4.01,,0.0117,0.6607,1.7563,
W-STAT,long,36,B-P4.05,,0.0114,0.6721,1.7080,
W-STAT,long,37,B-P3.02,,0.0113,0.6834,1.6981,
W-STAT,long,38,B-P3.04,,0.0112,0.6946,1.6799,
W-STAT,long,39,B-P3.01,,0.0112,0.7058,1.6794,
W-STAT,long,40,C.03,,0.0112,0.7170,1.6773,
W-STAT,long,41,B-P3.06,,0.0109,0.7279,1.6399,
W-STAT,long,42,B-P2.05,,0.0105,0.7384,1.5728,
W-STAT,long,43,C.08,,0.0102,0.7486,1.5265,
W-STAT,long,44,C.12,,0.0101,0.7587,1.5166,
W-STAT,long,45,B-P4.09,,0.0101,0.7687,1.5110,
W-STAT,long,46,B-P2.06,,0.0099,0.7786,1.4839,
W-STAT,long,47,E19.01,,0.0094,0.7881,1.4168,
W-STAT,long,48,B-P2.08,,0.0092,0.7973,1.3877,
W-STAT,long,49,E13.01,,0.0091,0.8064,1.3591,
W-STAT,long,50,B-P1.07,,0.0089,0.8152,1.3300,
W-STAT,long,51,E21.01,,0.0087,0.8240,1.3088,
W-STAT,long,52,E06.01,,0.0085,0.8325,1.2795,
W-STAT,long,53,B-S.05,,0.0080,0.8405,1.1943,
W-STAT,long,54,B-P3.09,,0.0079,0.8484,1.1924,
W-STAT,long,55,E16.01,,0.0075,0.8559,1.1257,
W-STAT,long,56,B-P1.08,,0.0074,0.8633,1.1158,
W-STAT,long,57,C.09,,0.0074,0.8707,1.1069,
W-STAT,long,58,E18.01,,0.0069,0.8776,1.0284,
W-STAT,long,59,E17.01,,0.0067,0.8842,0.9998,
W-STAT,long,60,C.01,,0.0066,0.8909,0.9936,
W-STAT,long,61,E23.01,,0.0065,0.8974,0.9801,
W-STAT,long,62,G06.1,,0.0065,0.9039,0.9707,
W-STAT,long,63,B-P3.10,,0.0063,0.9102,0.9515,
W-STAT,long,64,G04.1,,0.0061,0.9163,0.9118,
W-STAT,long,65,E24.01,,0.0060,0.9222,0.8927,
W-STAT,long,66,E10.01,,0.0058,0.9280,0.8698,
W-STAT,long,67,B-P3.05,,0.0056,0.9336,0.8350,
W-STAT,long,68,G03.1,,0.0056,0.9392,0.8350,
W-STAT,long,69,E14.01,,0.0055,0.9446,0.8200,
W-STAT,long,70,B-P3.03,,0.0054,0.9501,0.8147,
W-STAT,long,71,E07.01,,0.0052,0.9553,0.7799,
W-STAT,long,72,B-P1.04,,0.0049,0.9601,0.7305,
W-STAT,long,73,B-P2.10,,0.0045,0.9647,0.6802,
W-STAT,long,74,B-P2.11,,0.0043,0.9690,0.6479,
W-STAT,long,75,B-P3.07,,0.0041,0.9731,0.6206,
W-STAT,long,76,E22.01,,0.0038,0.9769,0.5724,
W-STAT,long,77,E15.01,,0.0038,0.9807,0.5631,
W-STAT,long,78,B-P2.03,,0.0037,0.9844,0.5626,
W-STAT,long,79,B-P2.09,,0.0036,0.9880,0.5337,
W-STAT,long,80,B-P4.02,,0.0030,0.9910,0.4567,
W-STAT,long,81,C.04,,0.0024,0.9934,0.3578,
W-STAT,long,82,B-P3.08,,0.0024,0.9958,0.3556,
W-STAT,long,83,B-P1.09,,0.0024,0.9981,0.3534,
W-STAT,long,84,B-P1.11,,0.0019,1.0000,0.2780,
W-STAT,short,1,E51.01,,0.0491,0.0491,6.3478,
W-STAT,short,2,C.08,,0.0325,0.0816,4.1996,
W-STAT,short,3,E03.01,,0.0274,0.1090,3.5435,
W-STAT,short,4,E20.01,,0.0271,0.1361,3.5027,
W-STAT,short,5,C.05,,0.0260,0.1621,3.3571,
W-STAT,short,6,E50.01,,0.0252,0.1872,3.2567,
W-STAT,short,7,B-S.07,,0.0239,0.2111,3.0893,
W-STAT,short,8,B-P1.06,,0.0224,0.2335,2.8927,
W-STAT,short,9,E52.01,,0.0213,0.2548,2.7483,
W-STAT,short,10,B-S.09,,0.0203,0.2751,2.6293,
W-STAT,short,11,E12.01,,0.0187,0.2938,2.4210,
W-STAT,short,12,E05.01,,0.0184,0.3122,2.3752,
W-STAT,short,13,E42.01,,0.0182,0.3304,2.3516,
W-STAT,short,14,B-S.08,,0.0180,0.3484,2.3206,
W-STAT,short,15,B-P4.01,,0.0173,0.3656,2.2332,
W-STAT,short,16,E25.01,,0.0167,0.3824,2.1633,
W-STAT,short,17,B-P2.05,,0.0166,0.3990,2.1517,
W-STAT,short,18,C.02,,0.0163,0.4153,2.1051,
W-STAT,short,19,B-P2.02,,0.0161,0.4314,2.0877,
W-STAT,short,20,B-P1.03,,0.0161,0.4476,2.0877,
W-STAT,short,21,B-P2.01,,0.0161,0.4636,2.0760,
W-STAT,short,22,B-P4.05,,0.0159,0.4796,2.0585,
W-STAT,short,23,B-S.06,,0.0155,0.4950,2.0003,
W-STAT,short,24,C.03,,0.0153,0.5104,1.9843,
W-STAT,short,25,E08.01,,0.0153,0.5257,1.9733,
W-STAT,short,26,C.10,,0.0148,0.5404,1.9130,
W-STAT,short,27,B-P3.06,,0.0146,0.5550,1.8838,
W-STAT,short,28,B-S.14,,0.0142,0.5692,1.8387,
W-STAT,short,29,E19.01,,0.0134,0.5827,1.7383,
W-STAT,short,30,E28.01,,0.0132,0.5959,1.7091,
W-STAT,short,31,E43.01,,0.0132,0.6091,1.7091,
W-STAT,short,32,C.06,,0.0131,0.6223,1.6975,
W-STAT,short,33,B-P2.07,,0.0130,0.6353,1.6800,
W-STAT,short,34,E06.01,,0.0130,0.6482,1.6794,
W-STAT,short,35,B-P1.05,,0.0123,0.6605,1.5868,
W-STAT,short,36,B-P3.07,,0.0119,0.6724,1.5368,
W-STAT,short,37,E18.01,,0.0116,0.6841,1.5053,
W-STAT,short,38,B-P1.02,,0.0116,0.6957,1.5038,
W-STAT,short,39,B-P2.06,,0.0114,0.7071,1.4718,
W-STAT,short,40,B-P2.08,,0.0113,0.7184,1.4645,
W-STAT,short,41,B-P4.02,,0.0113,0.7297,1.4627,
W-STAT,short,42,B-P1.10,,0.0112,0.7410,1.4537,
W-STAT,short,43,B-P1.01,,0.0112,0.7522,1.4515,
W-STAT,short,44,B-P3.02,,0.0112,0.7634,1.4471,
W-STAT,short,45,B-P3.01,,0.0111,0.7745,1.4354,
W-STAT,short,46,C.11,,0.0109,0.7854,1.4109,
W-STAT,short,47,G03.1,,0.0109,0.7963,1.4063,
W-STAT,short,48,B-P3.04,,0.0108,0.8070,1.3907,
W-STAT,short,49,C.12,,0.0106,0.8177,1.3758,
W-STAT,short,50,B-S.05,,0.0095,0.8272,1.2316,
W-STAT,short,51,E22.01,,0.0094,0.8366,1.2142,
W-STAT,short,52,E21.01,,0.0093,0.8459,1.2058,
W-STAT,short,53,B-P4.10,,0.0092,0.8551,1.1895,
W-STAT,short,54,E16.01,,0.0092,0.8643,1.1894,
W-STAT,short,55,B-P2.04,,0.0091,0.8734,1.1777,
W-STAT,short,56,G06.1,,0.0089,0.8823,1.1472,
W-STAT,short,57,E24.01,,0.0074,0.8897,0.9521,
W-STAT,short,58,B-P4.09,,0.0073,0.8969,0.9390,
W-STAT,short,59,B-P2.11,,0.0073,0.9042,0.9385,
W-STAT,short,60,E17.01,,0.0072,0.9114,0.9274,
W-STAT,short,61,C.01,,0.0067,0.9180,0.8642,
W-STAT,short,62,C.09,,0.0066,0.9246,0.8487,
W-STAT,short,63,E13.01,,0.0065,0.9311,0.8400,
W-STAT,short,64,C.07,,0.0063,0.9374,0.8104,
W-STAT,short,65,B-P3.10,,0.0061,0.9435,0.7949,
W-STAT,short,66,B-P3.03,,0.0060,0.9495,0.7774,
W-STAT,short,67,E15.01,,0.0057,0.9552,0.7366,
W-STAT,short,68,B-P1.07,,0.0056,0.9608,0.7235,
W-STAT,short,69,E14.01,,0.0056,0.9664,0.7180,
W-STAT,short,70,E07.01,,0.0045,0.9709,0.5783,
W-STAT,short,71,B-P2.03,,0.0044,0.9753,0.5736,
W-STAT,short,72,E10.01,,0.0034,0.9787,0.4422,
W-STAT,short,73,B-P3.09,,0.0030,0.9817,0.3862,
W-STAT,short,74,E23.01,,0.0027,0.9844,0.3450,
W-STAT,short,75,G04.1,,0.0024,0.9868,0.3116,
W-STAT,short,76,B-P2.09,,0.0021,0.9889,0.2777,
W-STAT,short,77,B-P3.05,,0.0020,0.9909,0.2577,
W-STAT,short,78,B-P1.08,,0.0020,0.9929,0.2533,
W-STAT,short,79,C.04,,0.0019,0.9948,0.2497,
W-STAT,short,80,B-P2.10,,0.0017,0.9965,0.2202,
W-STAT,short,81,B-P1.09,,0.0016,0.9981,0.2011,
W-STAT,short,82,B-P3.08,,0.0013,0.9994,0.1706,
W-STAT,short,83,B-P1.11,,0.0006,1.0000,0.0750,
W-STAT,short,84,B-P1.04,,0.0000,1.0000,0.0033,
