# SEL-k=15 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,47,B-P3.02,,0.0097,0.7682,1.6981,
W-ALL,long,48,B-P3.04,,0.0096,0.7778,1.6799,
W-ALL,long,49,B-P3.01,,0.0096,0.7873,1.6794,
W-ALL,long,50,C.07,,0.0092,0.7965,1.6124,
W-ALL,long,51,E19.01,,0.0081,0.8046,1.4168,
W-ALL,long,52,E13.01,,0.0077,0.8123,1.3591,
W-ALL,long,53,C.09,,0.0077,0.8201,1.3591,
W-ALL,long,54,B-P3.09,,0.0076,0.8277,1.3410,
W-ALL,long,55,E21.01,,0.0075,0.8352,1.3088,
W-ALL,long,56,C.01,,0.0075,0.8426,1.3082,
W-ALL,long,57,C.11,,0.0073,0.8499,1.2837,
W-ALL,long,58,E06.01,,0.0073,0.8572,1.2795,
W-ALL,long,59,B-P1.08,,0.0070,0.8643,1.2322,
W-ALL,long,60,B-P1.07,,0.0070,0.8712,1.2234,
W-ALL,long,61,B-P2.06,,0.0066,0.8779,1.1641,
W-ALL,long,62,E16.01,,0.0064,0.8843,1.1257,
W-ALL,long,63,B-S.05,,0.0061,0.8904,1.0778,
W-ALL,long,64,E18.01,,0.0059,0.8963,1.0284,
W-ALL,long,65,E17.01,,0.0057,0.9020,0.9998,
W-ALL,long,66,C.12,,0.0056,0.9075,0.9806,
W-ALL,long,67,E23.01,,0.0056,0.9131,0.9801,
W-ALL,long,68,G06.1,,0.0055,0.9187,0.9707,
W-ALL,long,69,B-P3.05,,0.0054,0.9241,0.9515,
W-ALL,long,70,B-P3.10,,0.0054,0.9295,0.9515,
W-ALL,long,71,G04.1,,0.0052,0.9347,0.9118,
W-ALL,long,72,E24.01,,0.0051,0.9398,0.8927,
W-ALL,long,73,E10.01,,0.0050,0.9447,0.8698,
W-ALL,long,74,G03.1,,0.0048,0.9495,0.8350,
W-ALL,long,75,E14.01,,0.0047,0.9542,0.8200,
W-ALL,long,76,B-P3.03,,0.0046,0.9588,0.8147,
W-ALL,long,77,E07.01,,0.0044,0.9633,0.7799,
W-ALL,long,78,B-P1.04,,0.0042,0.9674,0.7305,
W-ALL,long,79,B-P2.10,,0.0038,0.9712,0.6621,
W-ALL,long,80,B-P2.11,,0.0037,0.9749,0.6479,
W-ALL,long,81,B-P2.03,,0.0033,0.9782,0.5834,
W-ALL,long,82,E22.01,,0.0033,0.9815,0.5724,
W-ALL,long,83,E15.01,,0.0032,0.9847,0.5631,
W-ALL,long,84,C.04,,0.0031,0.9878,0.5479,
W-ALL,long,85,B-P4.02,,0.0029,0.9907,0.5102,
W-ALL,long,86,B-P1.09,,0.0028,0.9935,0.4923,
W-ALL,long,87,B-P3.08,,0.0025,0.9960,0.4395,
W-ALL,long,88,B-P2.09,,0.0024,0.9984,0.4227,
W-ALL,long,89,B-P1.11,,0.0016,1.0000,0.2780,
W-ALL,short,1,E51.01,,0.0404,0.0404,6.3478,
W-ALL,short,2,B-S.10,suspect-regime,0.0337,0.0741,5.2904,
W-ALL,short,3,E01.01,clock,0.0278,0.1019,4.3631,
W-ALL,short,4,E02.01,clock,0.0278,0.1297,4.3631,
W-ALL,short,5,C.08,,0.0268,0.1566,4.2142,
W-ALL,short,6,C.05,,0.0234,0.1800,3.6774,
W-ALL,short,7,B-S.07,,0.0233,0.2033,3.6599,
W-ALL,short,8,B-S.03,tempo,0.0227,0.2260,3.5609,
W-ALL,short,9,E03.01,,0.0226,0.2486,3.5435,
W-ALL,short,10,E20.01,,0.0223,0.2709,3.5027,
W-ALL,short,11,E50.01,,0.0207,0.2916,3.2567,
W-ALL,short,12,B-P1.06,,0.0200,0.3116,3.1358,
W-ALL,short,13,B-S.09,,0.0177,0.3293,2.7864,
W-ALL,short,14,B-S.08,,0.0176,0.3469,2.7573,
W-ALL,short,15,E52.01,,0.0175,0.3644,2.7483,
W-ALL,short,16,C.06,,0.0169,0.3813,2.6583,
W-ALL,short,17,B-P4.04,,0.0163,0.3976,2.5579,
W-ALL,short,18,B-P4.09,,0.0158,0.4134,2.4777,
W-ALL,short,19,E12.01,,0.0154,0.4288,2.4210,
W-ALL,short,20,B-P3.06,,0.0153,0.4442,2.4079,
W-ALL,short,21,C.03,,0.0153,0.4595,2.4079,
W-ALL,short,22,E05.01,,0.0151,0.4746,2.3752,
W-ALL,short,23,E42.01,,0.0150,0.4896,2.3516,
W-ALL,short,24,B-P4.01,,0.0142,0.5038,2.2332,
W-ALL,short,25,B-P2.07,,0.0139,0.5177,2.1750,
W-ALL,short,26,E25.01,,0.0138,0.5315,2.1633,
W-ALL,short,27,B-P2.02,,0.0133,0.5448,2.0877,
W-ALL,short,28,B-P2.01,,0.0132,0.5580,2.0760,
W-ALL,short,29,B-P1.03,,0.0132,0.5712,2.0760,
W-ALL,short,30,B-P4.05,,0.0131,0.5843,2.0585,
W-ALL,short,31,E08.01,,0.0126,0.5969,1.9733,
W-ALL,short,32,B-P4.02,,0.0121,0.6090,1.8989,
W-ALL,short,33,B-P2.05,,0.0119,0.6209,1.8678,
W-ALL,short,34,B-P2.08,,0.0117,0.6326,1.8300,
W-ALL,short,35,C.10,,0.0116,0.6441,1.8139,
W-ALL,short,36,E19.01,,0.0111,0.6552,1.7383,
W-ALL,short,37,B-P1.10,,0.0111,0.6662,1.7353,
W-ALL,short,38,B-P4.10,,0.0109,0.6771,1.7121,
W-ALL,short,39,B-P3.07,,0.0109,0.6880,1.7092,
W-ALL,short,40,E28.01,,0.0109,0.6989,1.7091,
W-ALL,short,41,E43.01,,0.0109,0.7098,1.7091,
W-ALL,short,42,E06.01,,0.0107,0.7205,1.6794,
W-ALL,short,43,B-S.06,,0.0106,0.7311,1.6640,
W-ALL,short,44,B-S.14,,0.0098,0.7409,1.5419,
W-ALL,short,45,E18.01,,0.0096,0.7505,1.5053,
W-ALL,short,46,B-P1.02,,0.0095,0.7600,1.4863,
W-ALL,short,47,C.12,,0.0094,0.7694,1.4741,
W-ALL,short,48,B-P1.01,,0.0093,0.7787,1.4631,
W-ALL,short,49,B-P3.02,,0.0092,0.7879,1.4471,
W-ALL,short,50,B-P3.01,,0.0091,0.7970,1.4354,
W-ALL,short,51,G03.1,,0.0090,0.8060,1.4063,
W-ALL,short,52,B-P3.04,,0.0089,0.8149,1.3907,
W-ALL,short,53,C.02,,0.0078,0.8227,1.2272,
W-ALL,short,54,E22.01,,0.0077,0.8304,1.2142,
W-ALL,short,55,E21.01,,0.0077,0.8381,1.2058,
W-ALL,short,56,E16.01,,0.0076,0.8457,1.1894,
W-ALL,short,57,B-P2.06,,0.0075,0.8532,1.1792,
W-ALL,short,58,B-P2.04,,0.0075,0.8607,1.1777,
W-ALL,short,59,B-P1.05,,0.0075,0.8682,1.1734,
W-ALL,short,60,G06.1,,0.0073,0.8755,1.1472,
W-ALL,short,61,C.07,,0.0069,0.8823,1.0774,
W-ALL,short,62,B-P3.05,,0.0068,0.8891,1.0686,
W-ALL,short,63,B-S.05,,0.0067,0.8959,1.0569,
W-ALL,short,64,B-P1.07,,0.0067,0.9026,1.0525,
W-ALL,short,65,C.11,,0.0062,0.9087,0.9669,
W-ALL,short,66,E24.01,,0.0061,0.9148,0.9521,
W-ALL,short,67,B-P2.11,,0.0060,0.9208,0.9385,
W-ALL,short,68,E17.01,,0.0059,0.9267,0.9274,
W-ALL,short,69,C.09,,0.0056,0.9323,0.8779,
W-ALL,short,70,E13.01,,0.0054,0.9376,0.8400,
W-ALL,short,71,C.01,,0.0052,0.9429,0.8215,
W-ALL,short,72,B-P3.10,,0.0051,0.9479,0.7949,
W-ALL,short,73,B-P3.03,,0.0050,0.9529,0.7774,
W-ALL,short,74,E15.01,,0.0047,0.9576,0.7366,
W-ALL,short,75,E14.01,,0.0046,0.9621,0.7180,
W-ALL,short,76,B-P1.09,,0.0045,0.9666,0.7060,
W-ALL,short,77,C.04,,0.0044,0.9711,0.6957,
W-ALL,short,78,E07.01,,0.0037,0.9748,0.5783,
W-ALL,short,79,B-P2.03,,0.0037,0.9784,0.5750,
W-ALL,short,80,B-P3.08,,0.0035,0.9819,0.5536,
W-ALL,short,81,B-P3.09,,0.0034,0.9854,0.5390,
W-ALL,short,82,B-P2.09,,0.0033,0.9887,0.5159,
W-ALL,short,83,B-P2.10,,0.0031,0.9918,0.4912,
W-ALL,short,84,E10.01,,0.0028,0.9946,0.4422,
W-ALL,short,85,E23.01,,0.0022,0.9968,0.3450,
W-ALL,short,86,G04.1,,0.0020,0.9988,0.3116,
W-ALL,short,87,B-P1.08,,0.0007,0.9995,0.1121,
W-ALL,short,88,B-P1.11,,0.0005,1.0000,0.0750,
W-ALL,short,89,B-P1.04,,0.0000,1.0000,0.0033,
W-STAT,long,1,E51.01,,0.0351,0.0351,5.5503,
W-STAT,long,2,E50.01,,0.0295,0.0647,4.6658,
W-STAT,long,3,E52.01,,0.0294,0.0940,4.6378,
W-STAT,long,4,C.05,,0.0257,0.1198,4.0669,
W-STAT,long,5,E03.01,,0.0244,0.1442,3.8527,
W-STAT,long,6,B-P1.03,,0.0244,0.1686,3.8527,
W-STAT,long,7,E42.01,,0.0235,0.1921,3.7180,
W-STAT,long,8,E05.01,,0.0235,0.2156,3.7098,
W-STAT,long,9,B-S.07,,0.0233,0.2389,3.6780,
W-STAT,long,10,C.06,,0.0221,0.2609,3.4846,
W-STAT,long,11,B-P4.04,,0.0215,0.2824,3.3967,
W-STAT,long,12,B-P1.06,,0.0213,0.3037,3.3583,
W-STAT,long,13,B-P1.02,,0.0203,0.3240,3.2038,
W-STAT,long,14,B-P1.01,,0.0202,0.3441,3.1830,
W-STAT,long,15,E20.01,,0.0195,0.3636,3.0770,
W-STAT,long,16,B-S.08,,0.0192,0.3828,3.0375,
W-STAT,long,17,E25.01,,0.0171,0.3999,2.6985,
W-STAT,long,18,B-P4.09,,0.0169,0.4168,2.6736,
W-STAT,long,19,B-P4.10,,0.0169,0.4338,2.6721,
W-STAT,long,20,E12.01,,0.0159,0.4497,2.5134,
W-STAT,long,21,B-P2.07,,0.0154,0.4650,2.4260,
W-STAT,long,22,E08.01,,0.0153,0.4804,2.4197,
W-STAT,long,23,B-S.09,,0.0152,0.4955,2.3969,
W-STAT,long,24,B-S.14,,0.0148,0.5103,2.3392,
W-STAT,long,25,C.08,,0.0141,0.5245,2.2327,
W-STAT,long,26,C.03,,0.0139,0.5384,2.1931,
W-STAT,long,27,B-P2.02,,0.0135,0.5519,2.1349,
W-STAT,long,28,B-P2.01,,0.0134,0.5653,2.1161,
W-STAT,long,29,B-P1.05,,0.0134,0.5787,2.1161,
W-STAT,long,30,C.10,,0.0131,0.5918,2.0771,
W-STAT,long,31,B-S.06,,0.0130,0.6048,2.0480,
W-STAT,long,32,B-P3.06,,0.0128,0.6176,2.0184,
W-STAT,long,33,B-P2.04,,0.0119,0.6295,1.8805,
W-STAT,long,34,B-P2.05,,0.0119,0.6413,1.8733,
W-STAT,long,35,E28.01,,0.0119,0.6532,1.8728,
W-STAT,long,36,B-P2.08,,0.0117,0.6649,1.8536,
W-STAT,long,37,C.02,,0.0115,0.6764,1.8151,
W-STAT,long,38,E43.01,,0.0112,0.6876,1.7756,
W-STAT,long,39,B-P4.01,,0.0111,0.6988,1.7563,
W-STAT,long,40,B-P3.07,,0.0111,0.7099,1.7540,
W-STAT,long,41,B-P1.10,,0.0110,0.7209,1.7359,
W-STAT,long,42,B-P4.05,,0.0108,0.7317,1.7080,
W-STAT,long,43,B-P3.02,,0.0108,0.7424,1.6981,
W-STAT,long,44,B-P3.04,,0.0106,0.7531,1.6799,
W-STAT,long,45,B-P3.01,,0.0106,0.7637,1.6794,
W-STAT,long,46,C.07,,0.0102,0.7739,1.6124,
W-STAT,long,47,E19.01,,0.0090,0.7829,1.4168,
W-STAT,long,48,E13.01,,0.0086,0.7915,1.3591,
W-STAT,long,49,C.09,,0.0086,0.8001,1.3591,
W-STAT,long,50,B-P3.09,,0.0085,0.8086,1.3410,
W-STAT,long,51,E21.01,,0.0083,0.8168,1.3088,
W-STAT,long,52,C.01,,0.0083,0.8251,1.3082,
W-STAT,long,53,C.11,,0.0081,0.8333,1.2837,
W-STAT,long,54,E06.01,,0.0081,0.8414,1.2795,
W-STAT,long,55,B-P1.08,,0.0078,0.8492,1.2322,
W-STAT,long,56,B-P1.07,,0.0077,0.8569,1.2234,
W-STAT,long,57,B-P2.06,,0.0074,0.8643,1.1641,
W-STAT,long,58,E16.01,,0.0071,0.8714,1.1257,
W-STAT,long,59,B-S.05,,0.0068,0.8782,1.0778,
W-STAT,long,60,E18.01,,0.0065,0.8847,1.0284,
W-STAT,long,61,E17.01,,0.0063,0.8911,0.9998,
W-STAT,long,62,C.12,,0.0062,0.8973,0.9806,
W-STAT,long,63,E23.01,,0.0062,0.9035,0.9801,
W-STAT,long,64,G06.1,,0.0061,0.9096,0.9707,
W-STAT,long,65,B-P3.05,,0.0060,0.9156,0.9515,
W-STAT,long,66,B-P3.10,,0.0060,0.9217,0.9515,
W-STAT,long,67,G04.1,,0.0058,0.9274,0.9118,
W-STAT,long,68,E24.01,,0.0057,0.9331,0.8927,
W-STAT,long,69,E10.01,,0.0055,0.9386,0.8698,
W-STAT,long,70,G03.1,,0.0053,0.9439,0.8350,
W-STAT,long,71,E14.01,,0.0052,0.9491,0.8200,
W-STAT,long,72,B-P3.03,,0.0052,0.9542,0.8147,
W-STAT,long,73,E07.01,,0.0049,0.9592,0.7799,
W-STAT,long,74,B-P1.04,,0.0046,0.9638,0.7305,
W-STAT,long,75,B-P2.10,,0.0042,0.9680,0.6621,
W-STAT,long,76,B-P2.11,,0.0041,0.9721,0.6479,
W-STAT,long,77,B-P2.03,,0.0037,0.9758,0.5834,
W-STAT,long,78,E22.01,,0.0036,0.9794,0.5724,
W-STAT,long,79,E15.01,,0.0036,0.9830,0.5631,
W-STAT,long,80,C.04,,0.0035,0.9864,0.5479,
W-STAT,long,81,B-P4.02,,0.0032,0.9897,0.5102,
W-STAT,long,82,B-P1.09,,0.0031,0.9928,0.4923,
W-STAT,long,83,B-P3.08,,0.0028,0.9956,0.4395,
W-STAT,long,84,B-P2.09,,0.0027,0.9982,0.4227,
W-STAT,long,85,B-P1.11,,0.0018,1.0000,0.2780,
W-STAT,short,1,E51.01,,0.0455,0.0455,6.3478,
W-STAT,short,2,C.08,,0.0302,0.0758,4.2142,
W-STAT,short,3,C.05,,0.0264,0.1021,3.6774,
W-STAT,short,4,B-S.07,,0.0263,0.1284,3.6599,
W-STAT,short,5,E03.01,,0.0254,0.1538,3.5435,
W-STAT,short,6,E20.01,,0.0251,0.1789,3.5027,
W-STAT,short,7,E50.01,,0.0234,0.2023,3.2567,
W-STAT,short,8,B-P1.06,,0.0225,0.2248,3.1358,
W-STAT,short,9,B-S.09,,0.0200,0.2448,2.7864,
W-STAT,short,10,B-S.08,,0.0198,0.2646,2.7573,
W-STAT,short,11,E52.01,,0.0197,0.2843,2.7483,
W-STAT,short,12,C.06,,0.0191,0.3033,2.6583,
W-STAT,short,13,B-P4.04,,0.0183,0.3217,2.5579,
W-STAT,short,14,B-P4.09,,0.0178,0.3395,2.4777,
W-STAT,short,15,E12.01,,0.0174,0.3568,2.4210,
W-STAT,short,16,B-P3.06,,0.0173,0.3741,2.4079,
W-STAT,short,17,C.03,,0.0173,0.3914,2.4079,
W-STAT,short,18,E05.01,,0.0170,0.4084,2.3752,
W-STAT,short,19,E42.01,,0.0169,0.4253,2.3516,
W-STAT,short,20,B-P4.01,,0.0160,0.4413,2.2332,
W-STAT,short,21,B-P2.07,,0.0156,0.4569,2.1750,
W-STAT,short,22,E25.01,,0.0155,0.4724,2.1633,
W-STAT,short,23,B-P2.02,,0.0150,0.4874,2.0877,
W-STAT,short,24,B-P2.01,,0.0149,0.5023,2.0760,
W-STAT,short,25,B-P1.03,,0.0149,0.5172,2.0760,
W-STAT,short,26,B-P4.05,,0.0148,0.5319,2.0585,
W-STAT,short,27,E08.01,,0.0142,0.5461,1.9733,
W-STAT,short,28,B-P4.02,,0.0136,0.5597,1.8989,
W-STAT,short,29,B-P2.05,,0.0134,0.5731,1.8678,
W-STAT,short,30,B-P2.08,,0.0131,0.5862,1.8300,
W-STAT,short,31,C.10,,0.0130,0.5992,1.8139,
W-STAT,short,32,E19.01,,0.0125,0.6117,1.7383,
W-STAT,short,33,B-P1.10,,0.0124,0.6242,1.7353,
W-STAT,short,34,B-P4.10,,0.0123,0.6364,1.7121,
W-STAT,short,35,B-P3.07,,0.0123,0.6487,1.7092,
W-STAT,short,36,E28.01,,0.0123,0.6610,1.7091,
W-STAT,short,37,E43.01,,0.0123,0.6732,1.7091,
W-STAT,short,38,E06.01,,0.0120,0.6853,1.6794,
W-STAT,short,39,B-S.06,,0.0119,0.6972,1.6640,
W-STAT,short,40,B-S.14,,0.0111,0.7083,1.5419,
W-STAT,short,41,E18.01,,0.0108,0.7191,1.5053,
W-STAT,short,42,B-P1.02,,0.0107,0.7297,1.4863,
W-STAT,short,43,C.12,,0.0106,0.7403,1.4741,
W-STAT,short,44,B-P1.01,,0.0105,0.7508,1.4631,
W-STAT,short,45,B-P3.02,,0.0104,0.7612,1.4471,
W-STAT,short,46,B-P3.01,,0.0103,0.7715,1.4354,
W-STAT,short,47,G03.1,,0.0101,0.7815,1.4063,
W-STAT,short,48,B-P3.04,,0.0100,0.7915,1.3907,
W-STAT,short,49,C.02,,0.0088,0.8003,1.2272,
W-STAT,short,50,E22.01,,0.0087,0.8090,1.2142,
W-STAT,short,51,E21.01,,0.0086,0.8177,1.2058,
W-STAT,short,52,E16.01,,0.0085,0.8262,1.1894,
W-STAT,short,53,B-P2.06,,0.0085,0.8347,1.1792,
W-STAT,short,54,B-P2.04,,0.0084,0.8431,1.1777,
W-STAT,short,55,B-P1.05,,0.0084,0.8515,1.1734,
W-STAT,short,56,G06.1,,0.0082,0.8598,1.1472,
W-STAT,short,57,C.07,,0.0077,0.8675,1.0774,
W-STAT,short,58,B-P3.05,,0.0077,0.8752,1.0686,
W-STAT,short,59,B-S.05,,0.0076,0.8827,1.0569,
W-STAT,short,60,B-P1.07,,0.0075,0.8903,1.0525,
W-STAT,short,61,C.11,,0.0069,0.8972,0.9669,
W-STAT,short,62,E24.01,,0.0068,0.9041,0.9521,
W-STAT,short,63,B-P2.11,,0.0067,0.9108,0.9385,
W-STAT,short,64,E17.01,,0.0067,0.9174,0.9274,
W-STAT,short,65,C.09,,0.0063,0.9237,0.8779,
W-STAT,short,66,E13.01,,0.0060,0.9298,0.8400,
W-STAT,short,67,C.01,,0.0059,0.9357,0.8215,
W-STAT,short,68,B-P3.10,,0.0057,0.9414,0.7949,
W-STAT,short,69,B-P3.03,,0.0056,0.9469,0.7774,
W-STAT,short,70,E15.01,,0.0053,0.9522,0.7366,
W-STAT,short,71,E14.01,,0.0052,0.9574,0.7180,
W-STAT,short,72,B-P1.09,,0.0051,0.9624,0.7060,
W-STAT,short,73,C.04,,0.0050,0.9674,0.6957,
W-STAT,short,74,E07.01,,0.0041,0.9716,0.5783,
W-STAT,short,75,B-P2.03,,0.0041,0.9757,0.5750,
W-STAT,short,76,B-P3.08,,0.0040,0.9797,0.5536,
W-STAT,short,77,B-P3.09,,0.0039,0.9835,0.5390,
W-STAT,short,78,B-P2.09,,0.0037,0.9872,0.5159,
W-STAT,short,79,B-P2.10,,0.0035,0.9908,0.4912,
W-STAT,short,80,E10.01,,0.0032,0.9939,0.4422,
W-STAT,short,81,E23.01,,0.0025,0.9964,0.3450,
W-STAT,short,82,G04.1,,0.0022,0.9986,0.3116,
W-STAT,short,83,B-P1.08,,0.0008,0.9994,0.1121,
W-STAT,short,84,B-P1.11,,0.0005,1.0000,0.0750,
W-STAT,short,85,B-P1.04,,0.0000,1.0000,0.0033,
