bucket_id,ts,side,pred_long,pred_short,gap,variant,window,outcome,whipsaw,O.06,O.12,O.24,O.18,O.23
9702,1782645466,short,35.29,41.13,5.84,W-ALL,discovery,SL,0,,1.0584,0.0280,0.0140,0.0000
9703,1782645523,short,34.46,41.66,7.19,W-ALL,discovery,SL,0,,1.0442,0.0560,0.0280,0.0000
9704,1782645602,short,34.74,41.32,6.57,W-ALL,discovery,SL,0,,0.8600,0.0839,0.0419,0.0000
9705,1782645626,short,34.66,41.30,6.64,W-ALL,discovery,SL,0,,0.8176,0.1676,0.0838,0.0000
9706,1782645661,short,35.36,41.08,5.73,W-ALL,discovery,SL,0,,0.7470,0.0000,0.0000,0.0000
9707,1782645690,short,35.15,41.06,5.91,W-ALL,discovery,SL,0,,0.6907,0.0837,0.0419,0.0000
9708,1782645724,short,35.31,41.09,5.78,W-ALL,discovery,SL,0,,0.6202,0.3904,0.1952,156.5810
9709,1782645757,short,35.50,41.05,5.55,W-ALL,discovery,SL,0,,0.6062,0.4182,0.2091,261.3040
9710,1782645761,short,35.87,40.50,4.63,W-ALL,discovery,SL,0,,0.5921,0.4461,0.2230,261.3040
9711,1782645768,short,36.01,40.29,4.27,W-ALL,discovery,SL,1,,0.5078,0.6128,0.3064,1584.6890
9712,1782645768,short,36.56,39.57,3.02,W-ALL,discovery,SL,1,,0.3956,0.8347,0.4174,3091.7100
9713,1782645769,short,36.36,39.85,3.49,W-ALL,discovery,SL,1,,0.4236,0.7793,0.3896,2765.7030
9714,1782645781,short,36.46,40.06,3.60,W-ALL,discovery,SL,1,,0.4797,0.6683,0.3342,1920.8710
9715,1782645792,short,36.73,39.84,3.12,W-ALL,discovery,SL,1,,0.4938,0.6406,0.3203,1717.3090
9716,1782645803,short,36.19,40.19,4.00,W-ALL,discovery,SL,1,,0.5078,0.6128,0.3064,1584.6890
9717,1782645842,short,36.23,40.16,3.92,W-ALL,discovery,SL,1,,0.4517,0.7238,0.3619,2387.3170
9718,1782645854,short,36.35,39.89,3.54,W-ALL,discovery,SL,1,,0.4797,0.6683,0.3342,1899.1870
9719,1782645903,short,35.76,40.39,4.63,W-ALL,discovery,SL,1,,0.5078,0.6128,0.3064,1584.6890
9720,1782645964,short,35.69,40.52,4.83,W-ALL,discovery,SL,0,,0.5218,0.5850,0.2925,1443.9010
9721,1782646007,short,36.09,40.21,4.12,W-ALL,discovery,SL,1,,0.3956,0.8347,0.4174,2895.4800
9722,1782646036,short,36.12,40.22,4.09,W-ALL,discovery,SL,1,,0.4376,0.7516,0.3758,2437.0320
9723,1782646085,short,35.49,40.78,5.29,W-ALL,discovery,SL,1,,0.4236,0.7793,0.3896,2541.0690
9724,1782646148,short,35.18,41.15,5.97,W-ALL,discovery,SL,1,,0.4236,0.7793,0.3896,2541.0690
9725,1782646227,short,35.19,41.07,5.89,W-ALL,discovery,SL,1,,0.4797,0.6683,0.3342,1788.2610
9726,1782646306,short,35.29,40.94,5.66,W-ALL,discovery,SL,1,,0.4517,0.7238,0.3619,2186.6740
9727,1782646402,short,35.02,41.21,6.19,W-ALL,discovery,SL,0,,0.5359,0.5573,0.2786,376.4030
9728,1782646439,short,34.63,41.55,6.91,W-ALL,discovery,SL,0,,0.5640,0.5017,0.2508,339.4980
9729,1782646543,short,34.39,41.59,7.20,W-ALL,discovery,SL,0,,0.6202,0.3904,0.1952,156.5810
9730,1782646628,short,34.79,41.33,6.54,W-ALL,discovery,SL,0,,0.7470,0.1396,0.0698,17.5710
9731,1782646645,short,34.94,41.26,6.31,W-ALL,discovery,SL,0,,0.8035,0.0000,0.0000,0.0000
9732,1782646700,short,35.02,40.94,5.91,W-ALL,discovery,SL,0,,0.6625,0.0837,0.0418,0.0000
9733,1782646778,short,35.12,41.01,5.89,W-ALL,discovery,SL,0,,0.5780,0.0000,0.0000,0.0000
9734,1782646847,short,34.93,41.15,6.22,W-ALL,discovery,SL,1,,0.4657,0.6404,0.3202,1564.5620
9735,1782646907,short,34.88,41.13,6.25,W-ALL,discovery,SL,1,,0.4797,0.6126,0.3063,1316.4140
9736,1782646944,short,34.80,41.20,6.41,W-ALL,discovery,SL,1,,0.4517,0.6682,0.3341,1585.6340
9737,1782647003,short,35.02,41.10,6.08,W-ALL,discovery,SL,1,,0.3816,0.8068,0.4034,2071.3150
9738,1782647040,short,35.31,41.12,5.81,W-ALL,discovery,SL,1,,0.3816,0.8068,0.4034,2071.3150
9739,1782647088,short,34.92,41.33,6.42,W-ALL,discovery,SL,1,,0.3816,0.8068,0.4034,2071.3150
9740,1782647107,short,35.36,40.90,5.54,W-ALL,discovery,SL,1,,0.3396,0.8899,0.4449,2444.1900
9741,1782647128,short,35.53,40.64,5.11,W-ALL,discovery,SL,1,,0.3116,0.9452,0.4726,2473.3530
9742,1782647152,short,35.48,40.82,5.34,W-ALL,discovery,SL,1,,0.3536,0.8622,0.4311,2389.5010
9743,1782647188,short,35.69,40.55,4.86,W-ALL,discovery,SL,0,,0.4938,0.5849,0.2924,1124.4540
9744,1782647249,short,34.98,41.30,6.32,W-ALL,discovery,SL,0,,0.5218,0.5293,0.2647,972.0540
9745,1782647322,short,35.29,40.86,5.57,W-ALL,discovery,SL,0,,0.5078,0.5571,0.2786,990.7570
9746,1782647403,short,35.38,40.77,5.39,W-ALL,discovery,SL,1,,0.4657,0.6404,0.3202,1334.7360
9747,1782647473,short,35.25,40.86,5.62,W-ALL,discovery,SL,1,,0.4797,0.6126,0.3063,1146.6920
9748,1782647609,short,35.45,40.69,5.23,W-ALL,discovery,SL,1,,0.3816,0.8068,0.4034,1750.4160
9749,1782647619,short,35.37,40.86,5.49,W-ALL,discovery,SL,1,,0.3536,0.8622,0.4311,1932.0870
9750,1782647655,short,35.83,40.61,4.78,W-ALL,discovery,TP,0,0.9730,,,,
9751,1782647667,short,35.59,40.51,4.92,W-ALL,discovery,TP,0,1.0141,,,,
9752,1782647668,short,35.75,40.16,4.42,W-ALL,discovery,TP,0,1.0004,,,,
9753,1782647668,short,35.48,40.35,4.87,W-ALL,discovery,SL,1,,0.3256,0.9176,0.4588,1953.9180
9754,1782647701,short,35.65,40.82,5.16,W-ALL,discovery,SL,1,,0.3116,0.9452,0.4726,1982.9220
9755,1782647722,short,35.29,40.91,5.62,W-ALL,discovery,SL,1,,0.3536,0.8622,0.4311,1932.0870
9756,1782647782,short,35.21,41.19,5.98,W-ALL,discovery,TP,0,1.0004,,,,
9757,1782647821,short,35.30,41.07,5.78,W-ALL,discovery,SL,1,,0.3676,0.8345,0.4172,1778.4190
9758,1782647843,short,35.62,40.76,5.14,W-ALL,discovery,SL,1,,0.3956,0.7791,0.3895,1636.8980
9759,1782647935,short,35.26,41.06,5.80,W-ALL,discovery,SL,1,,0.3956,0.7791,0.3895,1636.8980
9760,1782648039,short,35.08,41.07,5.99,W-ALL,discovery,SL,1,,0.4376,0.6959,0.3479,1319.6960
9761,1782648113,short,34.97,41.05,6.08,W-ALL,discovery,SL,1,,0.4236,0.7236,0.3618,1319.6960
9762,1782648168,short,35.08,41.16,6.08,W-ALL,discovery,SL,1,,0.4517,0.6682,0.3341,1264.7350
9763,1782648186,short,35.27,41.11,5.84,W-ALL,discovery,SL,0,,0.5218,0.5293,0.2647,972.0540
9764,1782648202,short,35.28,41.22,5.94,W-ALL,discovery,SL,0,,0.5640,0.4459,0.2230,815.6740
9765,1782648261,short,34.87,41.38,6.51,W-ALL,discovery,SL,1,,0.4797,0.6126,0.3063,1112.2310
9766,1782648373,short,35.33,40.87,5.53,W-ALL,discovery,SL,1,,0.4096,0.7514,0.3757,1198.9520
9767,1782648373,short,35.81,40.09,4.28,W-ALL,discovery,SL,1,,0.3536,0.8622,0.4311,1341.4720
9768,1782648429,short,35.15,41.03,5.88,W-ALL,discovery,SL,1,,0.3676,0.8345,0.4172,1226.9550
9769,1782648448,short,35.59,40.75,5.16,W-ALL,discovery,SL,1,,0.3256,0.9176,0.4588,1285.0740
9770,1782648506,short,34.95,41.37,6.42,W-ALL,discovery,SL,1,,0.3676,0.8345,0.4172,1226.9550
9771,1782648589,short,34.91,41.45,6.54,W-ALL,discovery,SL,0,,0.4938,0.5849,0.2924,956.2960
9772,1782648649,short,34.76,41.25,6.48,W-ALL,discovery,SL,1,,0.4797,0.6126,0.3063,1028.9730
9773,1782648722,short,34.69,41.39,6.71,W-ALL,discovery,SL,0,,0.4938,0.5849,0.2924,956.2960
9774,1782648773,short,35.22,41.04,5.82,W-ALL,discovery,SL,0,,0.6062,0.3625,0.1812,587.0220
9775,1782648807,short,35.17,41.13,5.97,W-ALL,discovery,SL,0,,0.5359,0.5015,0.2508,870.9770
9776,1782648914,short,35.13,41.27,6.14,W-ALL,discovery,SL,0,,0.5499,0.4737,0.2369,764.1230
9777,1782648941,short,35.41,40.91,5.50,W-ALL,discovery,SL,1,,0.4236,0.7236,0.3618,764.1230
9778,1782649015,short,35.18,41.29,6.11,W-ALL,discovery,SL,0,,0.6202,0.3346,0.1673,513.0780
9779,1782649021,short,35.41,40.77,5.36,W-ALL,discovery,SL,0,,0.6484,0.2789,0.1395,506.9790
9780,1782649030,short,35.14,41.26,6.12,W-ALL,discovery,SL,0,,0.7188,0.1396,0.0698,101.7610
9781,1782649055,short,35.17,41.19,6.02,W-ALL,discovery,SL,0,,0.7188,0.1396,0.0698,101.7610
9782,1782649081,short,35.46,40.91,5.45,W-ALL,discovery,SL,0,,0.7612,0.0559,0.0279,38.7130
9783,1782649160,short,35.07,41.24,6.16,W-ALL,discovery,SL,0,,0.6625,0.2511,0.1255,310.2180
9784,1782649199,short,35.47,40.96,5.49,W-ALL,discovery,SL,0,,0.7894,0.0000,0.0000,0.0000
9785,1782649236,short,35.25,41.03,5.78,W-ALL,discovery,SL,0,,0.7329,0.0000,0.0000,0.0000
9786,1782649294,short,34.92,41.09,6.16,W-ALL,discovery,SL,0,,0.6625,0.0837,0.0418,234.4300
9787,1782649360,short,34.75,41.20,6.45,W-ALL,discovery,SL,0,,0.6766,0.0558,0.0279,0.0000
9788,1782649528,short,34.74,41.31,6.57,W-ALL,discovery,SL,0,,0.6766,0.0558,0.0279,0.0000
9789,1782649705,short,35.00,40.99,5.99,W-ALL,discovery,SL,0,,0.5780,0.0000,0.0000,0.0000
9790,1782649733,short,35.39,40.91,5.52,W-ALL,discovery,SL,0,,0.3816,0.1113,0.0556,0.0000
9791,1782649743,short,35.63,40.47,4.84,W-ALL,discovery,SL,0,,0.3256,0.0000,0.0000,0.0000
9792,1782649745,short,35.70,40.26,4.56,W-ALL,discovery,SL,0,,0.2976,0.0000,0.0000,0.0000
9793,1782649752,short,36.31,39.74,3.43,W-ALL,discovery,SL,0,,0.2278,0.0000,0.0000,0.0000
9794,1782649755,short,36.39,39.50,3.11,W-ALL,discovery,SL,1,,0.1720,0.1110,0.0555,22.1040
9795,1782649764,short,36.07,40.29,4.22,W-ALL,discovery,SL,0,,0.2138,0.0278,0.0139,0.0000
9796,1782649777,short,35.96,40.31,4.35,W-ALL,discovery,SL,1,,0.1580,0.1388,0.0694,13.4170
9797,1782649788,short,36.14,40.08,3.94,W-ALL,discovery,SL,1,,0.1441,0.1665,0.0833,13.4170
9798,1782649802,short,36.59,39.61,3.02,W-ALL,discovery,SL,1,,0.1859,0.0278,0.0139,0.0000
9799,1782649813,short,36.41,39.84,3.43,W-ALL,discovery,SL,1,,0.1301,0.1110,0.0555,0.0000
9800,1782649823,short,36.76,39.50,2.75,W-ALL,discovery,SL,1,,0.0466,0.0832,0.0416,0.0000
9801,1782649829,short,36.52,39.71,3.18,W-ALL,discovery,SL,1,,0.0466,0.0277,0.0139,0.0000
9802,1782649830,short,36.89,39.37,2.48,W-ALL,discovery,SL,1,,0.0466,0.0277,0.0139,0.0000
9803,1782649835,short,36.97,39.30,2.34,W-ALL,discovery,TP,0,1.2597,,,,
9804,1782649837,short,37.14,39.26,2.12,W-ALL,discovery,TP,0,1.3685,,,,
9805,1782649837,short,36.86,39.25,2.39,W-ALL,discovery,TP,0,1.3957,,,,
9806,1782649837,short,37.09,38.99,1.90,W-ALL,discovery,TP,0,1.4499,,,,
9807,1782649838,short,37.61,38.70,1.10,W-ALL,discovery,TP,0,1.4364,,,,
9808,1782649838,short,37.18,39.09,1.91,W-ALL,discovery,TP,0,1.3957,,,,
9809,1782649839,short,37.31,39.07,1.76,W-ALL,discovery,TP,0,1.3685,,,,
9810,1782649844,short,37.25,39.20,1.96,W-ALL,discovery,TP,0,1.3277,,,,
9811,1782649855,short,36.85,39.52,2.67,W-ALL,discovery,TP,0,1.2733,,,,
9812,1782649865,short,37.03,39.39,2.36,W-ALL,discovery,TP,0,1.2870,,,,
9813,1782649879,short,36.95,39.33,2.38,W-ALL,discovery,TP,0,1.2461,,,,
9814,1782649905,short,36.66,39.70,3.04,W-ALL,discovery,TP,0,1.0961,,,,
9815,1782649918,short,36.86,39.33,2.47,W-ALL,discovery,TP,0,1.1644,,,,
9816,1782649949,short,36.59,39.92,3.33,W-ALL,discovery,TP,0,1.0551,,,,
9817,1782649967,short,36.81,39.65,2.84,W-ALL,discovery,TP,0,1.0961,,,,
9818,1782649986,short,36.32,40.03,3.72,W-ALL,discovery,TP,0,1.0278,,,,
9819,1782650011,short,36.31,40.33,4.02,W-ALL,discovery,TP,0,0.9867,,,,
9820,1782650075,short,36.07,40.35,4.27,W-ALL,discovery,TP,0,1.0688,,,,
9821,1782650108,short,36.65,39.84,3.18,W-ALL,discovery,TP,0,0.8771,,,,
9822,1782650119,short,35.81,40.54,4.73,W-ALL,discovery,TP,0,0.8497,,,,
9823,1782650158,short,35.76,40.49,4.73,W-ALL,discovery,TP,0,0.9730,,,,
9824,1782650197,short,35.65,40.67,5.02,W-ALL,discovery,TP,0,0.9045,,,,
9825,1782650254,short,35.21,40.83,5.62,W-ALL,discovery,TP,0,0.8497,,,,
9826,1782650293,short,35.36,40.68,5.32,W-ALL,discovery,TP,0,0.7672,,,,
9827,1782650375,short,34.79,41.14,6.36,W-ALL,discovery,TP,0,0.7535,,,,
9828,1782650391,short,35.68,40.62,4.95,W-ALL,discovery,TP,0,0.7535,,,,
9829,1782650477,short,35.30,40.86,5.56,W-ALL,discovery,TP,0,0.8085,,,,
9830,1782650514,short,35.75,40.60,4.85,W-ALL,discovery,TP,0,0.7122,,,,
9831,1782650528,short,35.49,40.83,5.34,W-ALL,discovery,TP,0,0.6295,,,,
9832,1782650572,short,35.18,41.03,5.84,W-ALL,discovery,TP,0,0.6709,,,,
9833,1782650707,short,35.18,40.97,5.79,W-ALL,discovery,TP,0,0.7260,,,,
9834,1782650742,short,35.59,40.71,5.11,W-ALL,discovery,TP,0,0.7672,,,,
9835,1782650773,short,35.29,41.06,5.76,W-ALL,discovery,TP,0,0.7535,,,,
9836,1782650829,short,34.86,41.32,6.45,W-ALL,discovery,TP,0,0.7810,,,,
9837,1782650867,short,35.45,40.79,5.34,W-ALL,discovery,TP,0,0.7260,,,,
9838,1782650874,short,35.35,40.58,5.22,W-ALL,discovery,TP,0,0.7535,,,,
9839,1782650896,short,35.04,41.02,5.97,W-ALL,discovery,TP,0,0.7535,,,,
9840,1782651001,short,34.78,41.19,6.41,W-ALL,discovery,TP,0,0.7810,,,,
9841,1782651164,short,34.64,41.20,6.56,W-ALL,discovery,TP,0,0.8771,,,,
9842,1782651235,short,34.45,41.34,6.89,W-ALL,discovery,TP,0,0.9045,,,,
9843,1782651383,short,34.24,41.51,7.27,W-ALL,discovery,TP,0,0.8359,,,,
9844,1782651435,short,34.71,41.12,6.41,W-ALL,discovery,TP,0,0.8634,,,,
9845,1782651586,short,34.27,41.44,7.16,W-ALL,discovery,TP,0,0.8222,,,,
9846,1782651661,short,34.42,41.34,6.92,W-ALL,discovery,TP,0,0.6984,,,,
9847,1782651684,short,34.70,41.21,6.51,W-ALL,discovery,TP,0,0.5882,,,,
9848,1782651687,short,34.94,40.67,5.74,W-ALL,discovery,SL,1,,0.4680,0.9217,0.4608,1415.3870
9849,1782651695,short,34.55,41.27,6.72,W-ALL,discovery,SL,1,,0.4962,0.8660,0.4330,1306.4090
9850,1782651702,short,34.72,40.81,6.10,W-ALL,discovery,SL,1,,0.5526,0.7547,0.3774,950.4000
9851,1782651723,short,34.61,41.26,6.65,W-ALL,discovery,SL,1,,0.5949,0.6711,0.3356,877.7580
9852,1782651728,short,34.96,40.97,6.01,W-ALL,discovery,SL,1,,0.6090,0.6433,0.3216,873.0970
9853,1782651742,short,35.30,40.63,5.33,W-ALL,discovery,SL,1,,0.5244,0.8104,0.4052,1014.9320
9854,1782651751,short,35.30,40.58,5.29,W-ALL,discovery,SL,1,,0.4821,0.8939,0.4469,1293.3450
9855,1782651771,short,35.27,40.75,5.47,W-ALL,discovery,SL,0,,0.6513,0.5596,0.2798,546.8870
9856,1782651777,short,35.02,40.92,5.90,W-ALL,discovery,SL,0,,0.6654,0.5317,0.2658,540.3310
9857,1782651778,short,35.12,40.42,5.29,W-ALL,discovery,SL,0,,0.6796,0.5038,0.2519,473.1610
9858,1782651780,short,35.11,40.62,5.51,W-ALL,discovery,SL,0,,0.7078,0.4479,0.2240,440.1220
9859,1782651784,short,35.66,39.95,4.30,W-ALL,discovery,SL,0,,0.8069,0.2522,0.1261,116.8120
9860,1782651786,short,35.63,39.75,4.12,W-ALL,discovery,SL,0,,0.7644,0.3361,0.1681,349.7430
9861,1782651786,short,35.86,39.47,3.61,W-ALL,discovery,SL,0,,0.7503,0.3641,0.1820,368.4980
9862,1782651789,short,35.98,39.74,3.76,W-ALL,discovery,SL,0,,0.7786,0.3082,0.1541,282.9150
9863,1782651797,short,36.17,39.64,3.47,W-ALL,discovery,SL,0,,0.8352,0.1962,0.0981,108.8670
9864,1782651807,short,36.08,39.82,3.74,W-ALL,discovery,SL,0,,0.6937,0.4759,0.2379,422.6760
9865,1782651824,short,36.38,39.59,3.21,W-ALL,discovery,SL,0,,0.8778,0.1122,0.0561,34.9140
9866,1782651849,short,35.85,39.83,3.99,W-ALL,discovery,SL,0,,0.8069,0.2522,0.1261,91.7320
9867,1782651861,short,36.19,39.85,3.67,W-ALL,discovery,SL,0,,0.7927,0.2802,0.1401,124.4980
9868,1782651879,short,36.31,39.65,3.34,W-ALL,discovery,SL,0,,0.7786,0.3082,0.1541,221.0810
9869,1782651901,short,36.74,39.31,2.58,W-ALL,discovery,SL,0,,0.9062,0.0561,0.0281,0.0000
9870,1782651914,short,35.96,39.84,3.88,W-ALL,discovery,SL,0,,0.8920,0.0280,0.0140,0.0000
9871,1782651947,short,36.42,39.65,3.23,W-ALL,discovery,SL,0,,0.8494,0.0841,0.0421,0.0000
9872,1782651971,short,36.06,39.99,3.93,W-ALL,discovery,SL,0,,0.8494,0.0561,0.0280,0.0000
9873,1782651985,short,36.25,39.81,3.56,W-ALL,discovery,SL,0,,0.8069,0.1401,0.0701,0.0000
9874,1782651988,short,36.34,39.43,3.10,W-ALL,discovery,SL,0,,0.7927,0.1681,0.0841,18.9150
9875,1782652004,short,36.41,39.81,3.40,W-ALL,discovery,SL,0,,0.7503,0.2521,0.1260,176.4750
9876,1782652025,short,36.39,39.96,3.57,W-ALL,discovery,SL,0,,0.6937,0.3639,0.1819,225.9440
9877,1782652060,short,36.36,40.12,3.76,W-ALL,discovery,SL,0,,0.6513,0.4477,0.2238,292.4450
9878,1782652079,short,36.49,40.05,3.56,W-ALL,discovery,SL,0,,0.7644,0.2241,0.1120,157.7200
9879,1782652102,short,35.94,40.28,4.33,W-ALL,discovery,SL,0,,0.7927,0.1681,0.0841,18.9150
9880,1782652121,short,36.14,40.16,4.02,W-ALL,discovery,SL,0,,0.8069,0.0280,0.0140,0.0000
9881,1782652166,short,35.72,40.57,4.85,W-ALL,discovery,SL,0,,0.7786,0.0560,0.0280,70.6970
9882,1782652237,short,35.35,40.62,5.27,W-ALL,discovery,SL,0,,0.7927,0.0280,0.0140,0.0000
9883,1782652286,short,35.28,40.61,5.32,W-ALL,discovery,SL,0,,0.7361,0.0280,0.0140,0.0000
9884,1782652359,short,35.44,40.56,5.12,W-ALL,discovery,SL,0,,0.6372,0.1119,0.0560,66.5010
9885,1782652415,short,35.65,40.43,4.78,W-ALL,discovery,SL,0,,0.5526,0.2795,0.1398,316.8880
9886,1782652449,short,35.92,40.31,4.39,W-ALL,discovery,SL,0,,0.4962,0.3911,0.1956,595.6150
9887,1782652469,short,35.68,40.81,5.13,W-ALL,discovery,SL,0,,0.4821,0.4190,0.2095,595.6150
9888,1782652510,short,35.50,40.86,5.36,W-ALL,discovery,SL,0,,0.5244,0.3353,0.1677,351.6370
9889,1782652529,short,35.59,40.73,5.15,W-ALL,discovery,SL,0,,0.5807,0.2237,0.1118,297.9050
9890,1782652562,short,35.33,40.93,5.60,W-ALL,discovery,SL,0,,0.5949,0.1957,0.0979,265.2120
9891,1782652688,short,35.05,41.19,6.14,W-ALL,discovery,SL,0,,0.6231,0.1399,0.0699,66.5010
9892,1782652755,short,35.59,40.46,4.87,W-ALL,discovery,SL,0,,0.6796,0.0280,0.0140,0.0000
9893,1782652827,short,35.19,40.65,5.46,W-ALL,discovery,SL,0,,0.6231,0.0559,0.0280,0.0000
9894,1782652862,short,35.53,40.58,5.05,W-ALL,discovery,SL,0,,0.5526,0.0280,0.0140,0.0000
9895,1782652958,short,35.29,40.79,5.50,W-ALL,discovery,SL,0,,0.5244,0.0838,0.0419,0.0000
9896,1782652995,short,35.42,40.94,5.52,W-ALL,discovery,SL,0,,0.4821,0.0838,0.0419,107.3380
9897,1782652997,short,35.64,40.67,5.03,W-ALL,discovery,SL,0,,0.4259,0.1954,0.0977,301.4110
9898,1782653032,short,35.76,40.91,5.15,W-ALL,discovery,SL,0,,0.4540,0.1396,0.0698,138.3120
9899,1782653102,short,35.28,41.24,5.95,W-ALL,discovery,SL,0,,0.4259,0.1954,0.0977,265.8940
9900,1782653134,short,35.50,41.06,5.56,W-ALL,discovery,SL,0,,0.3837,0.2791,0.1395,288.3860
9901,1782653156,short,35.21,41.26,6.06,W-ALL,discovery,SL,0,,0.3977,0.2512,0.1256,265.8980
9902,1782653156,short,35.52,40.56,5.04,W-ALL,discovery,SL,0,,0.4118,0.2233,0.1117,265.8940
9903,1782653187,short,35.63,40.66,5.03,W-ALL,discovery,SL,0,,0.4680,0.1117,0.0559,107.3380
9904,1782653315,short,35.31,40.99,5.68,W-ALL,discovery,SL,0,,0.4540,0.1396,0.0698,107.3380
9905,1782653422,short,35.31,40.91,5.60,W-ALL,discovery,SL,0,,0.5103,0.0279,0.0140,0.0000
9906,1782653457,short,35.78,40.73,4.95,W-ALL,discovery,SL,0,,0.3696,0.0279,0.0140,0.0000
9907,1782653481,short,36.13,40.43,4.30,W-ALL,discovery,SL,0,,0.2014,0.2228,0.1114,283.0060
9908,1782653483,short,36.18,40.01,3.83,W-ALL,discovery,SL,1,,0.1594,0.3063,0.1531,309.4540
9909,1782653484,short,36.21,39.96,3.75,W-ALL,discovery,SL,1,,0.1454,0.3341,0.1670,309.4540
9910,1782653498,short,36.30,40.32,4.02,W-ALL,discovery,SL,0,,0.2154,0.1950,0.0975,214.9270
9911,1782653558,short,35.88,40.66,4.77,W-ALL,discovery,SL,0,,0.2294,0.1393,0.0697,155.0250
9912,1782653606,short,35.85,40.48,4.62,W-ALL,discovery,SL,1,,0.1454,0.3062,0.1531,236.2330
9913,1782653703,short,35.37,40.85,5.48,W-ALL,discovery,SL,0,,0.2574,0.0836,0.0418,32.8720
9914,1782653736,short,35.69,40.59,4.90,W-ALL,discovery,SL,0,,0.2714,0.0557,0.0279,0.0000
9915,1782653846,short,35.84,40.68,4.84,W-ALL,discovery,SL,1,,0.1454,0.2784,0.1392,106.6980
9916,1782653927,short,35.52,40.72,5.20,W-ALL,discovery,SL,1,,0.1035,0.6679,0.3339,1255.3290
9917,1782653982,short,35.66,40.65,4.99,W-ALL,discovery,SL,1,,0.0756,0.7233,0.3617,1303.3760
9918,1782654009,short,35.63,40.82,5.20,W-ALL,discovery,SL,1,,0.1734,0.2228,0.1114,80.2500
9919,1782654034,short,35.69,40.77,5.08,W-ALL,discovery,SL,0,,0.2574,0.0279,0.0139,0.0000
9920,1782654089,short,35.32,40.97,5.65,W-ALL,discovery,SL,0,,0.2154,0.0279,0.0139,0.0000
9921,1782654128,short,35.55,40.81,5.26,W-ALL,discovery,SL,1,,0.0337,0.8065,0.4032,1520.0980
9922,1782654142,short,35.67,40.58,4.90,W-ALL,discovery,SL,1,,0.0895,0.6956,0.3478,1182.2790
9923,1782654143,short,35.31,40.77,5.46,W-ALL,discovery,SL,1,,0.1035,0.6679,0.3339,1148.6310
9924,1782654168,short,35.73,40.64,4.91,W-ALL,discovery,SL,1,,0.0058,0.8618,0.4309,1631.6770
9925,1782654181,short,35.62,40.46,4.83,W-ALL,discovery,TP,0,1.2361,,,,
9926,1782654181,short,35.80,40.42,4.62,W-ALL,discovery,TP,0,1.2498,,,,
9927,1782654202,short,35.70,40.73,5.02,W-ALL,discovery,TP,0,1.2361,,,,
9928,1782654239,short,35.63,40.61,4.98,W-ALL,discovery,TP,0,1.2773,,,,
9929,1782654294,short,35.39,40.84,5.44,W-ALL,discovery,TP,0,1.3737,,,,
9930,1782654314,short,35.67,40.61,4.94,W-ALL,discovery,TP,0,1.3737,,,,
9931,1782654334,short,35.61,40.54,4.94,W-ALL,discovery,TP,0,1.3475,,,,
9932,1782654370,short,35.44,40.71,5.27,W-ALL,discovery,TP,0,1.4033,,,,
9933,1782654403,short,35.19,41.04,5.85,W-ALL,discovery,TP,0,1.4867,,,,
9934,1782654418,short,35.93,40.31,4.38,W-ALL,discovery,TP,0,1.5414,,,,
9935,1782654461,short,35.24,41.08,5.84,W-ALL,discovery,TP,0,1.7494,,,,
9936,1782654492,short,34.95,41.35,6.41,W-ALL,discovery,TP,0,2.0274,,,,
9937,1782654514,short,35.17,41.04,5.88,W-ALL,discovery,TP,0,1.9733,,,,
9938,1782654526,short,35.17,41.13,5.95,W-ALL,discovery,TP,0,1.9733,,,,
9939,1782654534,short,35.28,40.90,5.62,W-ALL,discovery,TP,0,1.9733,,,,
9940,1782654571,short,35.38,41.03,5.65,W-ALL,discovery,SL,1,,0.0477,0.7788,0.3894,1454.3670
9941,1782654585,short,35.25,40.98,5.74,W-ALL,discovery,SL,1,,0.0477,0.7788,0.3894,1454.3670
9942,1782654645,short,34.61,41.39,6.77,W-ALL,discovery,SL,1,,0.0756,0.7233,0.3617,1181.8990
9943,1782654698,short,34.10,41.72,7.62,W-ALL,discovery,SL,1,,0.0616,0.7510,0.3755,1263.7370
9944,1782654760,short,34.69,41.20,6.51,W-ALL,discovery,SL,1,,0.1454,0.5846,0.2923,762.8350
9945,1782654800,short,34.83,40.89,6.06,W-ALL,discovery,SL,1,,0.1594,0.5569,0.2784,722.4230
9946,1782654833,short,34.89,40.94,6.06,W-ALL,discovery,SL,1,,0.1035,0.6679,0.3339,1046.0540
9947,1782654916,short,34.16,41.48,7.32,W-ALL,discovery,SL,1,,0.1454,0.5846,0.2923,722.4230
9948,1782654953,short,34.71,41.11,6.39,W-ALL,discovery,SL,0,,0.2574,0.3623,0.1812,405.3540
9949,1782654988,short,34.48,41.27,6.79,W-ALL,discovery,SL,0,,0.2434,0.3901,0.1951,405.3540
9950,1782655030,short,34.43,41.23,6.81,W-ALL,discovery,SL,0,,0.3275,0.2231,0.1116,123.2890
9951,1782655032,short,34.66,40.88,6.22,W-ALL,discovery,SL,0,,0.3837,0.1116,0.0558,103.2200
9952,1782655070,short,34.64,41.29,6.65,W-ALL,discovery,SL,0,,0.3135,0.2510,0.1255,120.8160
9953,1782655088,short,34.84,41.16,6.33,W-ALL,discovery,SL,0,,0.3556,0.0837,0.0418,103.2200
