bucket_id,ts,side,pred_long,pred_short,gap,variant,window,outcome,whipsaw,O.06,O.12,O.24,O.18,O.23
15689,1782868450,short,38.09,38.25,0.16,W-ALL,discovery,SL,0,,3.8753,0.3296,0.1648,33.2810
15690,1782868456,long,38.56,38.18,0.38,W-ALL,discovery,TP,0,3.7755,,,,
15691,1782868463,long,38.82,37.72,1.10,W-ALL,discovery,TP,0,3.6323,,,,
15692,1782868466,long,38.39,38.02,0.37,W-ALL,discovery,TP,0,3.7182,,,,
15693,1782868476,long,38.47,38.21,0.25,W-ALL,discovery,TP,0,3.7468,,,,
15694,1782868481,long,38.32,38.19,0.13,W-ALL,discovery,TP,0,3.7182,,,,
15695,1782868485,long,38.20,38.20,0.00,W-ALL,discovery,TP,0,3.7755,,,,
15696,1782868490,long,38.36,38.20,0.16,W-ALL,discovery,TP,0,3.7325,,,,
15697,1782868500,long,38.35,38.15,0.21,W-ALL,discovery,TP,0,3.6466,,,,
15698,1782868500,short,38.01,38.23,0.22,W-ALL,discovery,SL,0,,3.8323,0.0000,0.0000,0.0000
15699,1782868502,short,37.93,38.44,0.51,W-ALL,discovery,SL,0,,3.7324,0.0549,0.0274,0.0000
15700,1782868503,short,37.79,38.49,0.69,W-ALL,discovery,SL,1,,3.7181,0.0549,0.0274,0.0000
15701,1782868503,short,37.73,38.54,0.80,W-ALL,discovery,SL,1,,3.7038,0.0823,0.0411,0.0000
15702,1782868506,short,37.84,38.58,0.74,W-ALL,discovery,SL,1,,3.6896,0.1097,0.0548,0.0000
15703,1782868508,short,38.06,38.33,0.26,W-ALL,discovery,SL,1,,3.6326,0.7673,0.3837,179.4840
15704,1782868509,short,38.08,38.41,0.32,W-ALL,discovery,SL,1,,3.5472,0.9310,0.4655,222.7960
15705,1782868510,short,37.96,38.59,0.63,W-ALL,discovery,TP,0,0.0472,,,,
15706,1782868512,short,38.02,38.62,0.60,W-ALL,discovery,TP,0,0.0472,,,,
15707,1782868514,long,38.29,38.27,0.03,W-ALL,discovery,SL,1,,0.1519,0.4382,0.2191,41.9840
15708,1782868517,short,38.37,38.40,0.03,W-ALL,discovery,SL,1,,3.5472,0.9310,0.4655,220.0730
15709,1782868519,short,38.06,38.52,0.46,W-ALL,discovery,SL,1,,3.5188,0.9855,0.4927,233.6640
15710,1782868520,short,37.78,38.77,0.99,W-ALL,discovery,TP,0,0.0200,,,,
15711,1782868524,short,37.95,38.77,0.82,W-ALL,discovery,TP,0,0.0608,,,,
15712,1782868526,short,38.04,38.36,0.32,W-ALL,discovery,TP,0,0.1288,,,,
15713,1782868527,short,37.96,38.61,0.65,W-ALL,discovery,TP,0,0.1423,,,,
15714,1782868531,short,37.85,39.02,1.17,W-ALL,discovery,TP,0,0.1288,,,,
15715,1782868531,short,37.80,38.74,0.94,W-ALL,discovery,TP,0,0.0744,,,,
15716,1782868534,short,37.72,39.06,1.34,W-ALL,discovery,TP,0,0.0472,,,,
15717,1782868543,short,38.20,38.79,0.58,W-ALL,discovery,TP,0,0.0880,,,,
15718,1782868549,short,38.07,38.83,0.76,W-ALL,discovery,TP,0,0.0472,,,,
15719,1782868556,short,37.84,38.83,0.99,W-ALL,discovery,TP,0,0.0064,,,,
15720,1782868567,short,37.31,39.22,1.90,W-ALL,discovery,SL,1,,3.6468,0.7400,0.3700,154.1620
15721,1782868572,short,37.38,38.78,1.40,W-ALL,discovery,SL,1,,3.6753,0.6854,0.3427,148.9540
15722,1782868579,short,37.98,38.45,0.47,W-ALL,discovery,SL,0,,3.7609,0.5213,0.2607,123.3650
15723,1782868582,short,37.91,38.62,0.71,W-ALL,discovery,SL,0,,3.7895,0.4666,0.2333,109.3810
15724,1782868583,short,37.70,38.74,1.04,W-ALL,discovery,SL,0,,3.8038,0.4392,0.2196,102.0060
15725,1782868585,short,37.98,38.49,0.51,W-ALL,discovery,SL,0,,3.8323,0.3844,0.1922,65.7820
15726,1782868592,short,37.82,38.87,1.06,W-ALL,discovery,SL,0,,3.8753,0.3022,0.1511,58.2440
15727,1782868597,short,37.83,38.87,1.03,W-ALL,discovery,SL,0,,3.9612,0.1375,0.0687,22.4880
15728,1782868600,short,38.00,38.61,0.61,W-ALL,discovery,SL,0,,3.9468,0.1649,0.0825,22.4880
15729,1782868603,short,37.57,38.94,1.36,W-ALL,discovery,SL,0,,3.9755,0.1100,0.0550,19.8410
15730,1782868609,short,37.71,38.92,1.21,W-ALL,discovery,SL,0,,4.0042,0.0550,0.0275,8.2390
15731,1782868617,short,37.47,39.27,1.80,W-ALL,discovery,SL,0,,4.0329,0.0000,0.0000,0.0000
15732,1782868623,short,37.01,39.17,2.16,W-ALL,discovery,SL,0,,3.9898,0.0275,0.0137,0.0000
15733,1782868628,short,37.45,38.85,1.40,W-ALL,discovery,SL,0,,3.9468,0.0275,0.0137,0.0000
15734,1782868638,short,37.88,38.58,0.71,W-ALL,discovery,SL,0,,3.9182,0.0824,0.0412,0.0000
15735,1782868645,short,38.11,38.41,0.30,W-ALL,discovery,SL,0,,3.7466,0.4115,0.2058,68.4120
15736,1782868652,short,37.87,38.59,0.73,W-ALL,discovery,SL,0,,3.8038,0.3019,0.1510,46.7950
15737,1782868664,short,37.98,38.61,0.63,W-ALL,discovery,SL,0,,3.9039,0.0275,0.0137,0.0000
15738,1782868681,short,37.95,38.72,0.77,W-ALL,discovery,SL,0,,3.8181,0.1922,0.0961,7.8160
15739,1782868685,short,37.33,38.97,1.64,W-ALL,discovery,SL,0,,3.7609,0.3018,0.1509,28.2060
15740,1782868695,short,37.69,38.92,1.23,W-ALL,discovery,SL,0,,3.7752,0.2744,0.1372,17.7490
15741,1782868705,short,37.94,38.76,0.82,W-ALL,discovery,SL,0,,3.8181,0.1922,0.0961,7.8160
15742,1782868713,short,38.00,38.70,0.70,W-ALL,discovery,SL,0,,3.8323,0.0000,0.0000,0.0000
15743,1782868718,short,38.18,38.54,0.36,W-ALL,discovery,SL,0,,3.6896,0.0823,0.0411,0.0000
15744,1782868721,short,37.96,38.71,0.75,W-ALL,discovery,SL,0,,3.6896,0.0823,0.0411,0.0000
15745,1782868732,short,38.26,38.68,0.41,W-ALL,discovery,SL,0,,3.6041,0.2466,0.1233,21.0430
15746,1782868733,short,38.05,38.81,0.77,W-ALL,discovery,SL,0,,3.6041,0.2466,0.1233,21.0430
15747,1782868748,short,37.49,39.17,1.68,W-ALL,discovery,SL,0,,3.6468,0.0548,0.0274,0.0000
15748,1782868754,short,37.25,39.11,1.86,W-ALL,discovery,SL,0,,3.6326,0.0274,0.0137,0.0000
15749,1782868762,short,37.85,38.81,0.96,W-ALL,discovery,SL,0,,3.5757,0.0548,0.0274,0.0000
15750,1782868775,short,37.99,38.69,0.71,W-ALL,discovery,SL,0,,3.5330,0.1095,0.0548,13.9660
15751,1782868778,long,38.43,38.17,0.27,W-ALL,discovery,TP,0,3.3046,,,,
15752,1782868778,short,38.20,38.35,0.15,W-ALL,discovery,SL,0,,3.4620,0.2462,0.1231,32.4760
15753,1782868780,short,37.90,38.90,1.00,W-ALL,discovery,SL,0,,3.4762,0.2189,0.1095,30.4730
15754,1782868797,short,38.39,38.56,0.18,W-ALL,discovery,SL,0,,3.4620,0.2462,0.1231,30.4730
15755,1782868810,short,37.74,38.89,1.15,W-ALL,discovery,SL,0,,3.4904,0.1916,0.0958,14.9920
15756,1782868813,short,37.25,39.08,1.83,W-ALL,discovery,SL,0,,3.4904,0.1916,0.0958,14.9920
15757,1782868827,short,37.75,38.84,1.09,W-ALL,discovery,SL,0,,3.5614,0.0548,0.0274,0.0000
15758,1782868828,short,37.77,38.83,1.06,W-ALL,discovery,SL,0,,3.5330,0.0000,0.0000,0.0000
15759,1782868835,short,38.10,38.55,0.45,W-ALL,discovery,SL,0,,3.4194,0.0000,0.0000,0.0000
15760,1782868839,short,37.87,38.61,0.75,W-ALL,discovery,SL,0,,3.3202,0.1093,0.0546,38.7950
15761,1782868839,short,38.07,38.48,0.40,W-ALL,discovery,SL,0,,3.2778,0.1912,0.0956,60.5740
15762,1782868842,short,38.05,38.66,0.61,W-ALL,discovery,SL,0,,3.3061,0.1366,0.0683,58.3940
15763,1782868850,short,38.32,38.54,0.22,W-ALL,discovery,SL,0,,3.3344,0.0820,0.0410,0.0000
15764,1782868855,short,38.14,38.56,0.41,W-ALL,discovery,SL,0,,3.3202,0.1093,0.0546,30.2370
15765,1782868864,short,37.71,38.93,1.22,W-ALL,discovery,SL,0,,3.3344,0.0820,0.0410,0.0000
15766,1782868876,short,37.95,38.65,0.70,W-ALL,discovery,SL,0,,3.2354,0.5460,0.2730,351.3040
15767,1782868883,short,38.11,38.68,0.57,W-ALL,discovery,SL,0,,3.2778,0.1912,0.0956,35.7270
15768,1782868896,short,38.17,38.68,0.51,W-ALL,discovery,SL,0,,3.2212,0.5732,0.2866,393.2440
15769,1782868907,short,38.49,38.54,0.04,W-ALL,discovery,SL,0,,3.3202,0.1093,0.0546,20.9420
15770,1782868928,short,37.80,38.85,1.05,W-ALL,discovery,SL,0,,3.3344,0.0547,0.0273,0.0000
15771,1782868932,short,37.05,39.51,2.46,W-ALL,discovery,SL,0,,3.3202,0.0546,0.0273,0.0000
15772,1782868944,short,37.55,39.19,1.64,W-ALL,discovery,SL,0,,3.2778,0.0819,0.0410,0.0000
15773,1782868950,short,38.32,38.37,0.06,W-ALL,discovery,SL,0,,3.2212,0.5732,0.2866,345.7830
15774,1782868951,short,37.34,38.98,1.64,W-ALL,discovery,SL,1,,3.1789,0.6548,0.3274,419.4670
15775,1782868952,short,37.29,38.69,1.40,W-ALL,discovery,SL,1,,3.1224,0.7636,0.3818,540.2340
15776,1782868960,short,37.41,38.80,1.39,W-ALL,discovery,SL,1,,3.1789,0.6548,0.3274,419.4670
15777,1782868963,short,37.33,38.76,1.43,W-ALL,discovery,SL,1,,3.0379,0.9264,0.4632,798.1650
15778,1782868971,short,37.53,38.66,1.13,W-ALL,discovery,SL,1,,3.0238,0.9535,0.4768,852.1510
15779,1782868971,short,37.14,38.60,1.46,W-ALL,discovery,SL,1,,3.0097,0.9807,0.4903,908.3080
15780,1782868976,short,37.16,38.91,1.74,W-ALL,discovery,SL,1,,3.0379,0.9264,0.4632,798.1650
15781,1782868978,short,37.04,38.73,1.69,W-ALL,discovery,SL,1,,3.0801,0.8450,0.4225,683.8960
15782,1782868986,short,37.00,38.92,1.91,W-ALL,discovery,SL,1,,3.1365,0.7364,0.3682,485.6170
15783,1782869003,short,37.12,38.81,1.69,W-ALL,discovery,SL,1,,3.1083,0.7907,0.3954,592.0540
15784,1782869016,short,37.71,38.67,0.96,W-ALL,discovery,SL,1,,3.2071,0.6004,0.3002,384.3340
15785,1782869037,short,37.75,38.73,0.98,W-ALL,discovery,SL,0,,3.2636,0.4915,0.2458,212.4670
15786,1782869063,short,37.36,38.94,1.57,W-ALL,discovery,SL,0,,3.3061,0.4098,0.2049,186.4600
15787,1782869086,short,37.66,38.79,1.14,W-ALL,discovery,SL,0,,3.3485,0.3280,0.1640,44.5130
15788,1782869105,short,37.73,38.91,1.18,W-ALL,discovery,SL,0,,3.3202,0.3825,0.1913,118.3050
15789,1782869145,short,37.84,38.92,1.07,W-ALL,discovery,SL,0,,3.3485,0.3280,0.1640,44.5130
15790,1782869162,short,37.95,38.99,1.04,W-ALL,discovery,SL,0,,3.5188,0.0000,0.0000,0.0000
15791,1782869163,short,37.78,38.73,0.95,W-ALL,discovery,SL,0,,3.4620,0.0547,0.0274,0.0000
15792,1782869163,short,37.99,38.79,0.80,W-ALL,discovery,SL,0,,3.4620,0.0547,0.0274,0.0000
15793,1782869163,short,37.94,38.65,0.71,W-ALL,discovery,SL,0,,3.4478,0.0821,0.0410,2.4200
15794,1782869168,short,37.72,39.16,1.43,W-ALL,discovery,SL,0,,3.4478,0.0821,0.0410,2.4200
15795,1782869170,short,37.85,38.85,1.00,W-ALL,discovery,SL,0,,3.4620,0.0000,0.0000,0.0000
15796,1782869189,short,38.05,38.85,0.80,W-ALL,discovery,SL,0,,3.3627,0.0547,0.0273,0.0000
15797,1782869215,short,37.54,39.14,1.60,W-ALL,discovery,SL,0,,3.3202,0.1366,0.0683,34.4180
15798,1782869249,short,37.55,39.19,1.64,W-ALL,discovery,SL,0,,3.3485,0.0547,0.0273,0.0000
15799,1782869277,short,37.88,38.95,1.07,W-ALL,discovery,SL,0,,3.2495,0.1638,0.0819,14.3310
15800,1782869295,short,37.89,39.10,1.21,W-ALL,discovery,SL,0,,3.2495,0.1638,0.0819,14.3310
15801,1782869299,short,37.82,38.98,1.16,W-ALL,discovery,SL,0,,3.2636,0.1365,0.0683,0.3210
15802,1782869304,short,37.57,39.30,1.73,W-ALL,discovery,SL,0,,3.2354,0.1911,0.0956,13.7850
15803,1782869308,short,37.55,39.47,1.93,W-ALL,discovery,SL,0,,3.2495,0.1638,0.0819,10.1040
15804,1782869311,short,37.53,38.66,1.13,W-ALL,discovery,SL,0,,3.1506,0.3546,0.1773,177.8020
15805,1782869313,short,37.12,39.01,1.89,W-ALL,discovery,SL,0,,3.1224,0.4091,0.2045,216.1720
15806,1782869318,short,38.01,38.71,0.69,W-ALL,discovery,SL,0,,3.2354,0.1911,0.0956,10.1040
15807,1782869325,short,37.83,38.83,1.01,W-ALL,discovery,SL,0,,3.2636,0.1365,0.0683,0.3210
15808,1782869325,short,37.70,38.79,1.09,W-ALL,discovery,SL,0,,3.3061,0.0546,0.0273,0.0000
15809,1782869328,short,37.83,38.65,0.82,W-ALL,discovery,SL,0,,3.2636,0.1365,0.0683,0.0000
15810,1782869345,short,38.10,38.64,0.54,W-ALL,discovery,SL,0,,3.1930,0.2729,0.1364,83.2030
15811,1782869350,short,37.52,39.09,1.57,W-ALL,discovery,SL,0,,3.2071,0.2456,0.1228,78.2640
15812,1782869371,short,37.43,39.33,1.89,W-ALL,discovery,SL,0,,3.2212,0.2184,0.1092,39.7130
15813,1782869382,short,37.67,39.13,1.46,W-ALL,discovery,SL,0,,3.2354,0.1911,0.0956,0.0000
15814,1782869411,short,37.45,39.00,1.54,W-ALL,discovery,SL,0,,3.1647,0.2455,0.1228,62.1590
15815,1782869424,short,37.49,38.90,1.41,W-ALL,discovery,SL,0,,3.0942,0.3817,0.1908,194.2230
15816,1782869441,short,37.45,38.83,1.38,W-ALL,discovery,SL,0,,3.0801,0.4089,0.2044,238.1360
15817,1782869457,short,37.32,38.86,1.54,W-ALL,discovery,SL,0,,3.0942,0.3817,0.1908,194.2230
15818,1782869464,short,37.38,38.81,1.43,W-ALL,discovery,SL,0,,3.0379,0.4905,0.2452,317.6110
15819,1782869464,short,37.39,38.74,1.35,W-ALL,discovery,SL,0,,3.0379,0.4905,0.2452,317.6110
15820,1782869464,short,37.16,38.79,1.63,W-ALL,discovery,SL,0,,3.0097,0.5448,0.2724,415.0000
15821,1782869478,short,36.90,39.27,2.37,W-ALL,discovery,SL,0,,3.0520,0.4633,0.2316,244.7960
15822,1782869482,short,37.44,38.77,1.33,W-ALL,discovery,SL,0,,2.9957,0.5720,0.2860,400.8920
15823,1782869492,short,37.35,39.03,1.68,W-ALL,discovery,SL,0,,3.1083,0.3545,0.1772,184.1350
15824,1782869521,short,37.18,39.04,1.85,W-ALL,discovery,SL,0,,3.0942,0.3817,0.1908,184.1350
15825,1782869545,short,36.97,38.97,2.01,W-ALL,discovery,SL,0,,3.0520,0.4633,0.2316,206.4610
15826,1782869570,short,36.89,39.04,2.15,W-ALL,discovery,SL,0,,3.0238,0.5176,0.2588,281.9890
15827,1782869593,short,36.84,39.07,2.23,W-ALL,discovery,SL,0,,3.0660,0.4361,0.2180,184.1350
15828,1782869610,short,37.31,38.79,1.48,W-ALL,discovery,SL,0,,3.1647,0.2455,0.1228,62.1590
15829,1782869628,short,37.63,38.83,1.20,W-ALL,discovery,SL,0,,3.2212,0.1365,0.0682,28.4090
15830,1782869656,short,37.60,38.90,1.31,W-ALL,discovery,SL,0,,3.2354,0.1092,0.0546,0.0000
15831,1782869673,short,37.23,39.10,1.87,W-ALL,discovery,SL,0,,3.1789,0.1091,0.0546,0.0000
15832,1782869711,short,36.93,39.14,2.21,W-ALL,discovery,SL,0,,3.1365,0.0818,0.0409,0.0000
15833,1782869733,short,36.85,39.21,2.36,W-ALL,discovery,SL,0,,3.1224,0.0273,0.0136,0.0000
15834,1782869777,short,36.61,39.40,2.79,W-ALL,discovery,SL,0,,3.1224,0.0273,0.0136,0.0000
15835,1782869807,short,36.57,39.44,2.87,W-ALL,discovery,SL,0,,3.0520,0.1635,0.0818,0.0000
15836,1782869826,short,36.79,39.11,2.31,W-ALL,discovery,SL,0,,3.0379,0.1907,0.0954,3.7110
15837,1782869849,short,36.69,39.31,2.61,W-ALL,discovery,SL,0,,3.0379,0.0817,0.0409,3.7110
15838,1782869879,short,35.99,39.87,3.89,W-ALL,discovery,SL,0,,3.0238,0.0545,0.0272,3.7110
15839,1782869883,short,36.03,39.91,3.87,W-ALL,discovery,SL,0,,3.0520,0.0000,0.0000,0.0000
15840,1782869893,short,36.56,39.47,2.91,W-ALL,discovery,SL,0,,2.9394,0.0817,0.0408,0.0000
15841,1782869906,short,36.32,39.67,3.35,W-ALL,discovery,SL,0,,2.8973,0.0544,0.0272,0.0000
15842,1782869910,short,36.42,39.48,3.06,W-ALL,discovery,SL,0,,2.8832,0.0272,0.0136,0.0000
15843,1782869921,short,36.66,39.41,2.75,W-ALL,discovery,SL,0,,2.8411,0.0000,0.0000,0.0000
15844,1782869926,short,36.75,39.07,2.31,W-ALL,discovery,SL,0,,2.7571,0.0000,0.0000,0.0000
15845,1782869926,short,36.95,39.02,2.07,W-ALL,discovery,SL,0,,2.7291,0.0000,0.0000,0.0000
15846,1782869927,short,36.88,39.13,2.24,W-ALL,discovery,SL,0,,2.6731,0.0543,0.0272,2.8030
15847,1782869930,short,36.70,39.21,2.51,W-ALL,discovery,SL,0,,2.6871,0.0000,0.0000,0.0000
15848,1782869935,short,36.96,38.98,2.02,W-ALL,discovery,SL,0,,2.6452,0.0000,0.0000,0.0000
15849,1782869936,short,36.91,38.98,2.07,W-ALL,discovery,SL,0,,2.5754,0.1356,0.0678,5.6190
15850,1782869937,short,37.20,38.70,1.50,W-ALL,discovery,SL,0,,2.5893,0.1085,0.0543,4.3160
15851,1782869942,short,37.15,39.01,1.85,W-ALL,discovery,SL,0,,2.6312,0.0000,0.0000,0.0000
15852,1782869944,short,37.29,38.54,1.24,W-ALL,discovery,SL,0,,2.5335,0.0000,0.0000,0.0000
15853,1782869946,short,36.81,39.02,2.21,W-ALL,discovery,SL,0,,2.4917,0.0000,0.0000,0.0000
15854,1782869946,short,37.02,38.64,1.63,W-ALL,discovery,SL,0,,2.4221,0.0813,0.0406,0.0000
15855,1782869947,short,37.09,38.49,1.40,W-ALL,discovery,SL,0,,2.3804,0.0271,0.0135,0.0000
15856,1782869948,short,37.04,38.63,1.59,W-ALL,discovery,SL,0,,2.3387,0.0541,0.0271,0.0000
15857,1782869948,short,37.07,38.44,1.37,W-ALL,discovery,SL,0,,2.2971,0.1353,0.0676,1.3620
15858,1782869949,short,36.90,38.42,1.52,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,37.2150
15859,1782869950,short,36.74,38.79,2.05,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,37.2150
15860,1782869951,short,36.81,38.70,1.88,W-ALL,discovery,SL,0,,2.3387,0.0541,0.0271,0.0000
15861,1782869954,short,36.98,38.37,1.39,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,35.8530
15862,1782869955,short,37.03,38.34,1.31,W-ALL,discovery,SL,0,,2.2554,0.2434,0.1217,52.2050
15863,1782869957,short,36.70,38.78,2.08,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,35.8530
15864,1782869959,short,36.87,38.73,1.87,W-ALL,discovery,SL,0,,2.2971,0.1082,0.0541,0.0000
15865,1782869964,short,37.49,38.19,0.71,W-ALL,discovery,SL,0,,2.2832,0.1893,0.0947,16.9080
15866,1782869968,short,37.16,38.42,1.26,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,51.8100
15867,1782869968,short,36.95,38.45,1.51,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,51.8100
15868,1782869968,short,36.74,38.78,2.04,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,51.8100
15869,1782869968,short,36.91,38.57,1.67,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,51.8100
15870,1782869969,short,36.82,38.66,1.84,W-ALL,discovery,SL,0,,2.2139,0.3244,0.1622,50.8970
15871,1782869969,short,36.74,38.56,1.82,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,50.8970
15872,1782869969,short,36.58,38.74,2.16,W-ALL,discovery,SL,0,,2.2000,0.3514,0.1757,50.8970
15873,1782869969,short,36.96,38.67,1.71,W-ALL,discovery,SL,1,,2.1170,0.5131,0.2565,73.7110
15874,1782869969,short,36.66,38.92,2.26,W-ALL,discovery,SL,1,,2.0202,0.7015,0.3507,91.2000
15875,1782869970,short,36.74,38.73,1.98,W-ALL,discovery,TP,0,0.0529,,,,
15876,1782869970,short,36.82,38.78,1.96,W-ALL,discovery,SL,1,,2.0064,0.7284,0.3642,96.7190
15877,1782869971,short,36.83,38.70,1.87,W-ALL,discovery,SL,1,,2.0617,0.6208,0.3104,90.2130
15878,1782869971,short,36.59,39.00,2.41,W-ALL,discovery,SL,1,,2.0893,0.5670,0.2835,78.8790
15879,1782869972,short,36.65,38.78,2.14,W-ALL,discovery,SL,1,,2.0479,0.6477,0.3238,89.7410
15880,1782869972,short,36.74,38.75,2.00,W-ALL,discovery,SL,1,,2.0202,0.7015,0.3507,89.7410
15881,1782869972,short,36.41,39.07,2.66,W-ALL,discovery,TP,0,0.0394,,,,
15882,1782869972,short,36.29,39.05,2.77,W-ALL,discovery,SL,1,,2.0893,0.5670,0.2835,78.8790
15883,1782869974,short,36.14,39.17,3.04,W-ALL,discovery,SL,1,,2.1308,0.4862,0.2431,66.6860
15884,1782869980,short,36.61,38.86,2.25,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,29.0210
15885,1782869985,short,36.36,39.04,2.68,W-ALL,discovery,SL,1,,2.1308,0.4862,0.2431,60.3000
15886,1782869985,short,35.74,39.62,3.89,W-ALL,discovery,SL,1,,2.0755,0.5939,0.2969,71.4150
15887,1782869990,short,36.33,39.50,3.17,W-ALL,discovery,SL,1,,2.1031,0.5400,0.2700,60.5840
15888,1782869995,short,36.04,39.69,3.65,W-ALL,discovery,SL,1,,2.1585,0.4323,0.2161,55.5120
15889,1782869995,short,35.89,39.68,3.79,W-ALL,discovery,SL,1,,2.1585,0.4323,0.2161,55.5120
15890,1782869995,short,35.97,39.55,3.58,W-ALL,discovery,SL,1,,2.1308,0.4862,0.2431,55.5120
15891,1782870001,short,36.65,39.03,2.38,W-ALL,discovery,SL,0,,2.3248,0.1082,0.0541,0.0340
15892,1782870005,short,36.01,39.27,3.26,W-ALL,discovery,SL,0,,2.2971,0.1623,0.0812,7.4210
15893,1782870013,short,36.26,39.05,2.80,W-ALL,discovery,SL,0,,2.2693,0.2164,0.1082,19.5340
15894,1782870020,short,36.52,38.98,2.45,W-ALL,discovery,SL,0,,2.2832,0.1893,0.0947,7.4210
15895,1782870027,short,36.60,38.89,2.29,W-ALL,discovery,SL,0,,2.2277,0.2974,0.1487,12.5070
15896,1782870035,short,36.75,38.74,1.99,W-ALL,discovery,SL,0,,2.3109,0.1353,0.0676,0.0340
15897,1782870035,short,36.56,38.85,2.29,W-ALL,discovery,SL,0,,2.3526,0.0541,0.0271,0.0000
15898,1782870040,short,36.68,38.84,2.16,W-ALL,discovery,SL,0,,2.2832,0.0270,0.0135,0.0000
15899,1782870051,short,36.81,38.71,1.90,W-ALL,discovery,SL,1,,2.1862,0.0000,0.0000,0.0000
15900,1782870057,short,36.40,39.20,2.80,W-ALL,discovery,SL,1,,2.0893,0.0540,0.0270,0.0000
15901,1782870062,short,36.59,39.22,2.63,W-ALL,discovery,SL,1,,2.0202,0.1889,0.0944,4.6800
15902,1782870067,short,36.01,39.65,3.64,W-ALL,discovery,SL,1,,2.0755,0.0000,0.0000,0.0000
15903,1782870068,short,35.79,39.53,3.74,W-ALL,discovery,TP,0,0.0797,,,,
15904,1782870068,short,35.39,39.88,4.49,W-ALL,discovery,TP,0,0.1333,,,,
15905,1782870068,short,35.43,40.04,4.60,W-ALL,discovery,TP,0,0.1734,,,,
15906,1782870068,short,35.63,39.70,4.07,W-ALL,discovery,TP,0,0.2135,,,,
15907,1782870069,short,36.14,39.38,3.24,W-ALL,discovery,TP,0,0.2402,,,,
15908,1782870069,short,36.49,39.17,2.68,W-ALL,discovery,TP,0,0.2670,,,,
15909,1782870069,short,36.46,39.20,2.74,W-ALL,discovery,TP,0,0.2269,,,,
15910,1782870070,short,36.42,39.20,2.77,W-ALL,discovery,TP,0,0.2135,,,,
15911,1782870071,short,36.06,39.67,3.61,W-ALL,discovery,TP,0,0.2001,,,,
15912,1782870072,short,36.39,39.36,2.98,W-ALL,discovery,TP,0,0.2402,,,,
15913,1782870072,short,36.38,39.35,2.97,W-ALL,discovery,TP,0,0.3070,,,,
15914,1782870072,short,36.32,39.43,3.11,W-ALL,discovery,TP,0,0.3337,,,,
15915,1782870073,short,36.49,39.26,2.77,W-ALL,discovery,TP,0,0.2670,,,,
15916,1782870074,short,36.28,39.37,3.09,W-ALL,discovery,TP,0,0.2269,,,,
15917,1782870075,short,36.24,39.30,3.06,W-ALL,discovery,TP,0,0.2269,,,,
15918,1782870078,short,36.43,39.46,3.03,W-ALL,discovery,TP,0,0.1868,,,,
15919,1782870082,short,36.28,39.64,3.36,W-ALL,discovery,TP,0,0.1600,,,,
15920,1782870086,short,36.28,39.69,3.41,W-ALL,discovery,TP,0,0.1466,,,,
15921,1782870096,short,35.95,40.09,4.14,W-ALL,discovery,TP,0,0.1333,,,,
15922,1782870100,short,36.01,40.12,4.12,W-ALL,discovery,TP,0,0.1600,,,,
15923,1782870103,short,36.30,39.90,3.60,W-ALL,discovery,TP,0,0.0529,,,,
15924,1782870108,short,36.47,39.89,3.42,W-ALL,discovery,SL,1,,2.0893,0.8909,0.4455,1567.9070
15925,1782870114,short,36.31,39.94,3.63,W-ALL,discovery,SL,1,,2.0893,0.8909,0.4455,1567.9070
15926,1782870123,short,36.31,39.78,3.47,W-ALL,discovery,SL,1,,2.1585,0.1081,0.0540,25.7680
15927,1782870128,short,35.80,39.78,3.98,W-ALL,discovery,SL,1,,2.1862,0.0540,0.0270,7.3730
15928,1782870135,short,35.90,39.73,3.83,W-ALL,discovery,SL,1,,2.2000,0.0000,0.0000,0.0000
15929,1782870149,short,36.08,39.71,3.63,W-ALL,discovery,SL,1,,2.1862,0.0000,0.0000,0.0000
15930,1782870156,short,36.04,39.92,3.88,W-ALL,discovery,SL,1,,2.1446,0.0270,0.0135,0.0000
15931,1782870165,short,36.08,39.77,3.69,W-ALL,discovery,SL,1,,2.0893,0.8909,0.4455,1525.8580
15932,1782870174,short,36.01,39.96,3.94,W-ALL,discovery,SL,1,,2.0755,0.9178,0.4589,1615.0300
15933,1782870183,short,36.11,39.96,3.85,W-ALL,discovery,SL,1,,2.0617,0.9447,0.4723,1634.7850
15934,1782870194,short,36.04,39.90,3.86,W-ALL,discovery,TP,0,0.0260,,,,
15935,1782870209,short,35.59,40.50,4.91,W-ALL,discovery,TP,0,0.0260,,,,
15936,1782870212,short,35.53,40.34,4.82,W-ALL,discovery,TP,0,0.0394,,,,
15937,1782870213,short,35.77,40.05,4.28,W-ALL,discovery,TP,0,0.0931,,,,
15938,1782870219,short,35.92,40.13,4.21,W-ALL,discovery,TP,0,0.0931,,,,
