# SEL-k=5 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0382,0.0382,5.5503,
W-ALL,long,2,E01.01,clock,0.0362,0.0745,5.2602,
W-ALL,long,3,E02.01,clock,0.0362,0.1107,5.2602,
W-ALL,long,4,E50.01,,0.0321,0.1429,4.6658,
W-ALL,long,5,E52.01,,0.0320,0.1748,4.6378,
W-ALL,long,6,E03.01,,0.0265,0.2014,3.8527,
W-ALL,long,7,B-S.03,tempo,0.0258,0.2272,3.7461,
W-ALL,long,8,E42.01,,0.0256,0.2528,3.7180,
W-ALL,long,9,E05.01,,0.0256,0.2784,3.7098,
W-ALL,long,10,E20.01,,0.0212,0.2996,3.0770,
W-ALL,long,11,B-P2.06,,0.0204,0.3200,2.9584,
W-ALL,long,12,C.02,,0.0191,0.3391,2.7754,
W-ALL,long,13,E25.01,,0.0186,0.3577,2.6985,
W-ALL,long,14,C.03,,0.0186,0.3762,2.6944,
W-ALL,long,15,C.05,,0.0185,0.3948,2.6886,
W-ALL,long,16,B-P1.06,,0.0183,0.4131,2.6595,
W-ALL,long,17,B-S.14,,0.0177,0.4308,2.5716,
W-ALL,long,18,E12.01,,0.0173,0.4481,2.5134,
W-ALL,long,19,E08.01,,0.0167,0.4648,2.4197,
W-ALL,long,20,B-S.10,suspect-regime,0.0157,0.4805,2.2804,
W-ALL,long,21,B-S.07,,0.0138,0.4943,1.9991,
W-ALL,long,22,B-S.06,,0.0137,0.5080,1.9898,
W-ALL,long,23,B-S.09,,0.0133,0.5213,1.9310,
W-ALL,long,24,E28.01,,0.0129,0.5342,1.8728,
W-ALL,long,25,B-P2.08,,0.0125,0.5467,1.8146,
W-ALL,long,26,E43.01,,0.0122,0.5589,1.7756,
W-ALL,long,27,B-P2.02,,0.0121,0.5710,1.7563,
W-ALL,long,28,B-P4.01,,0.0120,0.5830,1.7371,
W-ALL,long,29,B-P2.01,,0.0118,0.5948,1.7085,
W-ALL,long,30,B-P4.05,,0.0118,0.6066,1.7080,
W-ALL,long,31,C.10,,0.0115,0.6181,1.6695,
W-ALL,long,32,C.06,,0.0114,0.6295,1.6601,
W-ALL,long,33,B-P3.03,,0.0108,0.6403,1.5629,
W-ALL,long,34,B-P1.01,,0.0108,0.6510,1.5624,
W-ALL,long,35,B-P1.02,,0.0106,0.6617,1.5437,
W-ALL,long,36,C.11,,0.0103,0.6720,1.5011,
W-ALL,long,37,B-P1.04,,0.0102,0.6822,1.4782,
W-ALL,long,38,B-P3.04,,0.0101,0.6923,1.4657,
W-ALL,long,39,E19.01,,0.0098,0.7021,1.4168,
W-ALL,long,40,E13.01,,0.0094,0.7114,1.3591,
W-ALL,long,41,B-P3.01,,0.0092,0.7206,1.3300,
W-ALL,long,42,B-P3.02,,0.0091,0.7297,1.3196,
W-ALL,long,43,E21.01,,0.0090,0.7387,1.3088,
W-ALL,long,44,C.12,,0.0089,0.7476,1.2939,
W-ALL,long,45,E06.01,,0.0088,0.7564,1.2795,
W-ALL,long,46,B-P3.05,,0.0084,0.7648,1.2130,
W-ALL,long,47,B-P1.07,,0.0080,0.7728,1.1652,
W-ALL,long,48,C.04,,0.0078,0.7806,1.1349,
W-ALL,long,49,B-S.08,,0.0078,0.7884,1.1257,
W-ALL,long,50,E16.01,,0.0078,0.7961,1.1257,
W-ALL,long,51,C.09,,0.0077,0.8038,1.1163,
W-ALL,long,52,B-P2.07,,0.0076,0.8115,1.1059,
W-ALL,long,53,B-P1.03,,0.0076,0.8190,1.0965,
W-ALL,long,54,B-P2.04,,0.0075,0.8265,1.0833,
W-ALL,long,55,C.08,,0.0074,0.8339,1.0739,
W-ALL,long,56,E18.01,,0.0071,0.8410,1.0284,
W-ALL,long,57,E17.01,,0.0069,0.8478,0.9998,
W-ALL,long,58,B-P1.05,,0.0069,0.8547,0.9993,
W-ALL,long,59,E23.01,,0.0068,0.8615,0.9801,
W-ALL,long,60,G06.1,,0.0067,0.8682,0.9707,
