# SEL-k=16 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0312,0.0312,5.5503,
W-ALL,long,2,E01.01,clock,0.0296,0.0608,5.2602,
W-ALL,long,3,E02.01,clock,0.0296,0.0903,5.2602,
W-ALL,long,4,E50.01,,0.0262,0.1166,4.6658,
W-ALL,long,5,E52.01,,0.0261,0.1426,4.6378,
W-ALL,long,6,C.05,,0.0231,0.1657,4.1064,
W-ALL,long,7,E03.01,,0.0217,0.1874,3.8527,
W-ALL,long,8,B-S.07,,0.0217,0.2090,3.8527,
W-ALL,long,9,B-S.10,suspect-regime,0.0216,0.2306,3.8423,
W-ALL,long,10,B-P1.03,,0.0215,0.2521,3.8236,
W-ALL,long,11,E42.01,,0.0209,0.2730,3.7180,
W-ALL,long,12,E05.01,,0.0209,0.2939,3.7098,
W-ALL,long,13,B-S.03,tempo,0.0191,0.3130,3.3972,
W-ALL,long,14,B-P4.04,,0.0191,0.3321,3.3967,
W-ALL,long,15,B-P1.06,,0.0190,0.3511,3.3874,
W-ALL,long,16,B-S.08,,0.0187,0.3698,3.3286,
W-ALL,long,17,B-P1.02,,0.0181,0.3879,3.2142,
W-ALL,long,18,B-P1.01,,0.0180,0.4058,3.1934,
W-ALL,long,19,C.06,,0.0175,0.4233,3.1061,
W-ALL,long,20,E20.01,,0.0173,0.4406,3.0770,
W-ALL,long,21,B-P4.10,,0.0157,0.4563,2.7941,
W-ALL,long,22,E25.01,,0.0152,0.4714,2.6985,
W-ALL,long,23,E12.01,,0.0141,0.4856,2.5134,
W-ALL,long,24,B-S.09,,0.0140,0.4995,2.4843,
W-ALL,long,25,B-P2.08,,0.0139,0.5134,2.4650,
W-ALL,long,26,E08.01,,0.0136,0.5270,2.4197,
W-ALL,long,27,B-S.06,,0.0133,0.5403,2.3683,
W-ALL,long,28,B-S.14,,0.0133,0.5536,2.3683,
