# SEL-k=8 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,46,E13.01,,0.0087,0.7738,1.3591,
W-ALL,long,47,B-P1.05,,0.0087,0.7825,1.3528,
W-ALL,long,48,B-P4.10,,0.0086,0.7912,1.3390,
W-ALL,long,49,C.03,,0.0084,0.7996,1.3133,
W-ALL,long,50,E21.01,,0.0084,0.8080,1.3088,
W-ALL,long,51,E06.01,,0.0082,0.8162,1.2795,
W-ALL,long,52,B-P1.07,,0.0082,0.8244,1.2718,
W-ALL,long,53,C.09,,0.0078,0.8322,1.2135,
W-ALL,long,54,B-S.05,,0.0076,0.8398,1.1844,
W-ALL,long,55,B-P2.05,,0.0075,0.8473,1.1657,
W-ALL,long,56,E16.01,,0.0072,0.8546,1.1257,
W-ALL,long,57,C.11,,0.0070,0.8616,1.0887,
W-ALL,long,58,E18.01,,0.0066,0.8682,1.0284,
W-ALL,long,59,E17.01,,0.0064,0.8746,0.9998,
W-ALL,long,60,B-P3.09,,0.0064,0.8810,0.9912,
W-ALL,long,61,B-P2.08,,0.0063,0.8873,0.9853,
W-ALL,long,62,E23.01,,0.0063,0.8936,0.9801,
W-ALL,long,63,G06.1,,0.0062,0.8998,0.9707,
W-ALL,long,64,B-P3.10,,0.0061,0.9060,0.9515,
W-ALL,long,65,G04.1,,0.0059,0.9118,0.9118,
W-ALL,long,66,E24.01,,0.0057,0.9176,0.8927,
W-ALL,long,67,E10.01,,0.0056,0.9232,0.8698,
W-ALL,long,68,G03.1,,0.0054,0.9285,0.8350,
W-ALL,long,69,E14.01,,0.0053,0.9338,0.8200,
W-ALL,long,70,B-P3.03,,0.0052,0.9390,0.8147,
W-ALL,long,71,B-P1.10,,0.0051,0.9441,0.7892,
W-ALL,long,72,E07.01,,0.0050,0.9491,0.7799,
W-ALL,long,73,B-P1.04,,0.0047,0.9538,0.7305,
W-ALL,long,74,C.07,,0.0047,0.9585,0.7236,
W-ALL,long,75,C.04,,0.0045,0.9630,0.7059,
W-ALL,long,76,B-P2.11,,0.0042,0.9672,0.6479,
W-ALL,long,77,C.01,,0.0039,0.9711,0.6106,
W-ALL,long,78,B-P3.07,,0.0038,0.9749,0.5844,
W-ALL,long,79,B-P2.03,,0.0038,0.9786,0.5834,
W-ALL,long,80,E22.01,,0.0037,0.9823,0.5724,
W-ALL,long,81,E15.01,,0.0036,0.9859,0.5631,
W-ALL,long,82,B-P2.09,,0.0026,0.9885,0.4057,
W-ALL,long,83,B-P3.05,,0.0025,0.9910,0.3884,
W-ALL,long,84,B-P1.09,,0.0024,0.9934,0.3674,
W-ALL,long,85,B-P2.10,,0.0023,0.9956,0.3508,
W-ALL,long,86,B-P1.11,,0.0018,0.9974,0.2780,
W-ALL,long,87,B-P4.02,,0.0017,0.9991,0.2663,
W-ALL,long,88,B-P3.08,,0.0009,1.0000,0.1363,
W-ALL,short,1,E51.01,,0.0446,0.0446,6.3478,
W-ALL,short,2,B-S.10,suspect-regime,0.0317,0.0763,4.5043,
W-ALL,short,3,E01.01,clock,0.0307,0.1069,4.3631,
W-ALL,short,4,E02.01,clock,0.0307,0.1376,4.3631,
W-ALL,short,5,B-S.03,tempo,0.0250,0.1626,3.5609,
W-ALL,short,6,E03.01,,0.0249,0.1875,3.5435,
W-ALL,short,7,E20.01,,0.0246,0.2121,3.5027,
W-ALL,short,8,E50.01,,0.0229,0.2350,3.2567,
W-ALL,short,9,B-S.07,,0.0218,0.2569,3.1067,
W-ALL,short,10,C.06,,0.0213,0.2782,3.0310,
W-ALL,short,11,C.08,,0.0210,0.2992,2.9938,
W-ALL,short,12,C.05,,0.0196,0.3188,2.7879,
W-ALL,short,13,E52.01,,0.0193,0.3381,2.7483,
W-ALL,short,14,B-P4.09,,0.0182,0.3563,2.5944,
W-ALL,short,15,B-S.14,,0.0172,0.3736,2.4501,
W-ALL,short,16,E12.01,,0.0170,0.3906,2.4210,
W-ALL,short,17,E05.01,,0.0167,0.4073,2.3752,
W-ALL,short,18,E42.01,,0.0165,0.4238,2.3516,
W-ALL,short,19,B-P4.01,,0.0157,0.4395,2.2332,
W-ALL,short,20,B-S.08,,0.0153,0.4548,2.1750,
W-ALL,short,21,E25.01,,0.0152,0.4700,2.1633,
W-ALL,short,22,B-S.09,,0.0151,0.4851,2.1459,
W-ALL,short,23,B-P2.02,,0.0147,0.4997,2.0877,
W-ALL,short,24,B-P2.01,,0.0146,0.5143,2.0760,
W-ALL,short,25,B-P1.03,,0.0146,0.5289,2.0760,
W-ALL,short,26,B-P4.05,,0.0145,0.5434,2.0585,
W-ALL,short,27,B-P2.05,,0.0144,0.5577,2.0425,
W-ALL,short,28,E08.01,,0.0139,0.5716,1.9733,
W-ALL,short,29,C.03,,0.0133,0.5849,1.8968,
W-ALL,short,30,B-P3.07,,0.0132,0.5981,1.8743,
W-ALL,short,31,B-P2.06,,0.0131,0.6112,1.8664,
W-ALL,short,32,B-P3.06,,0.0128,0.6241,1.8256,
W-ALL,short,33,B-P1.06,,0.0128,0.6368,1.8197,
W-ALL,short,34,E19.01,,0.0122,0.6491,1.7383,
W-ALL,short,35,C.02,,0.0121,0.6612,1.7222,
W-ALL,short,36,E28.01,,0.0120,0.6732,1.7091,
W-ALL,short,37,E43.01,,0.0120,0.6852,1.7091,
W-ALL,short,38,E06.01,,0.0118,0.6970,1.6794,
W-ALL,short,39,B-S.06,,0.0108,0.7078,1.5344,
W-ALL,short,40,E18.01,,0.0106,0.7184,1.5053,
W-ALL,short,41,B-P1.02,,0.0106,0.7289,1.5038,
W-ALL,short,42,B-P1.01,,0.0103,0.7392,1.4631,
W-ALL,short,43,B-P3.02,,0.0102,0.7494,1.4471,
W-ALL,short,44,B-P3.01,,0.0101,0.7595,1.4354,
W-ALL,short,45,C.10,,0.0100,0.7694,1.4180,
W-ALL,short,46,G03.1,,0.0099,0.7793,1.4063,
W-ALL,short,47,B-P3.04,,0.0098,0.7891,1.3907,
W-ALL,short,48,B-P2.07,,0.0087,0.7978,1.2433,
W-ALL,short,49,E22.01,,0.0085,0.8064,1.2142,
W-ALL,short,50,E21.01,,0.0085,0.8148,1.2058,
W-ALL,short,51,E16.01,,0.0084,0.8232,1.1894,
W-ALL,short,52,B-P2.04,,0.0083,0.8315,1.1777,
W-ALL,short,53,G06.1,,0.0081,0.8395,1.1472,
W-ALL,short,54,C.07,,0.0073,0.8469,1.0431,
W-ALL,short,55,B-P4.02,,0.0067,0.8536,0.9569,
W-ALL,short,56,B-P1.07,,0.0067,0.8603,0.9521,
W-ALL,short,57,E24.01,,0.0067,0.8670,0.9521,
W-ALL,short,58,B-P1.05,,0.0067,0.8737,0.9519,
W-ALL,short,59,C.01,,0.0066,0.8803,0.9418,
W-ALL,short,60,B-P2.11,,0.0066,0.8869,0.9385,
W-ALL,short,61,E17.01,,0.0065,0.8934,0.9274,
W-ALL,short,62,B-P4.10,,0.0065,0.8999,0.9215,
W-ALL,short,63,B-P2.10,,0.0060,0.9059,0.8511,
W-ALL,short,64,E13.01,,0.0059,0.9118,0.8400,
W-ALL,short,65,B-P3.10,,0.0056,0.9173,0.7949,
W-ALL,short,66,B-S.05,,0.0056,0.9229,0.7949,
W-ALL,short,67,B-P2.08,,0.0056,0.9285,0.7905,
W-ALL,short,68,B-P3.03,,0.0055,0.9339,0.7774,
W-ALL,short,69,B-P1.10,,0.0053,0.9392,0.7488,
W-ALL,short,70,E15.01,,0.0052,0.9444,0.7366,
W-ALL,short,71,C.12,,0.0052,0.9495,0.7338,
W-ALL,short,72,E14.01,,0.0050,0.9546,0.7180,
W-ALL,short,73,C.11,,0.0048,0.9594,0.6883,
W-ALL,short,74,B-P1.08,,0.0046,0.9640,0.6566,
W-ALL,short,75,C.09,,0.0044,0.9684,0.6202,
W-ALL,short,76,B-P2.09,,0.0042,0.9726,0.6013,
W-ALL,short,77,E07.01,,0.0041,0.9767,0.5783,
W-ALL,short,78,B-P2.03,,0.0040,0.9807,0.5750,
W-ALL,short,79,B-P3.09,,0.0035,0.9842,0.4980,
W-ALL,short,80,E10.01,,0.0031,0.9873,0.4422,
W-ALL,short,81,E23.01,,0.0024,0.9898,0.3450,
W-ALL,short,82,B-P3.05,,0.0024,0.9922,0.3407,
W-ALL,short,83,G04.1,,0.0022,0.9943,0.3116,
W-ALL,short,84,B-P1.09,,0.0022,0.9965,0.3114,
W-ALL,short,85,C.04,,0.0018,0.9983,0.2521,
W-ALL,short,86,B-P3.08,,0.0011,0.9994,0.1626,
W-ALL,short,87,B-P1.11,,0.0005,1.0000,0.0750,
W-ALL,short,88,B-P1.04,,0.0000,1.0000,0.0033,
W-STAT,long,1,E51.01,,0.0402,0.0402,5.5503,
W-STAT,long,2,E50.01,,0.0338,0.0740,4.6658,
W-STAT,long,3,E52.01,,0.0336,0.1076,4.6378,
W-STAT,long,4,E03.01,,0.0279,0.1355,3.8527,
W-STAT,long,5,B-P1.03,,0.0277,0.1632,3.8236,
W-STAT,long,6,E42.01,,0.0269,0.1902,3.7180,
W-STAT,long,7,E05.01,,0.0269,0.2171,3.7098,
W-STAT,long,8,B-P1.02,,0.0233,0.2404,3.2142,
W-STAT,long,9,B-P1.01,,0.0231,0.2635,3.1934,
W-STAT,long,10,B-S.07,,0.0231,0.2866,3.1830,
W-STAT,long,11,E20.01,,0.0223,0.3089,3.0770,
W-STAT,long,12,B-P1.06,,0.0222,0.3311,3.0671,
W-STAT,long,13,E25.01,,0.0196,0.3506,2.6985,
W-STAT,long,14,C.05,,0.0189,0.3695,2.6116,
W-STAT,long,15,E12.01,,0.0182,0.3878,2.5134,
W-STAT,long,16,C.06,,0.0179,0.4057,2.4754,
W-STAT,long,17,B-S.14,,0.0176,0.4233,2.4260,
W-STAT,long,18,E08.01,,0.0175,0.4408,2.4197,
W-STAT,long,19,C.10,,0.0174,0.4582,2.3974,
W-STAT,long,20,B-P2.07,,0.0165,0.4747,2.2804,
W-STAT,long,21,B-P2.02,,0.0155,0.4902,2.1349,
W-STAT,long,22,B-P2.01,,0.0153,0.5055,2.1161,
W-STAT,long,23,B-S.06,,0.0151,0.5206,2.0771,
W-STAT,long,24,B-S.09,,0.0150,0.5356,2.0766,
W-STAT,long,25,B-P2.04,,0.0136,0.5492,1.8805,
W-STAT,long,26,E28.01,,0.0136,0.5628,1.8728,
W-STAT,long,27,B-P2.06,,0.0132,0.5760,1.8234,
W-STAT,long,28,E43.01,,0.0129,0.5889,1.7756,
W-STAT,long,29,B-P4.01,,0.0127,0.6016,1.7563,
W-STAT,long,30,B-P4.05,,0.0124,0.6140,1.7080,
W-STAT,long,31,B-P3.02,,0.0123,0.6263,1.6981,
W-STAT,long,32,B-P3.04,,0.0122,0.6384,1.6799,
W-STAT,long,33,B-P3.01,,0.0122,0.6506,1.6794,
W-STAT,long,34,B-P4.09,,0.0121,0.6627,1.6649,
W-STAT,long,35,B-S.08,,0.0108,0.6735,1.4948,
W-STAT,long,36,B-P3.06,,0.0107,0.6842,1.4751,
W-STAT,long,37,B-P1.08,,0.0104,0.6946,1.4361,
W-STAT,long,38,E19.01,,0.0103,0.7049,1.4168,
W-STAT,long,39,C.12,,0.0102,0.7151,1.4105,
W-STAT,long,40,C.02,,0.0102,0.7253,1.4075,
W-STAT,long,41,C.08,,0.0100,0.7353,1.3766,
W-STAT,long,42,E13.01,,0.0098,0.7451,1.3591,
W-STAT,long,43,B-P1.05,,0.0098,0.7549,1.3528,
W-STAT,long,44,B-P4.10,,0.0097,0.7646,1.3390,
W-STAT,long,45,C.03,,0.0095,0.7741,1.3133,
W-STAT,long,46,E21.01,,0.0095,0.7836,1.3088,
W-STAT,long,47,E06.01,,0.0093,0.7929,1.2795,
W-STAT,long,48,B-P1.07,,0.0092,0.8021,1.2718,
W-STAT,long,49,C.09,,0.0088,0.8109,1.2135,
W-STAT,long,50,B-S.05,,0.0086,0.8195,1.1844,
W-STAT,long,51,B-P2.05,,0.0084,0.8279,1.1657,
W-STAT,long,52,E16.01,,0.0082,0.8361,1.1257,
W-STAT,long,53,C.11,,0.0079,0.8440,1.0887,
W-STAT,long,54,E18.01,,0.0075,0.8514,1.0284,
W-STAT,long,55,E17.01,,0.0072,0.8587,0.9998,
W-STAT,long,56,B-P3.09,,0.0072,0.8658,0.9912,
W-STAT,long,57,B-P2.08,,0.0071,0.8730,0.9853,
W-STAT,long,58,E23.01,,0.0071,0.8801,0.9801,
W-STAT,long,59,G06.1,,0.0070,0.8871,0.9707,
W-STAT,long,60,B-P3.10,,0.0069,0.8940,0.9515,
W-STAT,long,61,G04.1,,0.0066,0.9006,0.9118,
W-STAT,long,62,E24.01,,0.0065,0.9071,0.8927,
W-STAT,long,63,E10.01,,0.0063,0.9134,0.8698,
W-STAT,long,64,G03.1,,0.0061,0.9194,0.8350,
W-STAT,long,65,E14.01,,0.0059,0.9254,0.8200,
W-STAT,long,66,B-P3.03,,0.0059,0.9313,0.8147,
W-STAT,long,67,B-P1.10,,0.0057,0.9370,0.7892,
W-STAT,long,68,E07.01,,0.0057,0.9427,0.7799,
W-STAT,long,69,B-P1.04,,0.0053,0.9479,0.7305,
W-STAT,long,70,C.07,,0.0052,0.9532,0.7236,
W-STAT,long,71,C.04,,0.0051,0.9583,0.7059,
W-STAT,long,72,B-P2.11,,0.0047,0.9630,0.6479,
W-STAT,long,73,C.01,,0.0044,0.9674,0.6106,
W-STAT,long,74,B-P3.07,,0.0042,0.9717,0.5844,
W-STAT,long,75,B-P2.03,,0.0042,0.9759,0.5834,
W-STAT,long,76,E22.01,,0.0041,0.9800,0.5724,
W-STAT,long,77,E15.01,,0.0041,0.9841,0.5631,
W-STAT,long,78,B-P2.09,,0.0029,0.9871,0.4057,
W-STAT,long,79,B-P3.05,,0.0028,0.9899,0.3884,
W-STAT,long,80,B-P1.09,,0.0027,0.9925,0.3674,
W-STAT,long,81,B-P2.10,,0.0025,0.9951,0.3508,
W-STAT,long,82,B-P1.11,,0.0020,0.9971,0.2780,
W-STAT,long,83,B-P4.02,,0.0019,0.9990,0.2663,
W-STAT,long,84,B-P3.08,,0.0010,1.0000,0.1363,
W-STAT,short,1,E51.01,,0.0506,0.0506,6.3478,
W-STAT,short,2,E03.01,,0.0282,0.0788,3.5435,
W-STAT,short,3,E20.01,,0.0279,0.1067,3.5027,
W-STAT,short,4,E50.01,,0.0260,0.1327,3.2567,
W-STAT,short,5,B-S.07,,0.0248,0.1574,3.1067,
W-STAT,short,6,C.06,,0.0242,0.1816,3.0310,
W-STAT,short,7,C.08,,0.0239,0.2054,2.9938,
W-STAT,short,8,C.05,,0.0222,0.2277,2.7879,
W-STAT,short,9,E52.01,,0.0219,0.2496,2.7483,
W-STAT,short,10,B-P4.09,,0.0207,0.2702,2.5944,
W-STAT,short,11,B-S.14,,0.0195,0.2897,2.4501,
W-STAT,short,12,E12.01,,0.0193,0.3090,2.4210,
W-STAT,short,13,E05.01,,0.0189,0.3280,2.3752,
W-STAT,short,14,E42.01,,0.0187,0.3467,2.3516,
W-STAT,short,15,B-P4.01,,0.0178,0.3645,2.2332,
W-STAT,short,16,B-S.08,,0.0173,0.3818,2.1750,
W-STAT,short,17,E25.01,,0.0172,0.3991,2.1633,
W-STAT,short,18,B-S.09,,0.0171,0.4162,2.1459,
W-STAT,short,19,B-P2.02,,0.0166,0.4328,2.0877,
W-STAT,short,20,B-P2.01,,0.0165,0.4493,2.0760,
W-STAT,short,21,B-P1.03,,0.0165,0.4659,2.0760,
W-STAT,short,22,B-P4.05,,0.0164,0.4823,2.0585,
W-STAT,short,23,B-P2.05,,0.0163,0.4986,2.0425,
W-STAT,short,24,E08.01,,0.0157,0.5143,1.9733,
W-STAT,short,25,C.03,,0.0151,0.5294,1.8968,
W-STAT,short,26,B-P3.07,,0.0149,0.5443,1.8743,
W-STAT,short,27,B-P2.06,,0.0149,0.5592,1.8664,
W-STAT,short,28,B-P3.06,,0.0145,0.5738,1.8256,
W-STAT,short,29,B-P1.06,,0.0145,0.5883,1.8197,
W-STAT,short,30,E19.01,,0.0139,0.6021,1.7383,
W-STAT,short,31,C.02,,0.0137,0.6158,1.7222,
W-STAT,short,32,E28.01,,0.0136,0.6294,1.7091,
W-STAT,short,33,E43.01,,0.0136,0.6431,1.7091,
W-STAT,short,34,E06.01,,0.0134,0.6565,1.6794,
W-STAT,short,35,B-S.06,,0.0122,0.6687,1.5344,
W-STAT,short,36,E18.01,,0.0120,0.6807,1.5053,
W-STAT,short,37,B-P1.02,,0.0120,0.6927,1.5038,
W-STAT,short,38,B-P1.01,,0.0117,0.7043,1.4631,
W-STAT,short,39,B-P3.02,,0.0115,0.7158,1.4471,
W-STAT,short,40,B-P3.01,,0.0114,0.7273,1.4354,
W-STAT,short,41,C.10,,0.0113,0.7386,1.4180,
W-STAT,short,42,G03.1,,0.0112,0.7498,1.4063,
W-STAT,short,43,B-P3.04,,0.0111,0.7609,1.3907,
W-STAT,short,44,B-P2.07,,0.0099,0.7708,1.2433,
W-STAT,short,45,E22.01,,0.0097,0.7805,1.2142,
W-STAT,short,46,E21.01,,0.0096,0.7901,1.2058,
W-STAT,short,47,E16.01,,0.0095,0.7995,1.1894,
W-STAT,short,48,B-P2.04,,0.0094,0.8089,1.1777,
W-STAT,short,49,G06.1,,0.0091,0.8181,1.1472,
W-STAT,short,50,C.07,,0.0083,0.8264,1.0431,
W-STAT,short,51,B-P4.02,,0.0076,0.8340,0.9569,
W-STAT,short,52,B-P1.07,,0.0076,0.8416,0.9521,
W-STAT,short,53,E24.01,,0.0076,0.8492,0.9521,
W-STAT,short,54,B-P1.05,,0.0076,0.8568,0.9519,
W-STAT,short,55,C.01,,0.0075,0.8643,0.9418,
W-STAT,short,56,B-P2.11,,0.0075,0.8717,0.9385,
W-STAT,short,57,E17.01,,0.0074,0.8791,0.9274,
W-STAT,short,58,B-P4.10,,0.0073,0.8865,0.9215,
W-STAT,short,59,B-P2.10,,0.0068,0.8933,0.8511,
W-STAT,short,60,E13.01,,0.0067,0.8999,0.8400,
W-STAT,short,61,B-P3.10,,0.0063,0.9063,0.7949,
W-STAT,short,62,B-S.05,,0.0063,0.9126,0.7949,
W-STAT,short,63,B-P2.08,,0.0063,0.9189,0.7905,
W-STAT,short,64,B-P3.03,,0.0062,0.9251,0.7774,
W-STAT,short,65,B-P1.10,,0.0060,0.9311,0.7488,
W-STAT,short,66,E15.01,,0.0059,0.9369,0.7366,
W-STAT,short,67,C.12,,0.0058,0.9428,0.7338,
W-STAT,short,68,E14.01,,0.0057,0.9485,0.7180,
W-STAT,short,69,C.11,,0.0055,0.9540,0.6883,
W-STAT,short,70,B-P1.08,,0.0052,0.9592,0.6566,
W-STAT,short,71,C.09,,0.0049,0.9642,0.6202,
W-STAT,short,72,B-P2.09,,0.0048,0.9690,0.6013,
W-STAT,short,73,E07.01,,0.0046,0.9736,0.5783,
W-STAT,short,74,B-P2.03,,0.0046,0.9782,0.5750,
W-STAT,short,75,B-P3.09,,0.0040,0.9821,0.4980,
W-STAT,short,76,E10.01,,0.0035,0.9856,0.4422,
W-STAT,short,77,E23.01,,0.0027,0.9884,0.3450,
W-STAT,short,78,B-P3.05,,0.0027,0.9911,0.3407,
W-STAT,short,79,G04.1,,0.0025,0.9936,0.3116,
W-STAT,short,80,B-P1.09,,0.0025,0.9961,0.3114,
W-STAT,short,81,C.04,,0.0020,0.9981,0.2521,
W-STAT,short,82,B-P3.08,,0.0013,0.9994,0.1626,
W-STAT,short,83,B-P1.11,,0.0006,1.0000,0.0750,
W-STAT,short,84,B-P1.04,,0.0000,1.0000,0.0033,
