# SEL-k=2 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0460,0.0460,5.5503,
W-ALL,long,2,E01.01,clock,0.0436,0.0895,5.2602,
W-ALL,long,3,E02.01,clock,0.0436,0.1331,5.2602,
W-ALL,long,4,E50.01,,0.0386,0.1717,4.6658,
W-ALL,long,5,E52.01,,0.0384,0.2102,4.6378,
W-ALL,long,6,E03.01,,0.0319,0.2421,3.8527,
W-ALL,long,7,B-S.03,tempo,0.0319,0.2740,3.8522,
W-ALL,long,8,E42.01,,0.0308,0.3048,3.7180,
W-ALL,long,9,E05.01,,0.0307,0.3355,3.7098,
W-ALL,long,10,E20.01,,0.0255,0.3610,3.0770,
W-ALL,long,11,B-S.07,,0.0225,0.3835,2.7172,
W-ALL,long,12,E25.01,,0.0223,0.4058,2.6985,
W-ALL,long,13,B-S.14,,0.0220,0.4278,2.6506,
W-ALL,long,14,B-S.08,,0.0215,0.4493,2.6007,
W-ALL,long,15,E12.01,,0.0208,0.4701,2.5134,
W-ALL,long,16,E08.01,,0.0200,0.4902,2.4197,
W-ALL,long,17,E28.01,,0.0155,0.5057,1.8728,
W-ALL,long,18,B-P2.06,,0.0149,0.5206,1.8042,
W-ALL,long,19,E43.01,,0.0147,0.5353,1.7756,
W-ALL,long,20,B-P2.02,,0.0145,0.5499,1.7563,
W-ALL,long,21,B-P2.01,,0.0142,0.5640,1.7085,
W-ALL,long,22,B-S.10,suspect-regime,0.0132,0.5772,1.5915,
W-ALL,long,23,B-P3.03,,0.0129,0.5902,1.5629,
W-ALL,long,24,B-P1.01,,0.0129,0.6031,1.5624,
W-ALL,long,25,B-S.06,,0.0129,0.6160,1.5571,
W-ALL,long,26,B-P1.02,,0.0128,0.6288,1.5437,
W-ALL,long,27,B-P1.04,,0.0122,0.6410,1.4782,
W-ALL,long,28,B-P3.04,,0.0121,0.6532,1.4657,
W-ALL,long,29,E19.01,,0.0117,0.6649,1.4168,
W-ALL,long,30,E13.01,,0.0113,0.6762,1.3591,
W-ALL,long,31,B-P3.01,,0.0110,0.6872,1.3300,
W-ALL,long,32,C.09,,0.0110,0.6982,1.3300,
W-ALL,long,33,B-P3.02,,0.0109,0.7091,1.3196,
W-ALL,long,34,B-P3.06,,0.0109,0.7200,1.3196,
W-ALL,long,35,E21.01,,0.0108,0.7309,1.3088,
W-ALL,long,36,B-P2.05,,0.0108,0.7417,1.3014,
W-ALL,long,37,E06.01,,0.0106,0.7523,1.2795,
W-ALL,long,38,B-S.05,,0.0103,0.7626,1.2426,
W-ALL,long,39,B-S.09,,0.0102,0.7728,1.2322,
W-ALL,long,40,B-P1.07,,0.0096,0.7823,1.1553,
W-ALL,long,41,B-P1.08,,0.0095,0.7918,1.1487,
W-ALL,long,42,B-P3.07,,0.0094,0.8012,1.1360,
W-ALL,long,43,E16.01,,0.0093,0.8106,1.1257,
W-ALL,long,44,B-P1.03,,0.0091,0.8197,1.0965,
W-ALL,long,45,B-P2.04,,0.0090,0.8286,1.0833,
W-ALL,long,46,C.10,,0.0087,0.8373,1.0487,
W-ALL,long,47,E18.01,,0.0085,0.8458,1.0284,
W-ALL,long,48,E17.01,,0.0083,0.8541,0.9998,
W-ALL,long,49,E23.01,,0.0081,0.8622,0.9801,
W-ALL,long,50,G06.1,,0.0080,0.8703,0.9707,
W-ALL,long,51,C.08,,0.0079,0.8782,0.9588,
