rank,feature,family,approx,kind,n_cats,n_resolved,coverage,top_bin,n_top,tpr_top,bot_bin,n_bot,tpr_bot,effect,ci_lo,ci_hi,eff_blocks,whipf_top,whipf_bot,baseline,note
78,K.05,K,,num,4,6865,99.942,Q4,1716,37.646,Q1,1717,42.225,-4.579,-13.820,5.709,23,22.902,22.073,40.079,
79,E14.04,E,,num,4,6855,99.796,Q4,1320,36.667,Q1,2098,41.230,-4.563,-9.788,0.671,23,24.924,23.832,40.079,
80,E20.01,E,,num,4,6869,100.000,Q4,1717,37.100,Q1,1718,41.502,-4.402,-17.808,4.033,23,23.821,23.283,40.079,
81,G03.1,G,,num,4,6869,100.000,Q4,1717,37.624,Q1,1718,41.967,-4.344,-8.777,0.244,23,25.277,22.817,40.079,
82,E18.04,E,,num,4,6855,99.796,Q4,994,41.247,Q1,1887,36.990,4.258,-0.322,9.687,23,23.843,25.066,40.079,
83,E47.06,E,,num,4,6866,99.956,Q4,1717,44.089,Q1,1717,39.837,4.252,-6.922,12.799,22,22.772,25.044,40.079,
84,E45.02,E,,num,4,6645,96.739,Q4,1656,39.251,Q1,1672,43.481,-4.230,-8.210,0.303,23,22.524,23.864,40.079,
85,B-P4.02,B-,,cat,2,6869,100.000,bull,3111,42.366,bear,3758,38.185,4.181,-1.202,9.624,23,22.597,25.599,40.079,
86,K.07,K,,num,4,6865,99.942,Q4,1716,38.054,Q1,1717,42.225,-4.171,-9.201,1.190,23,28.963,19.103,40.079,
87,B-S.06,B-,,num,4,6869,100.000,Q4,1717,36.284,Q1,1718,40.454,-4.170,-14.437,5.866,23,23.296,26.135,40.079,
88,E06.02,E,,num,4,6869,100.000,Q4,1636,37.103,Q1,1770,41.130,-4.027,-6.748,-0.873,23,24.939,23.107,40.079,
89,E43.01,E,,num,4,6869,100.000,Q4,1717,41.759,Q1,1718,37.776,3.982,-2.556,11.164,23,23.937,22.992,40.079,
90,E55.09,E,,num,4,6644,96.724,Q4,1647,38.373,Q1,1677,34.407,3.966,-6.760,13.009,23,26.230,28.205,40.079,
91,E03.03,E,,num,4,6855,99.796,Q4,1714,37.223,Q1,1714,41.132,-3.909,-8.034,0.873,23,24.212,25.438,40.079,
92,B-P1.02,B-,,num,4,6869,100.000,Q4,1717,39.255,Q1,1720,43.081,-3.827,-12.174,4.915,23,26.034,26.686,40.079,
93,B-P4.09,B-,,num,4,6869,100.000,Q4,1715,39.184,Q1,1725,35.362,3.821,-3.374,11.503,23,25.073,25.797,40.079,
94,E54.03,E,,num,4,6855,99.796,Q4,1714,39.673,Q1,1714,35.881,3.792,-4.143,12.812,23,25.554,24.796,40.079,
95,E43.05,E,,num,4,6855,99.796,Q4,1291,43.842,Q1,2449,40.057,3.785,0.937,6.740,23,22.386,24.336,40.079,
96,C.10,C,,num,4,6869,100.000,Q4,1717,36.808,Q1,1718,40.512,-3.704,-13.872,6.208,23,22.889,26.135,40.079,
97,B-P1.01,B-,,num,4,6869,100.000,Q4,1716,43.007,Q1,1719,39.325,3.682,-5.109,11.992,23,26.690,26.003,40.079,
98,B-P1.10,B-,,num,4,6869,100.000,Q4,1472,43.886,Q1,2729,40.235,3.651,-3.041,9.172,23,23.030,25.174,40.079,
99,B-S.03,B-,,num,4,6869,100.000,Q4,1717,38.730,Q1,1718,42.258,-3.528,-22.831,10.318,21,22.772,22.468,40.079,
100,B-P3.06,B-,,num,4,6869,100.000,Q4,1717,42.982,Q1,1718,39.464,3.517,-2.677,9.569,23,25.743,24.854,40.079,
101,B-S.12,B-,,num,4,6869,100.000,Q4,1717,42.982,Q1,1718,39.464,3.517,-2.677,9.569,23,25.743,24.854,40.079,
102,B-S.14,B-,,num,4,6869,100.000,Q4,1717,37.624,Q1,1718,41.036,-3.412,-11.262,4.959,23,21.957,24.098,40.079,
103,E19.08,E,,num,4,6866,99.956,Q4,1717,41.118,Q1,1718,37.893,3.225,-1.421,8.593,23,23.762,26.193,40.079,
104,E25.02,E,,num,4,6855,99.796,Q4,1714,39.557,Q1,1714,42.765,-3.209,-6.185,-0.493,23,24.562,22.695,40.079,
105,E13.03,E,,num,4,6855,99.796,Q4,1331,41.397,Q1,2081,38.203,3.195,-2.131,8.707,23,23.216,24.315,40.079,
106,E13.10,E,,num,4,6869,100.000,Q4,1717,41.701,Q1,1718,38.533,3.167,0.833,5.289,23,23.005,24.272,40.079,
107,E28.01,E,,num,4,6869,100.000,Q4,1717,39.953,Q1,1718,36.787,3.166,-1.467,7.409,23,26.150,24.272,40.079,
108,E45.05,E,,num,4,6855,99.796,Q4,1714,39.382,Q1,1714,42.532,-3.151,-6.459,-0.376,23,23.221,23.862,40.079,
109,E05.03,E,,num,4,6855,99.796,Q4,1714,39.557,Q1,1714,42.707,-3.151,-6.460,-0.375,23,23.221,23.629,40.079,
110,E57.05,E,,num,4,6094,88.717,Q4,1524,42.323,Q1,1524,39.173,3.150,-0.727,6.709,23,22.441,25.328,40.079,
111,E21.10,E,,num,4,6866,99.956,Q4,1717,38.148,Q1,1717,41.293,-3.145,-7.264,0.963,23,23.296,23.704,40.079,
112,E54.04,E,,num,4,6869,100.000,Q4,1717,40.478,Q1,1718,37.427,3.050,-2.165,9.062,23,24.636,24.796,40.079,
113,E45.06,E,,num,4,6855,99.796,Q4,1506,39.841,Q1,2239,42.832,-2.991,-6.313,0.396,23,23.240,24.073,40.079,
114,E18.01,E,,num,3,6869,100.000,Q3,1717,41.526,Q1,3435,38.574,2.952,-0.887,6.501,23,23.122,24.716,40.079,
115,E33.01,E,,num,4,6869,100.000,Q4,1717,41.351,Q1,1718,38.417,2.934,0.305,5.637,23,23.762,23.458,40.079,
116,E54.05,E,,num,4,6855,99.796,Q4,1712,35.339,Q1,1733,38.257,-2.919,-14.249,8.649,23,26.986,25.793,40.079,
117,B-P2.10,B-,,num,3,6869,100.000,Q3,1178,42.615,Q1,5048,39.719,2.896,-2.292,7.836,23,25.552,24.089,40.079,
118,E36.04,E,,num,4,6855,99.796,Q4,1233,43.147,Q1,2255,40.266,2.881,0.197,5.891,23,22.790,25.011,40.079,
119,E06.03,E,,num,4,6855,99.796,Q4,1714,38.798,Q1,1714,41.657,-2.859,-5.295,-0.316,23,25.029,23.221,40.079,
120,B-P3.04,B-,,cat,2,6869,100.000,seller,3606,41.403,buyer,3263,38.615,2.788,-4.240,9.297,23,24.515,23.935,40.079,
121,B-S.08,B-,,num,4,6869,100.000,Q4,1717,36.109,Q1,1718,38.882,-2.773,-14.518,8.535,23,23.296,23.690,40.079,
122,E03.07,E,,num,4,6855,99.796,Q4,1507,35.036,Q1,1778,37.795,-2.759,-8.786,4.013,23,25.547,26.434,40.079,
123,E56.01,E,,num,4,6855,99.796,Q4,1714,39.207,Q1,1714,41.949,-2.742,-5.767,-0.044,23,23.512,23.746,40.079,
124,C.02,C,,num,4,6869,100.000,Q4,1717,37.449,Q1,1718,40.163,-2.714,-10.033,5.092,23,22.831,24.971,40.079,
125,B-P3.10,B-,,num,4,6869,100.000,Q4,1717,38.672,Q1,1718,41.327,-2.655,-7.168,1.858,23,25.393,24.156,40.079,
126,E23.04,E,,num,4,6645,96.739,Q4,1647,39.769,Q1,1688,42.417,-2.648,-7.508,1.961,23,23.679,23.697,40.079,
127,E13.02,E,,num,4,6855,99.796,Q4,1714,41.424,Q1,1714,38.856,2.567,-0.934,6.224,23,23.454,25.613,40.079,
128,E08.08,E,,num,4,6610,96.229,Q4,1653,38.052,Q1,1665,40.601,-2.549,-4.889,0.378,23,22.807,25.345,40.079,
129,E16.06,E,,num,4,6866,99.956,Q4,1717,38.789,Q1,1717,41.293,-2.504,-9.802,5.040,23,23.355,24.752,40.079,
130,E10.04,E,,num,4,6610,96.229,Q4,1653,41.984,Q1,1653,39.504,2.480,-0.685,5.940,23,23.714,24.319,40.079,
131,K.11,K,,num,4,6646,96.754,Q4,1654,36.880,Q1,1701,39.330,-2.450,-18.877,15.236,22,23.821,22.928,40.079,
132,E37.02,E,,num,4,6855,99.796,Q4,1714,41.132,Q1,1714,38.740,2.392,-1.102,6.303,23,24.621,23.279,40.079,
133,B-P3.01,B-,,num,4,6869,100.000,Q4,1717,38.556,Q1,1718,40.920,-2.364,-11.319,7.894,23,23.471,26.251,40.079,
134,B-P2.04,B-,,cat,2,6869,100.000,bear,3502,41.234,bull,3367,38.877,2.356,-4.175,8.617,23,24.929,23.522,40.079,
135,B-P3.02,B-,,num,4,6869,100.000,Q4,1717,40.885,Q1,1718,38.533,2.352,-7.970,11.322,23,26.267,23.458,40.079,
136,C.11,C,,num,4,6869,100.000,Q4,1184,38.598,Q1,1732,40.935,-2.337,-9.631,3.069,23,23.902,25.289,40.079,
137,E56.06,E,,num,4,6645,96.739,Q4,1651,40.642,Q1,1664,42.969,-2.327,-6.129,0.710,23,23.380,23.077,40.079,
138,E38.03,E,,num,4,6866,99.956,Q4,1717,36.517,Q1,1717,38.789,-2.271,-6.187,1.510,23,24.752,22.831,40.079,
139,E06.04,E,,num,4,6855,99.796,Q4,931,38.238,Q1,1770,40.508,-2.270,-6.924,2.184,23,22.664,25.593,40.079,
140,E50.01,E,sz-coverage,num,4,2300,33.484,Q4,575,36.348,Q1,575,34.087,2.261,-14.551,18.522,7,26.087,22.087,40.079,
141,E12.10,E,,num,4,6869,100.000,Q4,1717,38.556,Q1,1718,40.803,-2.248,-4.168,-0.014,23,24.345,23.807,40.079,
142,E32.01,E,,num,4,6869,100.000,Q4,1713,39.054,Q1,1722,41.289,-2.235,-20.615,11.510,21,22.825,22.764,40.079,
143,E12.02,E,,num,4,6855,99.796,Q4,1714,38.448,Q1,1714,40.665,-2.217,-5.370,1.055,23,25.088,24.037,40.079,
144,E21.04,E,,num,4,6855,99.796,Q4,1383,38.684,Q1,1971,40.893,-2.209,-6.576,2.298,23,23.933,24.049,40.079,
145,E11.01,E,,num,4,6869,100.000,Q4,1714,39.148,Q1,1721,41.313,-2.165,-20.613,11.640,21,22.812,22.719,40.079,
146,E11.03,E,,num,4,6869,100.000,Q4,1714,39.148,Q1,1721,41.313,-2.165,-20.613,11.640,21,22.812,22.719,40.079,
147,E14.03,E,,num,4,6855,99.796,Q4,1714,38.565,Q1,1714,40.723,-2.159,-5.380,0.982,23,25.379,24.096,40.079,
148,E24.02,E,,num,4,6855,99.796,Q4,1714,42.124,Q1,1714,39.965,2.159,-0.906,5.663,23,23.804,24.854,40.079,
149,E23.09,E,,num,4,6866,99.956,Q4,1717,39.138,Q1,1717,41.293,-2.155,-6.388,2.787,23,24.228,24.054,40.079,
150,E19.01,E,,num,3,6869,100.000,Q3,1717,40.478,Q1,3435,38.341,2.137,-1.653,5.508,23,23.646,24.658,40.079,
151,E05.07,E,,num,4,6855,99.796,Q4,1486,40.175,Q1,2267,42.303,-2.128,-5.301,1.175,23,22.880,24.438,40.079,
152,E33.05,E,,num,4,6645,96.739,Q4,1651,41.914,Q1,1663,39.808,2.106,-0.159,4.649,23,23.864,23.391,40.079,
153,K.06,K,,cat,3,6865,99.942,inside,5193,40.555,below,827,38.452,2.102,-5.689,10.859,23,23.801,25.877,40.079,
