# SEL-k=3 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,1,E51.01,,0.0405,0.0405,5.5503,
W-ALL,long,2,E01.01,clock,0.0384,0.0788,5.2602,
W-ALL,long,3,E02.01,clock,0.0384,0.1172,5.2602,
W-ALL,long,4,E50.01,,0.0340,0.1512,4.6658,
W-ALL,long,5,E52.01,,0.0338,0.1850,4.6378,
W-ALL,long,6,B-S.03,tempo,0.0285,0.2135,3.9021,
W-ALL,long,7,E03.01,,0.0281,0.2416,3.8527,
W-ALL,long,8,E42.01,,0.0271,0.2687,3.7180,
W-ALL,long,9,E05.01,,0.0271,0.2958,3.7098,
W-ALL,long,10,E20.01,,0.0224,0.3182,3.0770,
W-ALL,long,11,E25.01,,0.0197,0.3379,2.6985,
W-ALL,long,12,B-S.14,,0.0188,0.3566,2.5716,
W-ALL,long,13,E12.01,,0.0183,0.3750,2.5134,
W-ALL,long,14,E08.01,,0.0176,0.3926,2.4197,
W-ALL,long,15,B-S.07,,0.0173,0.4099,2.3777,
W-ALL,long,16,B-P2.06,,0.0173,0.4272,2.3678,
W-ALL,long,17,B-P1.08,,0.0147,0.4419,2.0109,
W-ALL,long,18,C.10,,0.0140,0.4559,1.9169,
W-ALL,long,19,E28.01,,0.0137,0.4695,1.8728,
W-ALL,long,20,E43.01,,0.0129,0.4825,1.7756,
W-ALL,long,21,B-P2.02,,0.0128,0.4953,1.7563,
W-ALL,long,22,B-S.10,suspect-regime,0.0127,0.5080,1.7465,
W-ALL,long,23,B-P2.01,,0.0125,0.5205,1.7085,
W-ALL,long,24,B-P4.01,,0.0122,0.5327,1.6789,
W-ALL,long,25,B-P4.09,,0.0119,0.5446,1.6290,
W-ALL,long,26,B-P3.03,,0.0114,0.5560,1.5629,
W-ALL,long,27,B-P1.01,,0.0114,0.5674,1.5624,
W-ALL,long,28,B-P1.02,,0.0113,0.5786,1.5437,
W-ALL,long,29,B-P4.05,,0.0112,0.5898,1.5333,
W-ALL,long,30,C.02,,0.0109,0.6007,1.4943,
W-ALL,long,31,B-P1.04,,0.0108,0.6115,1.4782,
W-ALL,long,32,B-S.08,,0.0108,0.6223,1.4751,
W-ALL,long,33,B-P3.04,,0.0107,0.6329,1.4657,
W-ALL,long,34,C.09,,0.0105,0.6435,1.4465,
W-ALL,long,35,C.05,,0.0105,0.6540,1.4366,
W-ALL,long,36,C.08,,0.0104,0.6644,1.4255,
W-ALL,long,37,E19.01,,0.0103,0.6747,1.4168,
W-ALL,long,38,C.01,,0.0103,0.6850,1.4147,
W-ALL,long,39,C.03,,0.0103,0.6953,1.4147,
W-ALL,long,40,B-S.09,,0.0103,0.7056,1.4069,
W-ALL,long,41,E13.01,,0.0099,0.7155,1.3591,
W-ALL,long,42,B-P2.05,,0.0098,0.7253,1.3492,
W-ALL,long,43,B-P3.01,,0.0097,0.7350,1.3300,
W-ALL,long,44,B-P3.02,,0.0096,0.7447,1.3196,
W-ALL,long,45,E21.01,,0.0095,0.7542,1.3088,
W-ALL,long,46,B-S.06,,0.0095,0.7637,1.3001,
W-ALL,long,47,E06.01,,0.0093,0.7730,1.2795,
W-ALL,long,48,B-P1.06,,0.0093,0.7823,1.2718,
W-ALL,long,49,B-P2.07,,0.0086,0.7909,1.1839,
W-ALL,long,50,B-S.05,,0.0082,0.7991,1.1262,
W-ALL,long,51,E16.01,,0.0082,0.8073,1.1257,
W-ALL,long,52,B-P1.05,,0.0080,0.8153,1.0976,
W-ALL,long,53,B-P1.03,,0.0080,0.8233,1.0965,
W-ALL,long,54,B-P2.04,,0.0079,0.8312,1.0833,
W-ALL,long,55,B-P2.08,,0.0077,0.8390,1.0576,
W-ALL,long,56,C.07,,0.0076,0.8466,1.0477,
W-ALL,long,57,E18.01,,0.0075,0.8541,1.0284,
W-ALL,long,58,B-P1.07,,0.0074,0.8615,1.0097,
W-ALL,long,59,E17.01,,0.0073,0.8688,0.9998,
W-ALL,long,60,E23.01,,0.0071,0.8759,0.9801,
W-ALL,long,61,G06.1,,0.0071,0.8830,0.9707,
W-ALL,long,62,B-P3.06,,0.0071,0.8901,0.9702,
W-ALL,long,63,B-P3.10,,0.0069,0.8970,0.9515,
W-ALL,long,64,G04.1,,0.0066,0.9036,0.9118,
W-ALL,long,65,E24.01,,0.0065,0.9102,0.8927,
W-ALL,long,66,E10.01,,0.0063,0.9165,0.8698,
W-ALL,long,67,B-P2.03,,0.0062,0.9227,0.8537,
