# SEL-k=9 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-ALL,long,28,B-P2.02,,0.0134,0.5853,2.1349,
W-ALL,long,29,B-P2.01,,0.0133,0.5985,2.1161,
W-ALL,long,30,C.02,,0.0123,0.6108,1.9602,
W-ALL,long,31,B-P2.05,,0.0122,0.6230,1.9518,
W-ALL,long,32,B-P2.04,,0.0118,0.6348,1.8805,
W-ALL,long,33,E28.01,,0.0117,0.6466,1.8728,
W-ALL,long,34,B-P2.06,,0.0113,0.6579,1.8047,
W-ALL,long,35,E43.01,,0.0111,0.6690,1.7756,
W-ALL,long,36,B-P4.01,,0.0110,0.6800,1.7563,
W-ALL,long,37,B-P3.06,,0.0109,0.6909,1.7371,
W-ALL,long,38,C.11,,0.0108,0.7017,1.7239,
W-ALL,long,39,C.08,,0.0107,0.7124,1.7137,
W-ALL,long,40,B-P4.05,,0.0107,0.7231,1.7080,
W-ALL,long,41,B-P3.02,,0.0106,0.7338,1.6981,
W-ALL,long,42,B-P3.04,,0.0105,0.7443,1.6799,
W-ALL,long,43,B-P3.01,,0.0105,0.7548,1.6794,
W-ALL,long,44,B-S.08,,0.0103,0.7652,1.6503,
W-ALL,long,45,C.03,,0.0098,0.7750,1.5609,
W-ALL,long,46,E19.01,,0.0089,0.7838,1.4168,
W-ALL,long,47,E13.01,,0.0085,0.7924,1.3591,
W-ALL,long,48,B-P1.10,,0.0085,0.8009,1.3548,
W-ALL,long,49,B-P1.07,,0.0085,0.8093,1.3492,
W-ALL,long,50,E21.01,,0.0082,0.8175,1.3088,
W-ALL,long,51,E06.01,,0.0080,0.8255,1.2795,
W-ALL,long,52,C.09,,0.0076,0.8331,1.2135,
W-ALL,long,53,B-P4.10,,0.0075,0.8407,1.2012,
W-ALL,long,54,E16.01,,0.0071,0.8477,1.1257,
W-ALL,long,55,B-P3.09,,0.0067,0.8544,1.0698,
W-ALL,long,56,B-P1.08,,0.0066,0.8611,1.0576,
W-ALL,long,57,C.12,,0.0065,0.8675,1.0294,
W-ALL,long,58,E18.01,,0.0064,0.8740,1.0284,
W-ALL,long,59,B-P1.05,,0.0064,0.8804,1.0264,
W-ALL,long,60,B-P2.08,,0.0063,0.8867,1.0105,
W-ALL,long,61,E17.01,,0.0063,0.8930,0.9998,
W-ALL,long,62,E23.01,,0.0061,0.8991,0.9801,
W-ALL,long,63,G06.1,,0.0061,0.9052,0.9707,
W-ALL,long,64,B-P3.10,,0.0060,0.9112,0.9515,
W-ALL,long,65,G04.1,,0.0057,0.9169,0.9118,
W-ALL,long,66,B-S.05,,0.0057,0.9225,0.9031,
W-ALL,long,67,E24.01,,0.0056,0.9281,0.8927,
W-ALL,long,68,E10.01,,0.0055,0.9336,0.8698,
W-ALL,long,69,G03.1,,0.0052,0.9388,0.8350,
W-ALL,long,70,E14.01,,0.0051,0.9440,0.8200,
W-ALL,long,71,B-P3.03,,0.0051,0.9491,0.8147,
W-ALL,long,72,E07.01,,0.0049,0.9540,0.7799,
W-ALL,long,73,B-P1.04,,0.0046,0.9585,0.7305,
W-ALL,long,74,B-P3.07,,0.0045,0.9630,0.7175,
W-ALL,long,75,B-P2.11,,0.0041,0.9671,0.6479,
W-ALL,long,76,E22.01,,0.0036,0.9707,0.5724,
W-ALL,long,77,E15.01,,0.0035,0.9742,0.5631,
W-ALL,long,78,B-P2.03,,0.0035,0.9777,0.5626,
W-ALL,long,79,C.04,,0.0034,0.9812,0.5473,
W-ALL,long,80,C.01,,0.0033,0.9845,0.5336,
W-ALL,long,81,C.07,,0.0032,0.9877,0.5034,
W-ALL,long,82,B-P3.05,,0.0026,0.9903,0.4175,
W-ALL,long,83,B-P1.09,,0.0023,0.9926,0.3735,
W-ALL,long,84,B-P4.02,,0.0021,0.9947,0.3355,
W-ALL,long,85,B-P2.10,,0.0019,0.9966,0.3053,
W-ALL,long,86,B-P1.11,,0.0017,0.9984,0.2780,
W-ALL,long,87,B-P3.08,,0.0010,0.9994,0.1574,
W-ALL,long,88,B-P2.09,,0.0006,1.0000,0.1007,
W-ALL,short,1,E51.01,,0.0442,0.0442,6.3478,
W-ALL,short,2,B-S.10,suspect-regime,0.0314,0.0756,4.5043,
W-ALL,short,3,E01.01,clock,0.0304,0.1059,4.3631,
W-ALL,short,4,E02.01,clock,0.0304,0.1363,4.3631,
W-ALL,short,5,C.08,,0.0248,0.1611,3.5548,
W-ALL,short,6,E03.01,,0.0247,0.1857,3.5435,
W-ALL,short,7,B-S.03,tempo,0.0246,0.2103,3.5318,
W-ALL,short,8,E20.01,,0.0244,0.2347,3.5027,
W-ALL,short,9,B-S.07,,0.0239,0.2586,3.4270,
W-ALL,short,10,E50.01,,0.0227,0.2813,3.2567,
W-ALL,short,11,C.05,,0.0216,0.3028,3.0951,
W-ALL,short,12,B-S.09,,0.0196,0.3224,2.8156,
W-ALL,short,13,E52.01,,0.0191,0.3416,2.7483,
W-ALL,short,14,B-P4.09,,0.0186,0.3602,2.6743,
W-ALL,short,15,C.06,,0.0179,0.3781,2.5710,
W-ALL,short,16,E12.01,,0.0169,0.3949,2.4210,
W-ALL,short,17,B-S.14,,0.0169,0.4118,2.4210,
W-ALL,short,18,E05.01,,0.0165,0.4283,2.3752,
W-ALL,short,19,E42.01,,0.0164,0.4447,2.3516,
W-ALL,short,20,B-P4.01,,0.0155,0.4603,2.2332,
W-ALL,short,21,E25.01,,0.0151,0.4753,2.1633,
W-ALL,short,22,B-P1.03,,0.0146,0.4899,2.0993,
W-ALL,short,23,B-P2.02,,0.0145,0.5045,2.0877,
W-ALL,short,24,B-P4.05,,0.0145,0.5190,2.0877,
W-ALL,short,25,B-P2.01,,0.0145,0.5335,2.0760,
W-ALL,short,26,B-P3.07,,0.0144,0.5478,2.0635,
W-ALL,short,27,B-S.08,,0.0143,0.5622,2.0585,
W-ALL,short,28,C.02,,0.0140,0.5762,2.0134,
W-ALL,short,29,B-P2.05,,0.0138,0.5900,1.9843,
W-ALL,short,30,E08.01,,0.0137,0.6037,1.9733,
W-ALL,short,31,C.03,,0.0132,0.6169,1.8969,
W-ALL,short,32,B-P3.06,,0.0131,0.6301,1.8882,
W-ALL,short,33,B-P1.06,,0.0127,0.6428,1.8270,
W-ALL,short,34,B-S.06,,0.0121,0.6549,1.7383,
W-ALL,short,35,E19.01,,0.0121,0.6670,1.7383,
W-ALL,short,36,E28.01,,0.0119,0.6789,1.7091,
W-ALL,short,37,E43.01,,0.0119,0.6908,1.7091,
W-ALL,short,38,E06.01,,0.0117,0.7025,1.6794,
W-ALL,short,39,C.10,,0.0109,0.7134,1.5636,
W-ALL,short,40,B-P2.06,,0.0107,0.7241,1.5403,
W-ALL,short,41,E18.01,,0.0105,0.7346,1.5053,
W-ALL,short,42,B-P1.02,,0.0105,0.7451,1.5038,
W-ALL,short,43,B-P1.01,,0.0102,0.7553,1.4631,
W-ALL,short,44,B-P3.02,,0.0101,0.7653,1.4471,
W-ALL,short,45,B-P3.01,,0.0100,0.7753,1.4354,
W-ALL,short,46,G03.1,,0.0098,0.7851,1.4063,
W-ALL,short,47,B-P3.04,,0.0097,0.7948,1.3907,
W-ALL,short,48,B-P2.07,,0.0087,0.8035,1.2476,
W-ALL,short,49,E22.01,,0.0085,0.8120,1.2142,
W-ALL,short,50,E21.01,,0.0084,0.8203,1.2058,
W-ALL,short,51,E16.01,,0.0083,0.8286,1.1894,
W-ALL,short,52,B-P2.04,,0.0082,0.8368,1.1777,
W-ALL,short,53,G06.1,,0.0080,0.8448,1.1472,
W-ALL,short,54,B-P4.02,,0.0076,0.8524,1.0931,
W-ALL,short,55,B-P2.08,,0.0075,0.8600,1.0817,
W-ALL,short,56,C.12,,0.0074,0.8674,1.0622,
W-ALL,short,57,B-S.05,,0.0074,0.8747,1.0569,
W-ALL,short,58,C.09,,0.0071,0.8818,1.0234,
W-ALL,short,59,C.11,,0.0070,0.8888,1.0023,
W-ALL,short,60,C.01,,0.0070,0.8958,0.9990,
W-ALL,short,61,E24.01,,0.0066,0.9024,0.9521,
W-ALL,short,62,B-P2.11,,0.0065,0.9089,0.9385,
W-ALL,short,63,B-P1.10,,0.0065,0.9154,0.9299,
W-ALL,short,64,E17.01,,0.0065,0.9219,0.9274,
W-ALL,short,65,B-P4.10,,0.0064,0.9283,0.9176,
W-ALL,short,66,E13.01,,0.0058,0.9341,0.8400,
W-ALL,short,67,C.07,,0.0058,0.9399,0.8282,
W-ALL,short,68,B-P3.10,,0.0055,0.9454,0.7949,
W-ALL,short,69,B-P3.03,,0.0054,0.9508,0.7774,
W-ALL,short,70,E15.01,,0.0051,0.9560,0.7366,
W-ALL,short,71,E14.01,,0.0050,0.9610,0.7180,
W-ALL,short,72,B-P1.08,,0.0043,0.9652,0.6170,
W-ALL,short,73,E07.01,,0.0040,0.9693,0.5783,
W-ALL,short,74,B-P2.03,,0.0040,0.9733,0.5750,
W-ALL,short,75,B-P1.05,,0.0035,0.9768,0.5022,
W-ALL,short,76,B-P2.09,,0.0032,0.9800,0.4668,
W-ALL,short,77,B-P1.07,,0.0032,0.9832,0.4571,
W-ALL,short,78,E10.01,,0.0031,0.9863,0.4422,
W-ALL,short,79,B-P3.09,,0.0030,0.9893,0.4266,
W-ALL,short,80,B-P1.09,,0.0025,0.9917,0.3566,
W-ALL,short,81,E23.01,,0.0024,0.9941,0.3450,
W-ALL,short,82,G04.1,,0.0022,0.9963,0.3116,
W-ALL,short,83,B-P2.10,,0.0015,0.9978,0.2134,
W-ALL,short,84,B-P3.08,,0.0007,0.9985,0.1020,
W-ALL,short,85,B-P3.05,,0.0006,0.9991,0.0830,
W-ALL,short,86,B-P1.11,,0.0005,0.9996,0.0750,
W-ALL,short,87,C.04,,0.0004,1.0000,0.0529,
W-ALL,short,88,B-P1.04,,0.0000,1.0000,0.0033,
W-STAT,long,1,E51.01,,0.0391,0.0391,5.5503,
W-STAT,long,2,E50.01,,0.0329,0.0720,4.6658,
W-STAT,long,3,E52.01,,0.0327,0.1047,4.6378,
W-STAT,long,4,B-P1.03,,0.0272,0.1319,3.8611,
W-STAT,long,5,E03.01,,0.0272,0.1591,3.8527,
W-STAT,long,6,E42.01,,0.0262,0.1853,3.7180,
W-STAT,long,7,E05.01,,0.0262,0.2115,3.7098,
W-STAT,long,8,B-S.07,,0.0237,0.2351,3.3577,
W-STAT,long,9,B-P1.02,,0.0227,0.2578,3.2142,
W-STAT,long,10,B-P1.01,,0.0224,0.2802,3.1830,
W-STAT,long,11,E20.01,,0.0217,0.3019,3.0770,
W-STAT,long,12,B-P1.06,,0.0209,0.3228,2.9610,
W-STAT,long,13,B-S.09,,0.0196,0.3424,2.7754,
W-STAT,long,14,C.05,,0.0194,0.3618,2.7572,
W-STAT,long,15,E25.01,,0.0190,0.3808,2.6985,
W-STAT,long,16,B-P2.07,,0.0190,0.3998,2.6881,
W-STAT,long,17,E12.01,,0.0177,0.4175,2.5134,
W-STAT,long,18,E08.01,,0.0171,0.4346,2.4197,
W-STAT,long,19,C.06,,0.0170,0.4516,2.4172,
W-STAT,long,20,B-S.06,,0.0169,0.4685,2.3974,
W-STAT,long,21,B-S.14,,0.0169,0.4854,2.3969,
W-STAT,long,22,B-P4.09,,0.0168,0.5021,2.3761,
W-STAT,long,23,C.10,,0.0163,0.5184,2.3101,
W-STAT,long,24,B-P2.02,,0.0151,0.5335,2.1349,
W-STAT,long,25,B-P2.01,,0.0149,0.5484,2.1161,
W-STAT,long,26,C.02,,0.0138,0.5622,1.9602,
W-STAT,long,27,B-P2.05,,0.0138,0.5760,1.9518,
W-STAT,long,28,B-P2.04,,0.0133,0.5892,1.8805,
W-STAT,long,29,E28.01,,0.0132,0.6024,1.8728,
W-STAT,long,30,B-P2.06,,0.0127,0.6152,1.8047,
W-STAT,long,31,E43.01,,0.0125,0.6277,1.7756,
W-STAT,long,32,B-P4.01,,0.0124,0.6401,1.7563,
W-STAT,long,33,B-P3.06,,0.0122,0.6523,1.7371,
W-STAT,long,34,C.11,,0.0122,0.6645,1.7239,
W-STAT,long,35,C.08,,0.0121,0.6765,1.7137,
W-STAT,long,36,B-P4.05,,0.0120,0.6886,1.7080,
W-STAT,long,37,B-P3.02,,0.0120,0.7006,1.6981,
W-STAT,long,38,B-P3.04,,0.0118,0.7124,1.6799,
W-STAT,long,39,B-P3.01,,0.0118,0.7242,1.6794,
W-STAT,long,40,B-S.08,,0.0116,0.7359,1.6503,
W-STAT,long,41,C.03,,0.0110,0.7469,1.5609,
W-STAT,long,42,E19.01,,0.0100,0.7569,1.4168,
W-STAT,long,43,E13.01,,0.0096,0.7664,1.3591,
W-STAT,long,44,B-P1.10,,0.0096,0.7760,1.3548,
W-STAT,long,45,B-P1.07,,0.0095,0.7855,1.3492,
W-STAT,long,46,E21.01,,0.0092,0.7947,1.3088,
W-STAT,long,47,E06.01,,0.0090,0.8038,1.2795,
W-STAT,long,48,C.09,,0.0086,0.8123,1.2135,
W-STAT,long,49,B-P4.10,,0.0085,0.8208,1.2012,
W-STAT,long,50,E16.01,,0.0079,0.8287,1.1257,
W-STAT,long,51,B-P3.09,,0.0075,0.8363,1.0698,
W-STAT,long,52,B-P1.08,,0.0075,0.8437,1.0576,
W-STAT,long,53,C.12,,0.0073,0.8510,1.0294,
W-STAT,long,54,E18.01,,0.0073,0.8582,1.0284,
W-STAT,long,55,B-P1.05,,0.0072,0.8654,1.0264,
W-STAT,long,56,B-P2.08,,0.0071,0.8726,1.0105,
W-STAT,long,57,E17.01,,0.0070,0.8796,0.9998,
W-STAT,long,58,E23.01,,0.0069,0.8865,0.9801,
W-STAT,long,59,G06.1,,0.0068,0.8934,0.9707,
W-STAT,long,60,B-P3.10,,0.0067,0.9001,0.9515,
W-STAT,long,61,G04.1,,0.0064,0.9065,0.9118,
W-STAT,long,62,B-S.05,,0.0064,0.9129,0.9031,
W-STAT,long,63,E24.01,,0.0063,0.9192,0.8927,
W-STAT,long,64,E10.01,,0.0061,0.9253,0.8698,
W-STAT,long,65,G03.1,,0.0059,0.9312,0.8350,
W-STAT,long,66,E14.01,,0.0058,0.9370,0.8200,
W-STAT,long,67,B-P3.03,,0.0057,0.9427,0.8147,
W-STAT,long,68,E07.01,,0.0055,0.9482,0.7799,
W-STAT,long,69,B-P1.04,,0.0052,0.9534,0.7305,
W-STAT,long,70,B-P3.07,,0.0051,0.9584,0.7175,
W-STAT,long,71,B-P2.11,,0.0046,0.9630,0.6479,
W-STAT,long,72,E22.01,,0.0040,0.9670,0.5724,
W-STAT,long,73,E15.01,,0.0040,0.9710,0.5631,
W-STAT,long,74,B-P2.03,,0.0040,0.9750,0.5626,
W-STAT,long,75,C.04,,0.0039,0.9788,0.5473,
W-STAT,long,76,C.01,,0.0038,0.9826,0.5336,
W-STAT,long,77,C.07,,0.0035,0.9861,0.5034,
W-STAT,long,78,B-P3.05,,0.0029,0.9891,0.4175,
W-STAT,long,79,B-P1.09,,0.0026,0.9917,0.3735,
W-STAT,long,80,B-P4.02,,0.0024,0.9941,0.3355,
W-STAT,long,81,B-P2.10,,0.0022,0.9962,0.3053,
W-STAT,long,82,B-P1.11,,0.0020,0.9982,0.2780,
W-STAT,long,83,B-P3.08,,0.0011,0.9993,0.1574,
W-STAT,long,84,B-P2.09,,0.0007,1.0000,0.1007,
W-STAT,short,1,E51.01,,0.0500,0.0500,6.3478,
W-STAT,short,2,C.08,,0.0280,0.0781,3.5548,
W-STAT,short,3,E03.01,,0.0279,0.1060,3.5435,
W-STAT,short,4,E20.01,,0.0276,0.1336,3.5027,
W-STAT,short,5,B-S.07,,0.0270,0.1606,3.4270,
W-STAT,short,6,E50.01,,0.0257,0.1863,3.2567,
W-STAT,short,7,C.05,,0.0244,0.2107,3.0951,
W-STAT,short,8,B-S.09,,0.0222,0.2329,2.8156,
W-STAT,short,9,E52.01,,0.0217,0.2545,2.7483,
W-STAT,short,10,B-P4.09,,0.0211,0.2756,2.6743,
W-STAT,short,11,C.06,,0.0203,0.2959,2.5710,
W-STAT,short,12,E12.01,,0.0191,0.3150,2.4210,
W-STAT,short,13,B-S.14,,0.0191,0.3341,2.4210,
W-STAT,short,14,E05.01,,0.0187,0.3528,2.3752,
W-STAT,short,15,E42.01,,0.0185,0.3713,2.3516,
W-STAT,short,16,B-P4.01,,0.0176,0.3889,2.2332,
W-STAT,short,17,E25.01,,0.0171,0.4060,2.1633,
W-STAT,short,18,B-P1.03,,0.0165,0.4225,2.0993,
W-STAT,short,19,B-P2.02,,0.0165,0.4390,2.0877,
W-STAT,short,20,B-P4.05,,0.0165,0.4554,2.0877,
W-STAT,short,21,B-P2.01,,0.0164,0.4718,2.0760,
W-STAT,short,22,B-P3.07,,0.0163,0.4881,2.0635,
W-STAT,short,23,B-S.08,,0.0162,0.5043,2.0585,
W-STAT,short,24,C.02,,0.0159,0.5202,2.0134,
W-STAT,short,25,B-P2.05,,0.0156,0.5358,1.9843,
W-STAT,short,26,E08.01,,0.0156,0.5514,1.9733,
W-STAT,short,27,C.03,,0.0150,0.5663,1.8969,
W-STAT,short,28,B-P3.06,,0.0149,0.5812,1.8882,
W-STAT,short,29,B-P1.06,,0.0144,0.5956,1.8270,
W-STAT,short,30,B-S.06,,0.0137,0.6093,1.7383,
W-STAT,short,31,E19.01,,0.0137,0.6230,1.7383,
W-STAT,short,32,E28.01,,0.0135,0.6365,1.7091,
W-STAT,short,33,E43.01,,0.0135,0.6500,1.7091,
W-STAT,short,34,E06.01,,0.0132,0.6632,1.6794,
W-STAT,short,35,C.10,,0.0123,0.6755,1.5636,
W-STAT,short,36,B-P2.06,,0.0121,0.6877,1.5403,
W-STAT,short,37,E18.01,,0.0119,0.6995,1.5053,
W-STAT,short,38,B-P1.02,,0.0119,0.7114,1.5038,
W-STAT,short,39,B-P1.01,,0.0115,0.7229,1.4631,
W-STAT,short,40,B-P3.02,,0.0114,0.7343,1.4471,
W-STAT,short,41,B-P3.01,,0.0113,0.7456,1.4354,
W-STAT,short,42,G03.1,,0.0111,0.7567,1.4063,
W-STAT,short,43,B-P3.04,,0.0110,0.7677,1.3907,
W-STAT,short,44,B-P2.07,,0.0098,0.7775,1.2476,
W-STAT,short,45,E22.01,,0.0096,0.7871,1.2142,
W-STAT,short,46,E21.01,,0.0095,0.7966,1.2058,
W-STAT,short,47,E16.01,,0.0094,0.8060,1.1894,
W-STAT,short,48,B-P2.04,,0.0093,0.8153,1.1777,
W-STAT,short,49,G06.1,,0.0090,0.8243,1.1472,
W-STAT,short,50,B-P4.02,,0.0086,0.8329,1.0931,
W-STAT,short,51,B-P2.08,,0.0085,0.8415,1.0817,
W-STAT,short,52,C.12,,0.0084,0.8498,1.0622,
W-STAT,short,53,B-S.05,,0.0083,0.8582,1.0569,
W-STAT,short,54,C.09,,0.0081,0.8662,1.0234,
W-STAT,short,55,C.11,,0.0079,0.8741,1.0023,
W-STAT,short,56,C.01,,0.0079,0.8820,0.9990,
W-STAT,short,57,E24.01,,0.0075,0.8895,0.9521,
W-STAT,short,58,B-P2.11,,0.0074,0.8969,0.9385,
W-STAT,short,59,B-P1.10,,0.0073,0.9042,0.9299,
W-STAT,short,60,E17.01,,0.0073,0.9115,0.9274,
W-STAT,short,61,B-P4.10,,0.0072,0.9188,0.9176,
W-STAT,short,62,E13.01,,0.0066,0.9254,0.8400,
W-STAT,short,63,C.07,,0.0065,0.9319,0.8282,
W-STAT,short,64,B-P3.10,,0.0063,0.9382,0.7949,
W-STAT,short,65,B-P3.03,,0.0061,0.9443,0.7774,
W-STAT,short,66,E15.01,,0.0058,0.9501,0.7366,
W-STAT,short,67,E14.01,,0.0057,0.9558,0.7180,
W-STAT,short,68,B-P1.08,,0.0049,0.9607,0.6170,
W-STAT,short,69,E07.01,,0.0046,0.9652,0.5783,
W-STAT,short,70,B-P2.03,,0.0045,0.9697,0.5750,
W-STAT,short,71,B-P1.05,,0.0040,0.9737,0.5022,
W-STAT,short,72,B-P2.09,,0.0037,0.9774,0.4668,
W-STAT,short,73,B-P1.07,,0.0036,0.9810,0.4571,
W-STAT,short,74,E10.01,,0.0035,0.9845,0.4422,
W-STAT,short,75,B-P3.09,,0.0034,0.9878,0.4266,
W-STAT,short,76,B-P1.09,,0.0028,0.9906,0.3566,
W-STAT,short,77,E23.01,,0.0027,0.9934,0.3450,
W-STAT,short,78,G04.1,,0.0025,0.9958,0.3116,
W-STAT,short,79,B-P2.10,,0.0017,0.9975,0.2134,
W-STAT,short,80,B-P3.08,,0.0008,0.9983,0.1020,
W-STAT,short,81,B-P3.05,,0.0007,0.9990,0.0830,
W-STAT,short,82,B-P1.11,,0.0006,0.9996,0.0750,
W-STAT,short,83,C.04,,0.0004,1.0000,0.0529,
W-STAT,short,84,B-P1.04,,0.0000,1.0000,0.0033,
