# SEL-k=14 full re-derivation (discovery-only fit). C@k = context over k-1 priors (registry-literal only at k=16). W-STAT excl = post-audit flag set. HOLDOUT numbers elsewhere are comparison material — 15 extra trials of selection bias; forward data is the only judge.
variant,direction,rank,feature_code,flag,weight,cumulative_weight,raw_strength,deduped_aliases
W-STAT,short,16,C.03,,0.0171,0.3739,2.3788,
W-STAT,short,17,E05.01,,0.0171,0.3910,2.3752,
W-STAT,short,18,E42.01,,0.0169,0.4079,2.3516,
W-STAT,short,19,B-P3.06,,0.0163,0.4242,2.2623,
W-STAT,short,20,B-P2.07,,0.0161,0.4403,2.2332,
W-STAT,short,21,B-P4.01,,0.0161,0.4563,2.2332,
W-STAT,short,22,E25.01,,0.0156,0.4719,2.1633,
W-STAT,short,23,B-P3.07,,0.0152,0.4871,2.1153,
W-STAT,short,24,B-P2.02,,0.0150,0.5021,2.0877,
W-STAT,short,25,B-P2.01,,0.0149,0.5171,2.0760,
W-STAT,short,26,B-P1.03,,0.0149,0.5320,2.0760,
W-STAT,short,27,B-P4.05,,0.0148,0.5468,2.0585,
W-STAT,short,28,B-P2.05,,0.0143,0.5612,1.9944,
W-STAT,short,29,B-S.06,,0.0142,0.5754,1.9755,
W-STAT,short,30,E08.01,,0.0142,0.5896,1.9733,
W-STAT,short,31,B-P1.10,,0.0131,0.6027,1.8250,
W-STAT,short,32,B-P2.06,,0.0127,0.6154,1.7615,
W-STAT,short,33,C.10,,0.0125,0.6279,1.7383,
W-STAT,short,34,E19.01,,0.0125,0.6404,1.7383,
W-STAT,short,35,B-P4.02,,0.0125,0.6529,1.7378,
W-STAT,short,36,E28.01,,0.0123,0.6652,1.7091,
W-STAT,short,37,E43.01,,0.0123,0.6775,1.7091,
W-STAT,short,38,E06.01,,0.0121,0.6896,1.6794,
W-STAT,short,39,B-P4.10,,0.0120,0.7016,1.6698,
W-STAT,short,40,C.02,,0.0119,0.7135,1.6509,
W-STAT,short,41,B-P2.08,,0.0110,0.7244,1.5228,
W-STAT,short,42,E18.01,,0.0108,0.7353,1.5053,
W-STAT,short,43,B-P1.02,,0.0107,0.7459,1.4863,
W-STAT,short,44,B-P1.01,,0.0106,0.7566,1.4762,
W-STAT,short,45,B-P3.02,,0.0104,0.7670,1.4471,
W-STAT,short,46,B-P3.01,,0.0103,0.7773,1.4354,
W-STAT,short,47,B-S.14,,0.0103,0.7876,1.4311,
W-STAT,short,48,G03.1,,0.0101,0.7977,1.4063,
W-STAT,short,49,B-P3.04,,0.0100,0.8077,1.3907,
W-STAT,short,50,C.12,,0.0098,0.8175,1.3593,
W-STAT,short,51,E22.01,,0.0087,0.8262,1.2142,
W-STAT,short,52,E21.01,,0.0087,0.8349,1.2058,
W-STAT,short,53,E16.01,,0.0086,0.8435,1.1894,
W-STAT,short,54,B-P2.04,,0.0085,0.8519,1.1777,
W-STAT,short,55,B-S.05,,0.0084,0.8604,1.1734,
W-STAT,short,56,G06.1,,0.0083,0.8686,1.1472,
W-STAT,short,57,B-P1.05,,0.0081,0.8768,1.1326,
W-STAT,short,58,C.11,,0.0070,0.8838,0.9776,
W-STAT,short,59,E24.01,,0.0069,0.8907,0.9521,
W-STAT,short,60,C.01,,0.0068,0.8975,0.9502,
W-STAT,short,61,B-P2.11,,0.0068,0.9043,0.9385,
W-STAT,short,62,E17.01,,0.0067,0.9109,0.9274,
W-STAT,short,63,E13.01,,0.0060,0.9170,0.8400,
W-STAT,short,64,B-P3.10,,0.0057,0.9227,0.7949,
W-STAT,short,65,C.07,,0.0057,0.9284,0.7879,
W-STAT,short,66,B-P3.03,,0.0056,0.9340,0.7774,
W-STAT,short,67,C.04,,0.0056,0.9395,0.7720,
W-STAT,short,68,E15.01,,0.0053,0.9448,0.7366,
W-STAT,short,69,E14.01,,0.0052,0.9500,0.7180,
W-STAT,short,70,B-P3.05,,0.0050,0.9549,0.6901,
W-STAT,short,71,C.09,,0.0049,0.9598,0.6784,
W-STAT,short,72,B-P1.07,,0.0043,0.9642,0.6027,
W-STAT,short,73,E07.01,,0.0042,0.9683,0.5783,
W-STAT,short,74,B-P2.03,,0.0041,0.9725,0.5750,
W-STAT,short,75,B-P1.08,,0.0039,0.9764,0.5445,
W-STAT,short,76,B-P2.09,,0.0037,0.9801,0.5159,
W-STAT,short,77,B-P1.09,,0.0033,0.9834,0.4615,
W-STAT,short,78,E10.01,,0.0032,0.9866,0.4422,
W-STAT,short,79,B-P3.08,,0.0031,0.9897,0.4308,
W-STAT,short,80,B-P2.10,,0.0031,0.9927,0.4241,
W-STAT,short,81,E23.01,,0.0025,0.9952,0.3450,
W-STAT,short,82,G04.1,,0.0022,0.9975,0.3116,
W-STAT,short,83,B-P3.09,,0.0020,0.9994,0.2741,
W-STAT,short,84,B-P1.11,,0.0005,1.0000,0.0750,
W-STAT,short,85,B-P1.04,,0.0000,1.0000,0.0033,
