ts,bucket_id,P1.01,P1.02,P1.03,P1.04,P1.05,P1.06,P1.07,P1.08,P1.09,P1.10,P1.11,P2.01,P2.02,P2.03,P2.04,P2.05,P2.06,P2.07,P2.08,P2.09,P2.10,P2.11,P3.01,P3.02,P3.03,P3.04,P3.05,P3.06,P3.07,P3.08,P3.09,P3.10,P4.01,P4.02,P4.03,P4.04,P4.05,P4.09,P4.10,S.01,S.02,S.03,S.04,S.05,S.06,S.07,S.08,S.09,S.10,S.11,S.12,S.13,S.14,p5_up,p5_dn,p5_spr,p6_up,p6_dn,p6_spr,p7_up,p7_dn,p7_spr,phase_dom_up,phase_dom_dn,p9_bull,p9_bear,p9_sum,p0_bull,p0_bear,p0_sum,cross1_level,cross1_dir,cross1_ago,cross2_level,cross2_dir,cross2_ago,leg1_long,leg1_short,leg2_long,leg2_short,leg3_long,leg3_short,leg4_long,leg4_short,fire_long,fire_short,fwd30_mfe,fwd30_mae,fwd30_end
1782654514.418,9937,48.643142755659326,51.356857244340674,2.7137144886813402,bull,19369.115973908516,20449.684532469186,0.2882311607276449,0.007362901019734348,11,8,50.0,51.56495394623061,48.43504605376939,3.1299078924612145,bull,19907.848706865043,18699.475034030696,0.2794618017849135,-0.012449448792549143,15,3,0.0,53.6341935055504,46.3658064944496,7.268387011100796,buyer,1.1703936906287036,1.1445836732574013,4,0,12,6.370461078220965,4.380783348909583,bull,4.380783348909583,0.3900641488494379,3.9907192000601452,64.50947862974465,2,16,386.5620000362396,138148.84000000003,66864.2 | 71284.7,4420.539999999979,5743.039999999106,9290.280000003277,10251.049999992478,9014.43000000067,4783.859999995978,1.1703936906287036,1.1445836732574013,1409.2596361882445,0.0695216907675155,24.126,51.495,-27.369,61.26,44.548,16.712,14.613,3.956,10.657,STARTDUR,BEFORE,19.405,-12.849,6.556,18.713,-10.576,8.137,0.0,up,11.477,,,,False,False,False,False,True,False,True,False,False,False,0.0417,-0.4724,-0.2362
1782654526.149,9938,53.59080999101571,46.40919000898429,7.1816199820314175,bear,27720.460973908517,20449.684532469186,0.34868295315673803,0.016242489377662123,15,9,100.0,53.50876678656442,46.49123321343558,7.017533573128842,bull,19907.848706865043,18699.475034030696,0.2794618017849135,-0.012752475572045844,14,3,50.0,50.736675761532,49.263324238468,1.4733515230640037,buyer,1.1325401123067638,1.2106078352250578,5,0,15,3.6127286881381377,2.6284700093457496,bull,2.6284700093457496,0.2340384893096627,2.3944315200360866,64.50947862974465,2,16,383.8939998149872,138148.84000000003,72013.7 | 66135.1,-5878.6400000000285,2753.8872185716573,8898.320000004544,9394.369999992474,10744.342781429383,4794.459999995978,1.1325401123067638,1.2106078352250578,1417.8129665878623,0.12520868113523012,25.071,49.715,-24.643,61.629,46.52,15.11,13.3,3.766,9.534,STARTDUR,BEFORE,16.455,-15.8,0.655,10.765,-18.524,-7.758,0.0,down,7.488,,,,False,False,False,False,True,False,True,False,False,False,0.0417,-0.4724,-0.2362
1782654533.791,9939,58.19904593845353,41.80095406154647,16.39809187690706,bear,28471.88912912643,20449.684532469186,0.3541222181930417,0.021690218503254668,14,9,100.0,53.50876678656442,46.49123321343558,7.017533573128842,bull,19907.848706865043,17296.98687881272,0.2693097935941971,-0.010766786334468419,13,2,50.0,50.22971002458871,49.77028997541129,0.45942004917742807,buyer,1.1378277581327432,1.2013352035601064,4,0,14,43.93466803395286,1.5770820056074497,bull,1.5770820056074497,0.14042309358579763,1.4366589120216522,64.50947862974465,2,16,391.1559998989105,138148.84000000003,71362.7 | 66786.2,-4576.519999999902,3337.6600000001454,8898.320000004544,9394.369999992474,10160.570000000895,4794.459999995978,1.1378277581327432,1.2013352035601064,947.15155363488,0.13914011409488564,26.004,47.946,-21.942,61.818,48.37,13.448,12.178,3.684,8.494,STARTDUR,STARTDUR,13.897,-18.358,-4.461,0.06,-4.221,-4.161,0.0,down,8.488,,,,False,False,False,False,True,True,False,False,False,False,0.0417,-0.4724,-0.2362
1782654570.973,9940,58.19904593845353,41.80095406154647,16.39809187690706,bear,28471.88912912643,20449.684532469186,0.35436898317624055,0.02506239818250528,13,9,50.0,32.80726986769559,67.19273013230442,34.385460264608824,bear,19907.848706865043,25159.51187881272,0.32645055238116233,-0.0232531028111299,12,2,0.0,47.17732111125057,52.82267888874943,5.645357777498861,seller,1.1310261573398956,1.2140200427518795,4,0,13,8.23560237226991,0.9462492033644697,bull,0.9462492033644697,0.08425385615147857,0.8619953472129911,64.50947862974465,2,16,403.2150001525879,138052.64000000004,74816.1 | 63236.6,-11579.46,-268.5899999998528,7322.1100000045435,7602.559999995007,9999.680000001861,5193.5799999975425,1.1310261573398956,1.2140200427518795,939.9990983313863,-0.04170141784820842,31.701,40.888,-9.187,58.405,50.583,7.822,9.895,8.53,1.365,STARTDUR,STARTDUR,2.02,-30.235,-28.214,-6.709,-10.99,-17.699,0.0,down,9.488,,,,False,False,False,True,True,True,False,False,False,False,0.0695,-0.3894,0.0556
1782654584.743,9941,69.40868186298488,30.591318137015122,38.817363725969756,bear,34145.36412912648,20449.684532469186,0.3954654446419544,0.027440898436372145,12,10,100.0,29.477184905031116,70.52281509496888,41.04563018993777,bear,12284.288706865103,25159.51187881272,0.27122842841453676,-0.02705735414058955,11,2,50.0,43.28429188513221,56.715708114867795,13.431416229735577,seller,1.101423042854599,1.2509120585832838,4,0,12,34.51943679657942,0.5677495220186819,bull,0.5677495220186819,0.05055231369088714,0.5171972083277947,64.50947862974465,1,16,403.95099997520447,138052.64,79448.7 | 58603.9,-20844.79999999999,-655.9600000008941,7322.1100000045435,7602.559999995007,11070.390000002606,4510.239999997839,1.101423042854599,1.2509120585832838,937.778434573519,-0.12500000000000472,37.889,33.878,4.012,54.149,51.44,2.71,7.961,14.683,-6.721,STARTDUR,STARTDUR,-7.196,-39.451,-46.647,10.752,-21.503,-10.751,0.0,down,10.488,,,,False,False,False,True,True,True,False,False,False,False,0.1947,-0.3894,0.1947
1782654644.78,9942,75.76241144700563,24.23758855299437,51.52482289401126,bear,36280.08792087414,15049.294539843173,0.3720694913605868,0.0301759083564972,11,9,100.0,27.28999619680571,72.71000380319428,45.42000760638858,bear,10516.19369949112,28018.783087064992,0.27932713243800805,-0.036227980673740154,10,1,0.0,42.35540421173875,57.64459578826124,15.289191576522493,seller,1.0416404859878485,1.2627402833861952,3,0,11,41.71453280836743,0.3406497132112091,bull,0.3406497132112091,0.03033138821453228,0.31031832499667683,64.50947862974465,1,16,463.36500000953674,137956.44,82946.8 | 55009.6,-27937.229999999865,-1598.0162930416227,7330.670000004544,8129.873706953981,11918.730000002308,5139.829999997839,1.0416404859878485,1.2627402833861952,405.1752934932667,-0.16664352173309893,43.519,27.913,15.606,50.097,51.543,-1.445,6.383,20.544,-14.161,STARTDUR,STARTDUR,-31.101,-25.016,-56.117,1.196,-11.89,-10.694,0.0,down,11.488,,,,False,False,False,True,True,True,False,False,False,False,0.3756,-0.3617,0.1808
1782654697.579,9943,81.22554982364855,18.774450176351454,62.45109964729709,bear,39836.7724208481,11606.571476512328,0.3732231392835345,0.0342907114401832,10,9,100.0,22.316498005015074,77.68350199498492,55.36700398996985,bear,10516.19369949112,28018.783087064992,0.27957251451600434,-0.03728918126584628,9,1,50.0,41.239934942698106,58.760065057301894,17.520130114603788,seller,1.0304887439857184,1.2737670936903942,3,0,10,41.327394162428774,0.2043898279267255,bull,0.2043898279267255,0.0,0.2043898279267255,12.168842635859955,0,16,495.4839999675751,137835.355,83889.5 | 53945.8,-29943.684999999976,702.9354142018492,7386.330000004023,8461.599999995306,10412.590000001786,4732.404585795692,1.0304887439857184,1.2737670936903942,389.1024465428475,-0.138888888888881,49.147,22.817,26.33,45.709,50.641,-4.932,5.145,26.542,-21.398,BEFORE,STARTDUR,-36.877,-30.792,-67.669,-4.649,-17.734,-22.382,0.0,down,12.488,,,,False,False,False,True,False,True,False,False,False,False,0.3616,-0.3755,0.153
1782654759.744,9944,80.8758491663815,19.124150833618504,61.75169833276299,bear,39836.7724208481,9207.860096061924,0.35606892257259753,0.033700976325765845,9,9,50.0,22.316498005015074,77.68350199498492,55.36700398996985,bear,8049.085079941464,28018.783087064992,0.261856319410457,-0.03595162583716565,8,1,50.0,41.501750336524466,58.498249663475534,16.996499326951064,seller,1.0098021964021195,1.249991608363347,3,0,9,60.741652384145894,0.12263389675603528,bull,0.12263389675603528,0.0,0.12263389675603528,12.168842635859955,0,16,520.4400000572205,137739.15500000003,83454.7 | 54284.5,-29170.235,-1563.8818233727688,7092.250000003652,7925.448176624397,11261.750000001339,5319.829999999478,1.0098021964021195,1.249991608363347,383.1632405155498,-0.2499305748403119,53.649,18.694,34.955,42.247,49.989,-7.742,4.104,31.317,-27.213,BEFORE,STARTDUR,-36.571,-30.487,-67.058,-8.583,-21.668,-30.251,0.0,down,13.488,,,,False,False,False,True,False,True,False,False,False,False,0.4454,-0.2923,0.1114
1782654800.156,9945,81.02276381125922,18.977236188740775,62.04552762251845,bear,43823.44871105659,9207.860096061924,0.3850821618349246,0.03359616754341535,8,10,100.0,21.126528688315314,78.87347131168468,57.74694262336937,bear,8049.085079941464,30050.335788917473,0.27665557729681123,-0.03401532441389628,7,1,0.0,39.862271947445585,60.137728052554415,20.27545610510883,seller,0.9884617505179257,1.2601945917316724,3,0,8,19.058605125900115,0.07358033805362116,bull,0.07358033805362116,0.0,0.07358033805362116,12.168842635859955,0,16,506.5149998664856,137714.27000000002,86011.6 | 51702.7,-34308.85,-2700.4565260517484,6273.940000003577,7441.073473946088,11262.330000000818,5153.140000000596,0.9884617505179257,1.2601945917316724,386.52067095413065,-0.30534351145038013,57.737,15.29,42.447,38.991,49.209,-10.217,3.272,35.501,-32.229,BEFORE,STARTDUR,-38.059,-31.975,-70.034,-10.802,-23.887,-34.69,0.0,down,14.488,,,,False,False,False,True,False,True,False,False,False,False,0.4594,-0.2784,0.1253
1782654833.424,9946,81.02276381125921,18.977236188740786,62.04552762251843,bear,39312.693711056585,9207.860096061924,0.35232771307663685,0.031045603316897992,7,9,50.0,40.46810191980021,59.53189808019979,19.063796160399576,bear,15293.070079941415,30050.335788917473,0.3292571341289387,-0.006445709194390859,6,1,100.0,43.66927631510272,56.330723684897286,12.66144736979457,seller,1.0162584079931754,1.2350213221407602,3,0,7,84.54534897495493,0.044148202832172696,bull,0.044148202832172696,0.0,0.044148202832172696,12.168842635859955,0,16,519.5640001296997,137714.27000000002,82825.0 | 54889.3,-27935.700000000106,-3754.4950000009194,5504.030000004321,8071.179999997318,11289.97000000149,6039.735000001071,1.0162584079931754,1.2350213221407602,376.13203052589955,-0.24982650936848386,56.679,14.417,42.262,40.518,52.32,-11.802,2.803,33.263,-30.46,BEFORE,STARTDUR,-26.485,-20.4,-46.885,-6.294,-19.379,-25.673,,,,,,,False,False,False,False,False,True,False,False,False,False,0.4035,-0.3339,-0.0557
1782654916.424,9947,87.48834079972441,12.511659200275583,74.97668159944884,bear,39999.0703881189,9207.860096061924,0.3578047269540463,0.02824912182037183,6,9,100.0,35.345566127037834,64.65443387296217,29.30886774592433,bear,15293.070079941415,27974.22411185505,0.31461508027437474,-0.006812612491719742,5,1,0.0,41.659005482354765,58.34099451764523,16.681989035290464,seller,1.0268220344528938,1.2473363029894222,3,0,6,27.274271989295666,0.026488921699303614,bull,0.026488921699303614,0.0,0.026488921699303614,12.168842635859955,0,16,582.0910000801086,137524.54,81435.2 | 56089.3,-25345.959999999883,-3540.439999999475,5957.50000000298,8635.459999999033,11431.230000000522,6702.170000000968,1.0268220344528938,1.2473363029894222,356.0629485428468,-0.20836227253784065,57.294,12.703,44.591,40.382,53.807,-13.425,2.324,33.49,-31.167,BEFORE,STARTDUR,-33.284,-27.2,-60.484,-15.632,-28.717,-44.349,,,,,,,False,False,False,False,False,True,False,False,False,False,0.4454,-0.2923,-0.0278
1782654952.735,9948,85.7236540289091,14.276345971090908,71.44730805781818,bear,39999.0703881189,5720.244920058573,0.332504945617336,0.02519358240101875,5,8,50.0,31.781701544121105,68.2182984558789,36.436596911757796,bear,15293.070079941415,32826.03411185505,0.34995799947131834,-0.003027530570366752,4,0,0.0,42.10700477382152,57.89299522617848,15.785990452356957,seller,0.9940744823136266,1.2210375346005728,3,0,5,43.209048515324326,0.015893353019582168,bull,0.015893353019582168,0.0,0.015893353019582168,12.168842635859955,0,16,582.5079998970032,137499.65500000003,82432.1 | 55067.6,-27364.51500000002,-4326.890000000596,6262.790000000894,8420.200000000596,10841.359999999999,8168.520000002086,0.9940744823136266,1.2210375346005728,355.8487814158148,-0.30564045568213233,58.227,11.265,46.962,39.827,54.215,-14.388,1.946,34.521,-32.574,BEFORE,STARTDUR,-33.96,-27.875,-61.835,-20.578,-33.663,-54.241,-50.0,down,7.429,,,,False,False,False,True,False,True,False,False,False,False,0.5574,-0.1812,0.0836
1782654987.695,9949,90.46552791604388,9.534472083956114,80.93105583208778,bear,37616.235697410026,5720.244920058573,0.31561069323625807,0.020920564977050544,4,8,100.0,20.99800018756968,79.00199981243033,58.00399962486065,bear,15293.070079941415,32826.03411185505,0.3504415590628024,-0.0002051716733759087,3,0,50.0,37.23769007068715,62.76230992931284,25.52461985862569,seller,1.005643787485374,1.2013690099728707,3,0,4,45.850706254605655,0.0095360118117493,bull,0.0095360118117493,0.0,0.0095360118117493,12.168842635859955,0,16,584.5679998397827,137309.925,81369.7 | 55940.2,-25429.50499999989,-3921.644999999353,6281.519999999404,7910.880000002236,11410.604999999427,6703.440000001564,1.005643787485374,1.2013690099728707,354.53971324029914,-0.2917477076965934,61.84,9.333,52.507,36.565,52.435,-15.87,1.594,38.232,-36.638,BEFORE,STARTDUR,-44.157,-38.073,-82.23,-37.629,-31.545,-69.173,-50.0,down,8.429,,,,False,False,False,True,False,True,False,True,False,False,0.5434,-0.1951,0.0697
1782655029.991,9950,100.0,0.0,100.0,bear,37616.235697410026,3964.5040207283564,0.3032430031049648,0.018184631246702162,3,8,50.0,15.380917106272832,84.61908289372717,69.23816578745434,bear,8724.85597927165,39853.23911185505,0.35427381860948126,-0.0035802155220638044,2,0,0.0,33.63335194798023,66.36664805201977,32.73329610403954,seller,0.9341217543472985,1.2575598986549663,3,0,3,17.079555638679423,0.005721607087049579,bull,0.005721607087049579,0.0,0.005721607087049579,12.168842635859955,0,16,612.0049998760223,137120.195,88056.5 | 49063.7,-38992.824999999895,-3580.043233541928,5749.296766456356,9350.60000000246,11868.42999999918,6811.510000001564,0.9341217543472985,1.2575598986549663,330.61842583806174,-0.4166088043327474,66.194,7.522,58.673,32.561,50.727,-18.166,1.245,41.751,-40.507,BEFORE,STARTDUR,-53.535,-47.451,-100.986,-45.206,-39.122,-84.327,-50.0,down,9.429,,,,False,False,False,True,False,True,False,True,False,False,0.6275,-0.1116,0.0697
1782655032.464,9951,100.0,0.0,100.0,bear,37616.235697410026,0.0,0.2745176327352784,0.0161373852612703,2,7,50.0,13.954254045197413,86.04574595480258,72.09149190960518,bear,7243.984999999952,46299.999111855104,0.39075594601864583,-0.006291181542255724,1,0,0.0,32.9657022489981,67.03429775100189,34.06859550200379,seller,0.9042247532871018,1.2831667097392914,4,0,2,23.92875917369834,0.0,bear,0.0,0.0,0.0,0.0,0,16,571.1010000705719,137026.66499999998,91380.5 | 45646.2,-45734.2950000001,-2159.855094645676,5371.81999999851,9366.420000003352,10691.515094646942,6206.580000000596,0.9042247532871018,1.2831667097392914,532.4519399580792,-0.48597611774506294,69.847,6.175,63.672,29.099,49.166,-20.067,1.054,44.659,-43.605,BEFORE,STARTDUR,-54.582,-48.498,-103.08,-45.577,-39.492,-85.069,-50.0,down,10.429,,,,False,False,False,True,False,True,False,True,False,False,0.6837,-0.0558,0.1256
1782655070.059,9952,100.0,0.0,100.0,bear,33412.29757622269,0.0,0.24388221507941502,0.014743053618440501,1,6,50.0,24.334484219752582,75.66551578024742,51.331031560494836,bear,11756.624999999953,44668.39223304244,0.41185608853434175,0.0021112845114736145,0,0,100.0,35.45420451912064,64.54579548087936,29.09159096175873,seller,0.9081024525824899,1.2192304251344193,3,0,1,52.82093060276615,30.765301789945394,bull,30.765301789945394,0.0,30.765301789945394,30.765301789945394,0,16,577.7379999160767,137001.77999999997,89575.6 | 47426.2,-42149.37000000012,-6478.520780037234,4879.729999998808,8458.959219966264,12187.040000002158,7630.170000000149,0.9081024525824899,1.2192304251344193,529.3567974150466,-0.40272184418831586,71.036,5.16,65.875,28.117,49.159,-21.042,0.847,45.681,-44.834,BEFORE,STARTDUR,-48.148,-42.063,-90.211,-43.104,-37.019,-80.123,-50.0,down,11.429,,,,False,False,False,True,False,True,False,True,False,False,0.6135,-0.1255,0.1394
1782655087.655,9953,100.0,0.0,100.0,bear,34424.21410257015,0.0,0.2514970560844675,0.012709107100224779,0,6,100.0,22.294128698227432,77.70587130177256,55.411742603545136,bear,11756.624999999953,40977.550706694994,0.38526631009666623,-0.0005849539470008147,2,0,0.0,38.697551679315126,61.302448320684874,22.60489664136975,seller,0.9153305252456432,1.178206346329984,3,0,0,36.37454785187924,18.459181073967233,bull,18.459181073967233,0.0,18.459181073967233,30.765301789945394,0,16,573.2369999885559,136877.205,86896.7 | 49980.6,-36916.0950000001,-4749.195000000014,6667.059999998734,8458.33000000328,12221.880000001935,7652.705000000096,0.9153305252456432,1.178206346329984,535.1830286246552,-0.3890509934695028,71.775,4.35,67.425,27.573,48.942,-21.368,0.651,46.709,-46.057,BEFORE,STARTDUR,-47.546,-41.462,-89.008,-37.016,-30.931,-67.947,-50.0,down,12.429,,,,False,False,False,True,False,True,False,True,False,False,0.6556,-0.0418,0.1813
1782655166.471,9954,96.3287765622549,3.671223437745097,92.6575531245098,bear,26072.86910257015,808.5393635060777,0.19683089908988224,0.000988612370640782,2,5,0.0,27.907341956724718,72.09265804327528,44.185316086550564,bear,15862.565636493884,40977.550706694994,0.4161943827579667,0.002301305415974084,1,0,100.0,40.136515780001446,59.863484219998554,19.726968439997105,seller,0.9625089095356191,1.1185828157676538,2,0,12,58.798024464480555,11.07550864438034,bull,11.07550864438034,0.0,11.07550864438034,30.765301789945394,0,16,640.3220000267029,136571.07999999996,81989.1 | 54582.0,-27407.050000000105,-1675.7344558071964,8305.647762761466,9127.080000003429,10711.752218571943,8396.710000000148,0.9625089095356191,1.1185828157676538,495.64930504513154,-0.3473669584549118,71.217,3.841,67.376,28.288,49.691,-21.402,0.495,46.468,-45.973,BEFORE,STARTDUR,-42.185,-36.1,-78.285,-37.734,-31.65,-69.384,-50.0,down,13.429,,,,False,False,False,True,False,True,False,True,False,False,0.6135,-0.0837,0.1534
1782655217.11,9955,92.5755622140345,7.4244377859654875,85.15112442806902,bear,21215.16410257015,1701.4281332088271,0.16817671304980053,-0.013032317841733072,1,4,0.0,37.76642985705235,62.23357014294765,24.467140285895294,bear,20095.846866791144,40977.550706694994,0.44819592516275475,0.011294851254071321,0,0,100.0,42.562412586031115,57.43758741396889,14.875174827937782,seller,0.9580028334765825,1.0769152383465534,2,0,11,61.33073470012826,6.645305186628203,bull,6.645305186628203,0.0,6.645305186628203,30.765301789945394,0,16,683.319000005722,136264.955,80363.4 | 55901.5,-24461.905000000108,322.5400000009722,9410.729999998213,9709.930000002385,10169.600000000672,8628.519999998956,0.9580028334765825,1.0769152383465534,435.103867516117,-0.3056829234403208,68.309,4.571,63.738,31.178,52.279,-21.101,0.513,43.15,-42.637,BEFORE,STARTDUR,-34.166,-28.081,-62.247,-34.063,-27.978,-62.041,-50.0,down,14.429,,,,False,False,False,False,False,True,False,True,False,False,0.5714,-0.1254,0.1115
1782655281.482,9956,85.89725410427059,14.102745895729408,71.79450820854119,bear,21215.16410257015,2551.658891655751,0.17468536807662238,-0.02466117831803938,0,4,0.0,42.2540694222165,57.7459305777835,15.491861155566994,bear,24231.051108344283,33115.02570669499,0.4214917803115348,0.020247455637937516,5,0,100.0,43.89598109564975,56.10401890435024,12.208037808700483,seller,0.9722445172980083,1.058897056748959,2,0,10,59.646947204196756,3.987183111976922,bull,3.987183111976922,0.0,3.987183111976922,30.765301789945394,0,16,710.5090000629425,136055.03,75873.7 | 60181.3,-15692.390000000007,123.06000000052154,9588.329999997766,9078.019999999478,10262.460000000076,8280.829999996648,0.9722445172980083,1.058897056748959,428.816634435272,-0.18078153247113815,64.717,6.17,58.547,34.619,55.014,-20.396,0.665,38.816,-38.151,BEFORE,STARTDUR,-27.916,-21.831,-49.747,-36.036,-29.952,-65.989,,,,,,,False,False,False,False,False,True,False,True,False,False,0.5294,-0.1672,0.0836
1782655354.201,9957,84.74015888441457,15.259841115585427,69.48031776882915,bear,16304.463716293383,2551.658891655751,0.13890441774060083,-0.03171469833232706,3,3,100.0,40.9320872733969,59.0679127266031,18.135825453206195,bear,24231.051108344283,37826.40109297171,0.4571488234200931,0.018448007841767155,4,0,0.0,43.34922096427214,56.65077903572786,13.301558071455721,seller,0.972049375200571,1.0501318556444799,2,0,9,34.505948620762275,2.392309867186153,bull,2.392309867186153,0.0,2.392309867186153,30.765301789945394,0,16,769.4579999446869,135748.905,75674.4 | 60074.5,-15599.864999999918,1167.9199999999291,10649.449999998138,9436.049999999479,9824.210000001043,9093.369999996647,0.972049375200571,1.0501318556444799,396.67403862035064,-0.22250034765678847,62.105,7.311,54.794,37.051,56.891,-19.84,0.843,35.798,-34.955,BEFORE,STARTDUR,-28.272,-22.187,-50.459,-40.903,-34.819,-75.722,,,,,,,False,False,False,False,False,True,False,True,False,False,0.5714,-0.1254,0.1533
1782655425.233,9958,80.61743817326577,19.382561826734236,61.23487634653153,bear,14169.739924545722,2551.658891655751,0.123457465013047,-0.03897446474804294,2,3,50.0,45.947362834899664,54.052637165100336,8.105274330200674,bear,29723.756108344227,34967.129884719434,0.4776258781898932,0.02588730410374365,3,1,100.0,44.06509104975673,55.93490895024327,11.869817900486535,seller,0.9638914436652268,1.026291516799105,2,0,8,66.48274902110235,1.4353859203116919,bull,1.4353859203116919,0.0,1.4353859203116919,30.765301789945394,0,16,780.4530000686646,135442.59000000003,73449.5 | 61993.1,-11456.480000000141,2301.6555347423855,11420.860000000373,9045.79629303909,9151.800000000745,9013.200758296332,0.9638914436652268,1.026291516799105,395.02384609080127,-0.04173042147725851,58.918,9.27,49.648,39.984,58.986,-19.002,1.098,31.744,-30.646,BEFORE,STARTDUR,-23.345,-17.26,-40.605,-38.963,-32.879,-71.843,,,,,,,False,False,False,False,False,True,False,True,False,False,0.4175,-0.2783,-0.0139
1782655528.453,9959,80.61743817326577,19.382561826734236,61.23487634653153,bear,10613.055424571763,2551.658891655751,0.09748081823337015,-0.04239634810891133,1,2,50.0,42.02991819901709,57.97008180098291,15.940163601965818,bear,29723.756108344227,40996.714884719375,0.5236641838672785,0.02070102631139729,2,1,0.0,42.93438729003122,57.06561270996878,14.131225419937564,seller,0.9334605025593806,0.9751074406704757,2,0,7,26.017089633459463,0.8612315521870152,bull,0.8612315521870152,0.0,0.8612315521870152,30.765301789945394,0,16,830.8740000724792,135049.28000000003,74466.6 | 60582.7,-13883.829999999922,4208.453294173509,11436.540000000745,9837.283294169709,8365.800000000596,8699.569999996349,0.9334605025593806,0.9751074406704757,389.84570020225436,-0.3337969401947275,57.403,9.822,47.582,41.507,60.374,-18.867,1.09,29.805,-28.715,BEFORE,STARTDUR,-30.518,-15.135,-45.653,-39.333,-28.599,-67.932,,,,,,,False,False,False,False,False,True,False,True,False,False,0.6977,0.0,0.3628
1782655601.41,9960,69.18739255250983,30.81260744749016,38.37478510501968,bear,10613.055424571763,2551.658891655751,0.0977836159920089,-0.044083540786393156,0,2,50.0,43.27300072237046,56.726999277629545,13.453998555259078,bear,29723.756108344227,40996.714884719375,0.5252908048172052,0.018031944200434653,1,1,50.0,44.87882387896257,55.12117612103743,10.242352242074858,seller,0.9327744898608822,0.9788465162202858,2,0,6,47.52042032056562,0.5167389313122092,bull,0.5167389313122092,0.0,0.5167389313122092,30.765301789945394,0,16,841.6660001277924,134631.08500000005,75379.9 | 59251.2,-16128.725000000006,1561.2869884841712,10177.590000001415,8695.559999997095,8373.283011517618,8938.579999996722,0.9327744898608822,0.9788465162202858,388.2131889683465,-0.09743875278397465,55.358,11.27,44.088,43.477,61.466,-17.989,1.165,27.264,-26.099,BEFORE,STARTDUR,-23.209,-7.826,-31.036,-35.378,-24.644,-60.022,,,,,,,False,False,False,False,False,True,False,True,False,False,0.5434,-0.0557,0.0557
1782655661.297,9961,69.18739255250983,30.81260744749016,38.37478510501968,bear,5729.558126424244,2551.658891655751,0.061709115265895474,-0.0480081291893069,3,1,50.0,40.79778963968295,59.20221036031705,18.404420720634107,bear,34095.89610834423,38965.162182866894,0.5444288270307835,0.023022190262948293,0,1,100.0,41.99778441613461,58.0022155838654,16.004431167730797,seller,0.9341088508501646,0.9377693710075805,2,0,5,53.911644209338704,0.3100433587873255,bull,0.3100433587873255,0.0,0.3100433587873255,30.765301789945394,0,16,861.1410000324249,134197.63000000003,72202.5 | 61995.1,-10207.450000000004,2263.969999998859,10584.550000000969,8531.8099999929,8104.119999998881,8748.269999996126,0.9341088508501646,0.9377693710075805,383.4640799340874,-0.027843519420849255,54.779,11.442,43.337,44.064,62.197,-18.132,1.157,26.361,-25.205,BEFORE,STARTDUR,-25.887,-10.505,-36.392,-34.036,-23.302,-57.338,,,,,,,False,False,False,False,False,True,False,True,False,False,0.4874,-0.1114,0.0557
1782655758.381,9962,66.40273162985505,33.59726837014494,32.80546325971012,bear,5729.558126424244,2551.658891655751,0.06192254880379923,-0.04803043870974938,2,1,50.0,49.49346661870655,50.50653338129345,1.0130667625869005,bear,32816.586108344214,38965.162182866894,0.5367458432836852,0.025981322555867555,3,1,100.0,44.36515403755452,55.63484596244548,11.269691924890957,seller,0.8969804221488357,0.9361866658540302,2,0,4,73.58695176121658,0.18602601527239526,bull,0.18602601527239526,0.0,0.18602601527239526,30.765301789945394,0,16,924.9570000171661,133735.08000000002,73019.3 | 60715.8,-12303.520000000019,1976.4850000011465,11179.290000000374,8196.269999992699,8297.189999998434,9101.88499999349,0.8969804221488357,0.9361866658540302,372.58539201859145,0.06957005704744282,51.977,14.053,37.924,46.393,62.997,-16.604,1.631,22.95,-21.32,BEFORE,STARTDUR,-18.963,-3.581,-22.544,-26.564,-15.831,-42.395,-50.0,up,7.509,,,,False,False,False,False,False,True,False,True,False,False,0.3337,-0.2642,-0.2364
1782655815.419,9963,66.29536207112845,33.70463792887155,32.5907241422569,bear,5043.1814493619295,2563.959219017092,0.05705003930417053,-0.04337153736363673,1,1,0.0,56.753308059877895,43.246691940122105,13.506616119755787,bull,37580.11078098286,33488.298859929266,0.5329802274003274,0.026803215529290436,2,1,100.0,45.381390758143525,54.618609241856475,9.237218483712951,seller,0.9111481133424363,0.8986860494271925,2,0,3,59.098662868506224,0.11161560916343716,bull,0.11161560916343716,0.0,0.11161560916343716,30.765301789945394,0,16,898.9949998855591,133341.55000000002,70161.3 | 63180.2,-6981.1300000001065,2510.0999999996275,11655.01000000201,7386.269999992698,7867.289999999255,8663.889999995827,0.9111481133424363,0.8986860494271925,375.0588472206405,0.16703786191535402,48.219,18.101,30.118,49.061,62.708,-13.647,2.719,19.19,-16.471,STARTDUR,STARTDUR,-14.772,0.611,-14.161,-21.344,-10.61,-31.954,-50.0,up,8.509,,,,False,False,False,False,True,True,False,False,False,False,0.2779,-0.3335,-0.2779
