ts,bucket_id,P1.01,P1.02,P1.03,P1.04,P1.05,P1.06,P1.07,P1.08,P1.09,P1.10,P1.11,P2.01,P2.02,P2.03,P2.04,P2.05,P2.06,P2.07,P2.08,P2.09,P2.10,P2.11,P3.01,P3.02,P3.03,P3.04,P3.05,P3.06,P3.07,P3.08,P3.09,P3.10,P4.01,P4.02,P4.03,P4.04,P4.05,P4.09,P4.10,S.01,S.02,S.03,S.04,S.05,S.06,S.07,S.08,S.09,S.10,S.11,S.12,S.13,S.14,p5_up,p5_dn,p5_spr,p6_up,p6_dn,p6_spr,p7_up,p7_dn,p7_spr,phase_dom_up,phase_dom_dn,p9_bull,p9_bear,p9_sum,p0_bull,p0_bear,p0_sum,cross1_level,cross1_dir,cross1_ago,cross2_level,cross2_dir,cross2_ago,leg1_long,leg1_short,leg2_long,leg2_short,leg3_long,leg3_short,leg4_long,leg4_short,fire_long,fire_short,fwd30_mfe,fwd30_mae,fwd30_end
1782886076.163,16539,92.41056689845763,7.589433101542376,84.82113379691525,bear,40897.20274368142,3109.0861267855353,0.1906366254604574,0.007185311519242387,4,2,100.0,28.935130418642135,71.06486958135787,42.12973916271574,bear,23982.093873215133,63467.31188450828,0.37883357220251296,-0.005236053029741276,13,0,0.0,36.73595914274903,63.26404085725097,26.528081714501937,seller,0.9567246228917963,1.1163344167668494,4,0,4,27.785868514174705,28.24376397343179,bull,28.24376397343179,1.7358383362547525,26.50792563717704,90.32273106143782,1,16,1093.6390001773834,230838.58499999996,141712.9 | 89125.7,-52587.11499999999,-2409.4000000004125,9323.33000000175,18418.500000003576,14019.459999997467,16131.770000008273,0.9567246228917963,1.1163344167668494,642.4206853138668,-0.1995476918983713,68.604,4.348,64.256,31.006,51.954,-20.949,0.39,43.698,-43.308,BEFORE,STARTDUR,-22.868,-53.872,-76.739,-23.523,-49.254,-72.777,-50.0,down,14.915,,,,False,False,False,True,False,True,False,True,False,False,0.0533,-1.3063,-1.2663
1782886129.068,16540,93.11049876956312,6.889501230436879,86.22099753912624,bear,42018.797921615434,3109.0861267855353,0.19545085768165565,0.006823925904227736,3,2,100.0,26.6009742660101,73.3990257339899,46.79805146797981,bear,23982.093873215133,66172.85170657407,0.3904650485919947,-0.005262121967378947,12,0,0.0,35.34470763689401,64.65529236310599,29.31058472621198,seller,0.946581857434633,1.1605078801091369,5,0,3,20.73995002304764,16.946258384059075,bull,16.946258384059075,1.0415030017528515,15.90475538230622,90.32273106143782,1,16,1131.8340001106262,230891.20499999996,145540.0 | 85351.2,-60188.76499999962,-3923.5,9401.480000001564,18593.200000003057,15705.77999999635,16212.400000008272,0.946581857434633,1.1605078801091369,598.3912662183822,-0.1996273622571276,69.665,3.764,65.901,30.01,51.592,-21.582,0.324,44.644,-44.319,BEFORE,STARTDUR,-25.08,-56.085,-81.165,-24.544,-50.276,-74.82,,,,,,,False,False,False,True,False,True,False,True,False,False,0.0933,-1.4269,-1.4269
1782886159.238,16541,97.17208685274711,2.8279131472528807,94.34417370549424,bear,47930.70321807168,3109.0861267855353,0.22100521347499646,0.007108431752779487,2,3,100.0,20.109957163076277,79.89004283692373,59.78008567384745,bear,23982.093873215133,67756.35641011789,0.3972327481946445,-0.0038618681152227147,11,0,0.0,35.3935681696167,64.6064318303833,29.2128636607666,seller,1.0141634210382737,1.2015376388619996,6,0,15,48.04469506087692,10.167755030435444,bull,10.167755030435444,0.6249018010517108,9.542853229383732,90.32273106143782,1,16,1131.1729998588562,230943.82499999995,144244.6 | 86699.3,-57545.294999999955,439.7821290161446,9612.520000001712,18608.540000001867,15322.779999995382,12458.497870992049,1.0141634210382737,1.2015376388619996,599.138679964905,-0.29255319148936015,71.514,3.173,68.341,28.223,50.403,-22.179,0.263,46.425,-46.162,BEFORE,STARTDUR,-30.332,-61.336,-91.669,-30.949,-56.681,-87.63,,,,,,,False,False,False,True,False,True,False,True,False,False,0.1067,-1.427,-1.267
1782886177.144,16542,97.17208685274711,2.8279131472528807,94.34417370549424,bear,47930.70321807168,1394.8847881892698,0.2134903749937472,0.006932691257333508,1,3,50.0,20.339419498004943,79.66058050199506,59.32116100399012,bear,17055.660211811035,75714.78641011807,0.4015278527473227,-0.003328162055093602,10,0,0.0,35.6584205188298,64.34157948117021,28.68315896234041,seller,0.9912385500024441,1.2009646747673748,6,0,14,45.01499949563985,6.100653018261266,bull,6.100653018261266,0.3749410806310265,5.72571193763024,90.32273106143782,1,16,1035.2669999599457,231043.61499999996,146469.6 | 84574.0,-61895.57499999998,-6715.160000000149,7696.450000001191,15981.960000002013,18148.30999999516,12245.260000008193,0.9912385500024441,1.2009646747673748,641.7653101768626,-0.41201488569908035,72.856,2.788,70.068,26.915,49.468,-22.553,0.229,47.745,-47.516,BEFORE,STARTDUR,-30.085,-61.089,-91.174,-24.664,-62.747,-87.411,,,,,,,False,False,False,True,False,True,False,True,False,False,0.1735,-1.3613,-1.1344
1782886244.366,16543,96.5679038704326,3.432096129567397,93.1358077408652,bear,47930.70321807168,1394.8847881892698,0.2134417638013919,0.006493331068556207,0,3,50.0,20.893010030088448,79.10698996991155,58.21397993982309,bear,17055.660211811035,66799.53641011806,0.3628583417723318,-0.003590017552502625,9,0,50.0,36.91955579685382,63.08044420314618,26.160888406292358,seller,0.985147216974197,1.1901447380372812,6,0,13,39.817767811654136,3.6603918109567593,bull,3.6603918109567593,0.22496464837861588,3.435427162578143,90.32273106143782,1,16,1099.7269999980927,231096.23499999996,146236.6 | 84859.6,-61377.015000000014,-6965.75,8326.389999999701,17030.270000003875,19233.20999999367,13089.200000009907,0.985147216974197,1.1901447380372812,329.91537418762323,-0.23942537909019262,73.713,2.419,71.294,26.105,48.816,-22.711,0.182,48.765,-48.583,BEFORE,STARTDUR,-28.876,-59.88,-88.755,-24.853,-62.936,-87.789,,,,,,,False,False,False,True,False,True,False,True,False,False,0.08,-1.4533,-1.16
1782886264.13,16544,100.0,0.0,100.0,bear,42185.083549794166,1394.8847881892698,0.18857930912627566,0.0060770807847828475,6,2,100.0,13.86486829977904,86.13513170022095,72.27026340044192,bear,17055.660211811035,64577.67164055891,0.35324388496580206,-0.0036389669456711156,8,0,50.0,35.878399489576175,64.12160051042383,28.243201020847653,seller,0.987920394601735,1.1478374769110427,5,0,12,36.38183500674098,2.196235086574055,bull,2.196235086574055,0.13497878902716953,2.061256297546886,62.0083996433025,1,16,997.864000082016,231096.23499999996,144509.5 | 86586.7,-57922.76500000039,1990.8692027488214,9999.159202748353,18702.010000002778,15044.399999995756,11665.900000006553,0.987920394601735,1.1478374769110427,368.1236228031564,-0.18624451243847354,75.503,2.095,73.407,24.335,47.67,-23.335,0.162,50.234,-50.072,BEFORE,END,-34.626,-65.63,-100.257,-28.21,-66.292,-94.502,,,,,,,False,False,False,True,False,False,False,True,False,False,0.04,-1.4927,-1.1995
1782886359.119,16545,100.0,0.0,100.0,bear,44791.02894182301,0.0,0.19386395482871502,0.005687679678464431,5,2,100.0,12.92422827664185,87.07577172335816,74.1515434467163,bear,10394.839999999998,70034.25624852994,0.3481121789430535,-0.004323531323117306,7,0,0.0,36.67932355945185,63.320676440548155,26.641352881096296,seller,1.0006219810930637,1.1690482831338402,5,0,11,43.90904986284288,1.3177410519444333,bull,1.3177410519444333,0.0809872734163017,1.2367537785281315,62.0083996433025,1,16,950.1719999313354,231043.61499999993,146201.1 | 84842.5,-61358.55499999999,6289.785000000258,10302.449999999999,20509.96500000264,13721.679999997095,10800.950000005289,1.0006219810930637,1.1690482831338402,371.26186534567,-0.27921818907059404,76.994,1.782,75.211,22.879,46.733,-23.855,0.128,51.484,-51.356,BEFORE,END,-61.966,-38.43,-100.396,-38.221,-49.033,-87.254,,,,,,,False,False,False,True,False,False,False,True,False,False,0.08,-1.4533,-1.2
1782886448.185,16546,100.0,0.0,100.0,bear,39263.065111733325,0.0,0.1700592268043239,0.00509859600530876,4,2,50.0,13.0298672942637,86.9701327057363,73.94026541147261,bear,10394.839999999998,79800.05124852996,0.39065909459120024,-0.011509872106592885,6,0,0.0,36.67520536371966,63.32479463628034,26.649589272560675,seller,0.9598107879565287,1.1124551551886657,4,0,10,31.524831534297366,0.7906446311666598,bull,0.7906446311666598,0.04859236404978102,0.7420522671168788,62.0083996433025,1,16,834.4359998703003,230878.76999999996,146563.7 | 84315.0,-62248.700000000375,3860.373976183888,9619.100000000075,19601.309999999332,14612.506023813583,10747.530000001936,0.9598107879565287,1.1124551551886657,376.8671350761168,-0.39877708361025804,78.215,1.477,76.738,21.698,46.006,-24.308,0.087,52.517,-52.43,BEFORE,END,-61.916,-38.379,-100.295,-42.392,-46.126,-88.517,,,,,,,False,False,False,True,False,False,False,True,False,False,0.1735,-1.3613,-1.0009
1782886550.674,16547,100.0,0.0,100.0,bear,39263.065111733325,0.0,0.17028672689413507,0.0041762933583947715,3,2,50.0,21.703491269940535,78.29650873005947,56.59301746011893,bear,17605.28,69382.18124852996,0.3772708527642672,-0.0006649710102130556,5,0,100.0,38.059482917493526,61.940517082506474,23.88103416501295,seller,0.9983692657080072,1.1238070069834742,4,0,9,51.07194968197077,0.4743867786999959,bull,0.4743867786999959,0.02915541842986861,0.4452313602701273,62.0083996433025,1,16,870.5750000476837,230570.31999999998,143053.6 | 87516.7,-55536.930000000415,5241.977167198398,12686.962060151716,19179.985107045493,15767.989999996502,10856.98000000231,0.9983692657080072,1.1238070069834742,371.88718287681684,-0.14643237486687888,77.707,1.393,76.314,22.22,46.275,-24.055,0.073,52.332,-52.259,BEFORE,END,-56.887,-33.35,-90.237,-40.984,-44.717,-85.701,,,,,,,False,False,False,True,False,False,False,True,False,False,0.0667,-1.4665,-1.1199
1782886551.585,16548,100.0,0.0,100.0,bear,35562.009576513214,0.0,0.15445715342480573,0.002972077928775425,2,2,50.0,18.98191658721469,81.01808341278532,62.036166825570625,bear,17605.28,75142.36178374954,0.402832598814741,-0.002446075851345846,4,0,0.0,37.911376574856824,62.088623425143176,24.17724685028635,seller,0.9587990614419226,1.0691084876663515,3,0,8,17.621438993639416,0.2846320672199975,bull,0.2846320672199975,0.0,0.2846320672199975,47.072939955719654,0,16,824.2750000953674,230238.66999999998,145112.8 | 85125.9,-59986.830000000016,9091.589999999847,12685.069999999554,19298.329999998958,14310.909999996502,8580.90000000216,0.9587990614419226,1.0691084876663515,1235.145335359146,-0.2130776401651306,77.75,1.277,76.473,22.191,46.142,-23.951,0.059,52.581,-52.522,BEFORE,END,-58.322,-34.785,-93.107,-44.327,-48.061,-92.388,,,,,,,False,False,False,True,False,False,False,True,False,False,0.1735,-1.3613,-1.0143
1782886605.911,16549,100.0,0.0,100.0,bear,29673.879841736005,0.0,0.12908250452452238,0.0017196268462988645,1,2,50.0,28.7863425304205,71.2136574695795,42.427314939159004,bear,26962.48500000021,75142.36178374954,0.4441599621361808,0.011016145261917566,3,0,100.0,39.042370291334656,60.95762970866534,21.915259417330684,seller,0.9714253026201681,1.0274917977320068,3,0,7,66.2776062104249,0.1707792403319985,bull,0.1707792403319985,0.0,0.1707792403319985,47.072939955719654,0,16,838.699000120163,229883.05,139739.3 | 90143.8,-49595.46999999999,10654.96000000089,13814.720000000225,19329.81000000097,12976.969999996949,9512.600000003353,0.9714253026201681,1.0274917977320068,1228.7169008833068,-0.09319664492077377,75.908,1.551,74.357,24.013,47.627,-23.614,0.08,50.823,-50.743,BEFORE,END,-52.854,-29.317,-82.171,-41.469,-45.203,-86.673,,,,,,,False,False,False,True,False,False,False,True,False,False,0.0267,-1.5059,-1.3459
